"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n",Priorizado,"Fecha SoluciÃ³n Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,1732,RM-1732,SPA-TF,6127,SPA-TF06127,Abierto,"Delgado Alejandro","2023-12-05 15:24:13",2023-06-29,,,,"criticidad media < 9 meses",2024-07-22,,1,"Esta propiedad reclama que quiere una explicaciÃ³n de la solicitud de la instalaciÃ³n de unos equipos, quiere que le llamen y se le explique, se queja de varias cosas instaladas ya y nos pasa fotos con cableado que no ve el motivo de dejarlo asÃ­.

Por favor, si podÃ©is decirle algo, pidiÃ³ estudio de cargas o certificado de que no pasa nada por los nuevos aparatos, que no hay problema.",233820
RM,358,RM-358,SPA-GI,8541,SPA-GI08541,Abierto,"Delgado Alejandro","2023-12-05 15:23:20",2022-11-28,,,,"criticidad muy alta < 3 meses",2023-06-28,,2,"W48: En este site, prÃ¡cticamente, lo que quieren es poner todo nuevo. Indican de quitar todo lo existente que molesta para que ellos puedan impermeabilizar y arreglar los petos, con lo cual, habrÃ­a que desmontar todo y montar donde se pueda puesto que proponen poner un rejiband nuevo por donde llevar los cables y esto conllevarÃ­a  instalar todo nuevo.
Les urge mucho, con lo cual, valorarlo y ver si interesa realizar lo que indican o buscar otro punto como opciÃ³n",229235
RM,1689,RM-1689,SPA-SE,1108,SPA-SE01108,Abierto,"Delgado Alejandro","2023-12-05 15:41:27",2019-11-19,,,,"criticidad baja > 9 meses",2028-02-09,,2,"Repliegues: Gestion de riesgos",102386
RM,1222,RM-1222,SPA-MX,342,SPA-MX00342,Cerrado,"Delgado Alejandro","2023-12-05 15:27:47",2023-05-08,,2023-06-06,,"criticidad alta < 6 meses",2023-10-19,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA. QUIEREN RENGOCIAR RENTA",232741
RM,771,RM-771,SPA-OR,8737,SPA-OR08737,Cerrado,"Delgado Alejandro","2023-12-05 15:23:48",2022-12-27,,2023-01-26,,"criticidad baja > 9 meses",2023-11-01,,,"W49 2022: Es una micro la Propiedad tampoco quiere capitalizar, solamente nuevo contrato, con nuevas condiciones. AquÃ­ hay que tener en cuenta  que este seÃ±or es el Propietario y el que firmÃ³ en su dÃ­a el contrato fue el inquilino, y lo mÃ¡s importante, con el desconocimiento del Propietario, por tanto, no vemos en una situaciÃ³n donde la Propiedad tiene una instalaciÃ³n en su Propiedad sin un contrato firmado. El hecho de que se haya autorenovado por 1 aÃ±o con âotra personaâ, no le ha hecho mucha gracia, en cualquier caso, me dicen que este seÃ±or no quiere problemas.",229801
RM,862,RM-862,SPA-SE,35,SPA-SE00035,Abierto,"Delgado Alejandro","2023-12-05 15:24:32",2023-04-17,Si,,,"criticidad muy alta < 3 meses",2023-10-19,,1,"Denunciado burofax en tiempo y forma",232323
RM,71,RM-71,SPA-BI,115,SPA-BI00115,Cerrado,"Delgado Alejandro","2023-12-05 15:28:05",2022-02-04,,2022-11-18,,"criticidad muy alta < 3 meses",2022-08-01,,,"W05: Recibido burofax de rescisiÃ³n con fecha de vencimiento 01/08/2022",222226
RM,10156,RM-10156,SPA-TO,55,SPA-TO00055,Abierto,"Alexandre GOMBA","2023-12-12 18:19:02",2023-12-03,,,,"criticidad alta < 6 meses",2024-06-18,,2,"EnvÃ­an correo denuciando la vigencia. EstÃ¡n asesorados por APW SPAIN",236457
RM,705,RM-705,SPA-MX,427,SPA-MX00427,Abierto,"Delgado Alejandro","2023-12-05 15:41:43",2018-10-26,,,,"criticidad muy alta < 3 meses",2023-12-01,,1,"Repliegue por reubicaciÃ³n por proyecto del Ayuntamiento",48445
RM,1236,RM-1236,SPA-OX,1,SPA-OX00001,Cerrado,"Delgado Alejandro","2023-12-05 15:42:22",2019-02-26,,2019-08-19,,"criticidad media < 9 meses",2019-08-09,,,"Recibido burofax de la propiedad comunicando el vencimiento 9/8/19. El incremento que solicitan es excesivo.",62183
RM,1208,RM-1208,SPA-MX,14,SPA-MX00014,Cerrado,"Delgado Alejandro","2023-12-05 15:27:52",2023-06-07,,2023-08-02,,"criticidad muy alta < 3 meses",2023-06-24,,,"Recibido burofax en teimpo y forma. Propiedad VIP en la que estÃ¡ al frente un antiguo alto cargo de ERICSSON. NegociaciÃ³n complicada",233339
RM,1282,RM-1282,SPA-AX,6354,SPA-AX06354,Cerrado,"Delgado Alejandro","2023-12-05 15:42:16",2019-02-07,,2020-03-11,,"criticidad muy alta < 3 meses",2019-06-01,,,"La propiedad (Hotel) va a realizar una modificaciÃ³n de la planta donde tenemos un mÃ¡stil y hay que subir un mÃ¡stil a un castillete existente. Se requiere nuevo diseÃ±o de Radio. Hay que moverlo antes del verano",59623
RM,303,RM-303,SPA-SE,303,SPA-SE00303,Abierto,"Alexandre GOMBA","2023-12-05 15:43:02",2023-02-23,,,,"criticidad alta < 6 meses",2024-04-21,,2,"Se reabre el riesgo por TI",231060
RM,1874,RM-1874,SPA-MA,2698,SPA-MA02698,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:41:53",2023-07-26,,,,"criticidad muy alta < 3 meses",2024-01-20,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",234238
RM,1587,RM-1587,SPA-MX,644,SPA-MX00644,Abierto,"Delgado Alejandro","2023-12-05 15:40:18",2020-03-23,,,,"criticidad muy alta < 3 meses",2023-07-30,,1,"2019 W12: Dadas las circunstancias, a dÃ­a de hoy con la alarma no vamos a poder buscar y contratar a otra comunidad, como bien sabrÃ¡ el administrador pues no hay juntas de propietarios.
 
Rogamos que nos concedan una prÃ³rroga de un aÃ±o por dicha prÃ³rroga estarÃ­amos dispuestos a pagar una renta de 15K",126694
RM,1668,RM-1668,SPA-SA,6401,SPA-SA06401,Cerrado,"Delgado Alejandro","2023-12-05 15:41:48",2019-08-20,,2019-11-04,,"criticidad alta < 6 meses",2020-01-11,,,"Recibido burofax en tiempo y forma",89160
RM,1491,RM-1491,SPA-IB,81,SPA-IB00081,Cerrado,"Delgado Alejandro","2023-12-05 15:29:21",2020-04-02,,2022-10-06,,"criticidad baja > 9 meses",2024-01-01,,,"La propiedad estÃ¡ muy enfadada por varios motivos: La instalaciÃ³n cada vez ocupa mÃ¡s espacio, ocupamos casi el doble de espacio que en el inicio , le han instalado vallados para cumplir RD1066/2001 que coge mucho espacio en azotea, tal y como dice la propiedad hemos montado un âgallinero sin gallinasâ,  hay resto de instalaciones y antenas en desuso por todos lados y lo que mÃ¡s les preocupa tienen una grieta que nace en el mÃ¡stil de Orange del sector 3 (no estÃ¡ apoyado en pilar). 
 
SegÃºn ellos, este mÃ¡stil es la causa de todas las grietas que tiene el edificio.  Hemos visitado el site y concluimos que al mÃ¡stil le falta una riostra para que el momento no tire tanto del pretil que es la posible causa de la grieta. La propiedad insiste en que quieren que retiremos ese mÃ¡stil.
 
A priori le hemos optado por arreglar la grieta, reparaciÃ³n actualmente parada por el estado de alarma , pero el descontento no se ha hecho espera y ya nos han adelantado verbalmente que o se reduce la instalaciÃ³n considerablemente o no van a continuar.",127634
RM,1228,RM-1228,SPA-MX,2137,SPA-MX02137,Cerrado,"Delgado Alejandro","2023-12-05 15:27:48",2023-05-10,,2023-07-11,,"criticidad baja > 9 meses",2024-07-08,,,"LA PROPIEDAD ENVÃA BUROFAX PARA RENEGOCIAR RENTA O RESCINDIR",232835
RM,651,RM-651,SPA-MU,608,SPA-MU00608,Abierto,"Delgado Alejandro","2023-12-05 15:28:54",2022-12-09,,,,"criticidad muy alta < 3 meses",2023-07-01,,1,"W49: Se abre el riesgo porque la propiedad ha comunicado a INSYTE que necesitan libre el lateral donde se encuentran las RRU y ademÃ¡s quisieran que se pudiera acceder directamente desde la escalera a la caseta, poner una puerta donde actualmente estÃ¡ el cuadro elÃ©ctrico, porque van a construir trasteros y necesitan espacio.",229399
RM,10044,RM-10044,SPA-HX,9832,SPA-HX09832,Abierto,"Alexandre GOMBA","2023-12-05 15:40:52",2023-09-23,,,,"criticidad baja > 9 meses",2024-12-01,,1,"La propiedad de este site, el HX9832 (L2), se ha puesto en contacto con Atenp solicitando los contratos y anexos. Nos indica la propiedad que estÃ¡ hablando con Cellnex y Telecom y tiene varias ofertas, en este punto no le vamos a facilitar los contratos ya que no tiene LDPD. Os lo comunicamos para poder gestionar renegÃ³ con ellos por una posible compra de derechos, la fecha de vencimiento es el 01/12/2024 y tiene que avisar con 6 meses de antelaciÃ³n por contrato, estÃ¡ en tiempo.",235439
RM,1845,RM-1845,SPA-CR,3208,SPA-CR03208,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-12 18:23:23",2023-08-14,,,,"criticidad media < 9 meses",2024-09-15,,2,"En consecuencia, ante la cercanÃ­a de la fecha de expiraciÃ³n del contrato (prevista para el 15 de septiembre de 2024) y como titulares de un derecho real de servidumbre sobre la citada Finca, queremos informaros de nuestra intenciÃ³n de entablar negociaciones para la renovaciÃ³n del citado contrato.",234869
RM,10098,RM-10098,SPA-MX,315,SPA-MX00315,Cerrado,"Alexandre GOMBA","2023-12-05 15:23:25",2022-09-28,,2023-09-27,,"criticidad muy alta < 3 meses",2023-08-31,,,"W39:Se incluye punto en riesgo. Obras en la propiedad; se debe realizar una reubicaciÃ³n de equipos.",228314
RM,1531,RM-1531,SPA-LU,7380,SPA-LU07380,Cerrado,"Delgado Alejandro","2023-12-05 15:41:25",2019-11-27,,2020-05-04,,"criticidad baja > 9 meses",2025-02-28,,,"recibimos burofax de la propietaria del bajo. el contrato vence el 25/2/20",104134
RM,2053,RM-2053,SPA-BX,2053,SPA-BX02053,Abierto,"Alexandre GOMBA","2023-12-12 18:23:19",2023-09-12,,,,"criticidad muy alta < 3 meses",2024-03-18,,1,"Recibido burofax en tiempo y forma",235249
RM,765,RM-765,SPA-MX,3911,SPA-MX03911,Abierto,"Delgado Alejandro","2023-12-05 15:29:09",2021-04-27,,,,"criticidad muy alta < 3 meses",2024-01-31,,2,"La propiedad ha enviado el preaviso de rescisiÃ³n, 2 dÃ­as despuÃ©s de que se pase el plazo de 6 meses de preaviso del contrato que vence el 24/10/2021, por lo que estarÃ­a renovado por 1 aÃ±o mÃ¡s.
 
Creamos el riesgo aunque estÃ¡ en jumping y se va a desmontar a medio plazo.",191370
RM,1831,RM-1831,SPA-CC,6418,SPA-CC06418,Abierto,"Delgado Alejandro","2023-12-05 15:23:16",2023-07-15,,,,"criticidad baja > 9 meses",2025-02-25,,1,"Recibido burofax solicitando rescision. Fecha erronea en su escrito",234086
RM,1380,RM-1380,SPA-BX,2513,SPA-BX02513,Abierto,"Delgado Alejandro","2023-12-05 15:43:27",2018-10-26,,,,"criticidad muy alta < 3 meses",2022-06-01,,3,"Esparraguera, Plan de implantaciÃ³n riesgo por eglaizaciÃ³n",48379
RM,1502,RM-1502,SPA-IB,30,SPA-IB00030,Abierto,"Delgado Alejandro","2023-12-05 15:42:52",2018-10-26,,,,"criticidad muy alta < 3 meses",2019-07-07,,2,,48335
RM,1601,RM-1601,SPA-MX,526,SPA-MX00526,Cerrado,"Delgado Alejandro","2023-12-05 15:43:35",2018-10-26,,2019-02-06,,"criticidad baja > 9 meses",2028-12-31,,,,48441
RM,1456,RM-1456,SPA-GI,3,SPA-GI00003,Cerrado,"Delgado Alejandro","2023-12-05 15:43:26",2018-10-26,,2019-03-12,,"criticidad baja > 9 meses",2024-04-01,,,"Venta del terreno, nuevo comprador no quiere antenas. Ofrecer renovaciÃ³n es un Hub con 5 dependencias lÃ­neas alquiladas etc",48375
RM,440,RM-440,SPA-HX,9953,SPA-HX09953,Abierto,"Delgado Alejandro","2023-12-05 15:23:57",2022-06-29,Si,,,"criticidad muy alta < 3 meses",2023-07-20,,2,"W26 Se incluye el punto en riesgo. NegociaciÃ³n compleja compromete la renovaciÃ³n.",226390
RM,469,RM-469,SPA-IB,78,SPA-IB00078,Abierto,"Delgado Alejandro","2023-12-05 15:29:02",2021-06-02,,,,"criticidad alta < 6 meses",2024-04-30,,1,"W22. Se crea el riesgo para realizar el repliegue dentro de la misma finca antes del 31/12/2021.",197672
RM,1112,RM-1112,SPA-VX,1033,SPA-VX01033,Abierto,"Delgado Alejandro","2023-12-05 15:40:50",2022-11-24,,,,"criticidad muy alta < 3 meses",2023-01-31,,2,,229201
RM,1649,RM-1649,SPA-OX,3014,SPA-OX03014,Cerrado,"Delgado Alejandro","2023-12-05 15:42:56",2018-10-26,,2020-01-21,,"criticidad baja > 9 meses",2019-12-20,,,,48185
RM,1109,RM-1109,SPA-VX,1337,SPA-VX01337,Abierto,"Delgado Alejandro","2023-12-05 15:29:13",2020-01-21,,,,"criticidad muy alta < 3 meses",2023-09-30,,2,"Repliegues: Gestion de riesgos",113806
RM,1598,RM-1598,SPA-MX,195,SPA-MX00195,Cerrado,"Delgado Alejandro","2023-12-05 15:43:35",2018-10-26,,2019-01-23,,"criticidad baja > 9 meses",2025-12-28,,,,48453
RM,103,RM-103,SPA-BX,87,SPA-BX00087,Abierto,"Delgado Alejandro","2023-12-05 15:28:10",2022-01-31,Si,,,"criticidad alta < 6 meses",2024-05-26,,1,"W05: Incluimos el punto en repliegue, La propiedad bloquea el despliegue 5G,  y tanto OSP como TME lo estÃ¡n buscando.",222121
RM,1489,RM-1489,SPA-IB,174,SPA-IB00174,Abierto,"Delgado Alejandro","2023-12-05 15:29:30",2020-10-15,,,,"criticidad muy alta < 3 meses",2023-12-01,,1,"El hotel lo ha comprado un grupo inversor  y se va a remodelar por completo, nos indica que TME ya estÃ¡ informado de todo y ha dado el ok a la nueva ubicaciÃ³n de las antenas, a OSP no le habÃ­a informado porque no sabÃ­a que tambiÃ©n estÃ¡bamos allÃ­ instalados.
 
Solicita una reuniÃ³n para explicarnos todo, las obras van a empezar en 1-2 meses y van a durar un aÃ±o mas menos por lo que por este motivo no ha autorizado el cambio de antenas puesto se deben desmontar en breve y habrÃ¡ que ver la forma de poder dar servicio durante las obras.",159069
RM,1194,RM-1194,SPA-GR,9403,SPA-GR09403,Abierto,"Delgado Alejandro","2023-12-05 15:27:31",2023-05-13,,,,"criticidad baja > 9 meses",2027-03-29,,1,"En este site hay cierto lÃ­o

1Âº.- Parece que la propiedad no quiere mÃ¡s antenas en fachada porque los vecinos estÃ¡n alarmados por este tema. No obstante, parece que si incrementamos la renta a 7Kâ¬/aÃ±o firmarÃ­an la ampliaciÃ³n y entiendo que ampliarÃ­amos vigencia. Actualmente estamos hasta el 29/03/27 y cobra una renta de 3,2Kâ¬ vs. 15,6K% de ingresos por OSP

2Âº.- Pero por otra parte, ademÃ¡s no podemos asumir este despliegue porque serÃ­a ilegalizable. HabrÃ­a que presentar algo que sÃ­ lo fuera

Antes de lanzar SF por favor, aclararnos quÃ© propuesta podrÃ­amos pasar legalizable y a partir de ahÃ­ negociar con la propiedad un nuevo contrato",232902
RM,797,RM-797,SPA-OR,9919,SPA-OR09919,Abierto,"Delgado Alejandro","2023-12-05 15:23:48",2022-07-15,,,,"criticidad muy alta < 3 meses",2023-10-30,,3,"Repliegues: Gestion de riesgos. ReubicaciÃ³n de equipos",226671
RM,2401,RM-2401,SPA-SX,2401,SPA-SX02401,Abierto,"Alexandre GOMBA","2023-12-05 15:42:03",2019-06-13,,,,"criticidad muy alta < 3 meses",2022-04-26,,2,"EL EDIFICIO TIENE ALUMINOSIS Y SE ESTÃN COMIENDO LAS VIGAS, posible derrumbe",81232
RM,1173,RM-1173,SPA-BX,6029,SPA-BX06029,Cerrado,"Delgado Alejandro","2023-12-05 15:41:03",2023-05-09,,2023-06-08,,"criticidad muy alta < 3 meses",2023-01-01,,,"Autorizacion vencida. En renegociacion",232803
RM,606,RM-606,SPA-MU,45,SPA-MU00045,Abierto,"Delgado Alejandro","2023-12-05 15:28:54",2022-12-12,,,,"criticidad media < 9 meses",2024-08-10,,2,"W50: LA PROPIEDAD y ON TOWER comunican (05/12/2022) su intenciÃ³n de NO RENOVAR el contrato a su prÃ³ximo vencimiento de 10/08/2024",229456
RM,1088,RM-1088,SPA-VI,8732,SPA-VI08732,Cerrado,"Delgado Alejandro","2023-12-05 15:43:21",2018-10-26,,2019-10-01,,"criticidad baja > 9 meses",2024-09-22,,,"William VDF. Ayto recalificando terrenos desde 2014 para irnos a un TM, que se vaya VDF",48351
RM,10138,RM-10138,SPA-MX,443,SPA-MX00443,Abierto,"Alexandre GOMBA","2023-12-05 15:27:56",2023-10-27,,,,"criticidad muy alta < 3 meses",2023-10-21,,1,"Hay que contactar de forma urgente con esta propiedad y ver si tenemos alguna opciÃ³n de retomar la situaciÃ³n con esta propiedad. No consta que comunicaran su intenciÃ³n de no renovar por carta certificada como indicaba el contrato, sino sÃ³lo por mail en nov-21.",235919
RM,1059,RM-1059,SPA-VA,4095,SPA-VA04095,Cerrado,"Delgado Alejandro","2023-12-05 15:09:22",2022-11-02,,2023-10-03,,"criticidad muy alta < 3 meses",2023-05-12,,,"W44: Se incluye punto en riesgo, propiedad envÃ­a burofax de rescisiÃ³n de contrato, quieren renegociar condiciones econÃ³micas, venc 12/05/2023",228833
RM,1717,RM-1717,SPA-SS,5406,SPA-SS05406,Cerrado,"Delgado Alejandro","2023-12-05 15:43:24",2018-10-26,,2019-11-21,,"Recuperado Parcial",2019-06-30,,,"Retoman proyecto de Centro comercial. Nos avisaran. Esta recuperado parcial con sectorizaciÃ³n",48363
RM,1029,RM-1029,SPA-VA,2288,SPA-VA02288,Abierto,"Delgado Alejandro","2023-12-05 15:23:44",2022-07-27,,,,"criticidad muy alta < 3 meses",2022-12-27,,2,"W30 Se incluye punto en riesgo, concesiÃ³n administrativa que vence en diciembre de forma que no cabe prÃ³rroga.",226892
RM,1610,RM-1610,SPA-MX,3102,SPA-MX03102,Abierto,"Delgado Alejandro","2023-12-05 15:40:16",2020-02-20,,,,"criticidad baja > 9 meses",2027-07-01,,2,"Conforme a la inspecciÃ³n realizada por los servicios de vigilancia de la DirecciÃ³n General de
Carreteras, la instalaciÃ³n base de TelefonÃ­a mÃ³vil existente se encuentra ubicada en zona de
protecciÃ³n de la carretera. La torre tubular existente de 30 m, no cumple con la distancia a la debe
ubicarse. Esta distancia debe ser como mÃ­nimo a una distancia de la arista exterior de la carretera de
vez y media la altura total del apoyo.",118782
RM,1727,RM-1727,SPA-SX,139,SPA-SX00139,Cerrado,"Delgado Alejandro","2023-12-05 15:42:55",2018-10-26,,2020-09-18,,"criticidad baja > 9 meses",2021-03-30,,,,48175
RM,1067,RM-1067,SPA-VI,8603,SPA-VI08603,Cerrado,"Delgado Alejandro","2023-12-05 15:43:22",2018-10-26,,2019-01-16,,"criticidad baja > 9 meses",2019-08-10,,,"Revocada licencia por tener inquilino. Con la publicaciÃ³n de la nueva LGT, no es pertinente que nosotros movamos ficha en este sentido",48354
RM,1877,RM-1877,SPA-CR,3304,SPA-CR03304,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-12 18:22:51",2023-07-26,,,,"criticidad media < 9 meses",2024-09-17,,2,"Envian notificacion para renegociar condiciones. Es un TI",234235
RM,10019,RM-10019,SPA-OX,3,SPA-OX00003,Abierto,"Alexandre GOMBA","2023-12-05 15:27:23",2023-10-09,,,,"criticidad media < 9 meses",2024-07-09,,1,"Recibido burofax en tiempo y forma",235709
RM,10000,RM-10000,SPA-TF,6922,SPA-TF06922,Abierto,"Alexandre GOMBA","2023-12-05 15:24:14",2023-10-20,,,,"criticidad muy alta < 3 meses",2023-12-27,,2,"Ayer tuvimos la visita conjunta con la propiedad, para ver los trabajos con el gerente del centro comercial. Comentar que no nos dan acceso, pues la propiedad ha revisado sobre todo el SSRR y ha detectado cosas, que necesitan se solucionen. Han indicado que Totem debe de cambiar la ubicaciÃ³n de las RRU en las bancadas ya que donde aparecen en planos van a quedar muy al vÃ©rtice de la bancada autosoportada. Aparte quiere que se modifiquen los mimetizados de las antenas, ya que no quieren que se vea desde la calle, la parte baja de los tubos. TambiÃ©n comentÃ³ que junto donde se encuentran las bancadas de las antenas, el techo de ha hundido por el peso y se estanca el agua en esas zonas. De todo ello sacaron fotos y lo iban a denunciar vÃ­a mail a Totem, asÃ­ que hasta que esto no estÃ© resuelto, los trabaos no se podrÃ¡n ejecutar. Por nuestra parte, poco mas podemos hacer.",235834
RM,1499,RM-1499,SPA-IB,284,SPA-IB00284,Cerrado,"Delgado Alejandro","2023-12-05 15:42:20",2019-03-07,,2019-04-09,,"criticidad baja > 9 meses",2020-02-08,,,"Recibido burofax de la propiedad de la propiedad comunicando la rescisiÃ³n con fecha 8/2/20",66001
RM,1394,RM-1394,SPA-CC,9362,SPA-CC09362,Cerrado,"Delgado Alejandro","2023-12-05 15:41:41",2019-03-18,,2019-08-28,,"criticidad muy alta < 3 meses",2019-09-11,,,"Repliegues: Gestion de riesgos. Ayto de Trujillo exige a Iberdrola mimetizar transformados en donde estamos ubicados TESA y OSP. Es zona de entorno BIC y existe presiÃ³n por parte del Ayto.",68282
RM,98,RM-98,SPA-BX,6,SPA-BX00006,Cerrado,"Delgado Alejandro","2023-12-05 15:24:11",2023-01-01,,2023-02-08,,"criticidad baja > 9 meses",2024-01-01,,,"La propiedad comunica en tiempo y forma que no quiere renovar el contrato",229840
RM,1187,RM-1187,SPA-CX,4000,SPA-CX04000,Abierto,"Delgado Alejandro","2023-12-05 15:27:49",2023-05-15,,,,"criticidad muy alta < 3 meses",2023-12-19,,2,"Os informamos que ECI nos ha trasladado que el prÃ³ximo Septiembre se ejecutara la venta del siguiente centro de CoruÃ±a. Hemos iniciado contactos con el nuevo propietario y con ECI para intentar garantizar la estabilidad del punto pero por el momento no hemos obtenido respuesta. Continuamos trabajando y os mantenemos informados.
Este site nos lo hemos traÃ­do como DDEE Ãºnicamente pero revisando la documentaciÃ³n, consta un CAP de 2014 con antenas en azotea. Yo lanzarÃ­a la bÃºsqueda de una alternativa para no estar pillados al nuevo propietario del Centro Comercial.",232905
RM,863,RM-863,SPA-SE,98,SPA-SE00098,Cerrado,"Delgado Alejandro","2023-12-05 15:24:26",2023-01-07,,2023-01-14,,"criticidad alta < 6 meses",2023-06-30,,,"Que no querÃ­an ni capitalizar ni renegociar que estaban perdiendo dinero y que esperarÃ­an a fin de vigencia a ver que se les ofrecÃ­a en ese momento y sino cancelarÃ­an. Me dijo que le habÃ­an bajado ya en otras ocasiones y que no iba a aceptar que le bajaran mÃ¡s. Por lo que comentan, quieren renegociar con aumento de renta.",229933
RM,13,RM-13,SPA-SE,13,SPA-SE00013,Cerrado,"Alexandre GOMBA","2023-12-05 15:27:14",2023-01-19,,2023-10-24,,"criticidad muy alta < 3 meses",2023-12-31,,,"Se reabre el riesgo porque finalmente no firmaron la prÃ³rroga y quieren rescindir",230183
RM,506,RM-506,SPA-IB,512,SPA-IB00512,Abierto,"Delgado Alejandro","2023-12-05 15:24:09",2022-05-23,,,,"criticidad muy alta < 3 meses",2023-02-13,,1,"W21 2022: Se incliuye el punto en riesgo para lanzar la busqueda de la alternativa y construir el emplazamiento macro en la zona dejando una micro como plan B. Se lanza SF",225679
RM,3,RM-3,SPA-AB,6409,SPA-AB06409,Abierto,"Delgado Alejandro","2023-12-05 15:28:39",2021-10-05,,,,"criticidad baja > 9 meses",2026-05-18,,1,"W40: Se incluye el punto como riesgo. La propiedad no admite el subarriendo ni nos quiere dar mÃ¡s acometida. Es un site ZR jumping cruzado, con lo que no nos vale si no permite instalar a VDF. AdemÃ¡s, Se ha intentado construir una acometida en MT de 2Kms pero la CÃ­a, al hacer el estudio de viabilidad ha detectado que estamos enganchados y hay riesgo de precinto.",214601
RM,199,RM-199,SPA-BX,1523,SPA-BX01523,Cerrado,"Delgado Alejandro","2023-12-05 15:40:11",2021-02-12,,2021-09-21,,"criticidad baja > 9 meses",2026-07-11,,,"Recibido burofax de rescisiÃ³n con fecha de vencimiento 11/07/2025.",178290
RM,761,RM-761,SPA-MX,4318,SPA-MX04318,Abierto,"Delgado Alejandro","2023-12-05 15:27:59",2023-03-22,,,,"criticidad baja > 9 meses",2026-03-31,,1,"En este site tenemos a OSP y MM y no podemos permitirnos pÃ©rdida de servicio. HabrÃ­a que concretar si hay que hacer algÃºn tipo de cambio sobre lo existente, y, caso afirmativo, presentarle a propiedad proyecto aclarando las dudas que tenÃ­an y replantear con operadores:

â¢	Detalle anclaje mÃ¡stil
â¢	Peso y cÃ¡lculos para anclaje del mÃ¡stil sobre la cubierta
â¢	Detalle anclaje tubos",231767
RM,1047,RM-1047,SPA-VA,2104,SPA-VA02104,Cerrado,"Delgado Alejandro","2023-12-05 15:41:35",2019-10-09,,2020-02-11,,"criticidad baja > 9 meses",2024-11-29,,,"recibido burofax comunicando la rescisiÃ³n el 29/11/19, enviaron un burofax en mayo que no nos consta",95985
RM,1734,RM-1734,SPA-TF,6250,SPA-TF06250,Abierto,"Delgado Alejandro","2023-12-12 18:23:15",2020-06-09,,,,"criticidad media < 9 meses",2024-09-19,,3,"La propiedad comunica que quiere rescindir contrato a fecha de vencimiento (19/09/2024). Queda pendiente averiguar la casuÃ­stica para poder realizar la negociaciÃ³n..",142321
RM,800,RM-800,SPA-OX,305,SPA-OX00305,Cerrado,"Delgado Alejandro","2023-12-05 15:24:42",2023-01-19,,2023-07-26,,"criticidad baja > 9 meses",2024-08-20,,,"Proepiedad contactada por TI quiere rngociar condiciones por entendr que estamos ocupando mÃ¡s espacio y renta desactualizada",230227
RM,1729,RM-1729,SPA-SX,4501,SPA-SX04501,Cerrado,"Delgado Alejandro","2023-12-05 15:42:54",2018-10-26,,2022-09-19,,"criticidad muy alta < 3 meses",2022-01-31,,,,48172
RM,10060,RM-10060,SPA-BA,392,SPA-BA00392,Abierto,"Alexandre GOMBA","2023-12-05 15:28:16",2023-08-31,,,,"criticidad muy alta < 3 meses",2020-05-31,,2,"CERRADO ABORT: No aplica AnticipaciÃ³n. En precario desde 2020. InacciÃ³n total por parte del Ayto. por falta de voluntad. No responden a nuestros escritos presentados por registro, tampoco a nuestros correos electrÃ³nicos, llamadas, etc.",235103
RM,10113,RM-10113,SPA-AX,6432,SPA-AX06432,Abierto,"Alexandre GOMBA","2023-12-05 15:28:54",2023-10-27,,,,"criticidad alta < 6 meses",2024-04-29,,2,"TenÃ­amos concertada una visita conjunta para ver el replanteo para un permiso de instalaciÃ³n a travÃ©s de Demanda Agragada. Resulta que la propiedad comunica que ha notificado con 6 meses de antelaciÃ³n la rescisiÃ³n del contrato y quieren abordar la nueva instalaciÃ³n dentro del marco de la renegociaciÃ³n.",235916
RM,1538,RM-1538,SPA-MA,2481,SPA-MA02481,Cerrado,"Delgado Alejandro","2023-12-05 15:29:27",2020-09-09,,2022-04-06,,"Recuperado Parcial",2023-10-21,,,"La propiedad no permite acceso porque quiere quitar a todos los operadores. No estÃ¡ respetando la vigencia del contrato y jurÃ­dico lo esta llevando. Necesitamos bÃºsqueda de alternativa",154567
RM,329,RM-329,SPA-CX,211,SPA-CX00211,Abierto,"Delgado Alejandro","2023-12-05 15:42:53",2018-10-26,,,,"criticidad muy alta < 3 meses",2023-11-30,,1,"Tenemos sentencia firme de desmontaje desde febrero de 2019. Puede caer en cualquier momento y a parrtir de que caiga, un mes para desmontar. No se puede aumentar ni tocar la instalaciÃ³n",48208
RM,1382,RM-1382,SPA-BX,4080,SPA-BX04080,Abierto,"Delgado Alejandro","2023-12-05 15:43:26",2018-10-26,,,,"criticidad muy alta < 3 meses",2022-06-01,,3,"Vilanova i la Geltru pacto gecodit pte",48376
