"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n",Priorizado,"Fecha SoluciÃ³n Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,291,RM-291,SPA-CS,49,SPA-CS00049,Abierto,"Delgado Alejandro","2023-12-12 18:23:13",2021-05-27,,,,"criticidad media < 9 meses",2024-09-16,,1,"W21: Recibido burofax de rescisiÃ³n con fecha de vencimiento 01/09/2021",196232
RM,1146,RM-1146,SPA-ZX,9978,SPA-ZX09978,Abierto,"Delgado Alejandro","2023-12-05 15:27:36",2022-02-28,,,,"criticidad muy alta < 3 meses",2023-01-31,,2,"Emplazamiento en SOL MeliÃ¡ vendido a Cellnex. Se declara en riesgo para ver las posibilidad de encontrar una alternativa y replegarse.",222923
RM,1220,RM-1220,SPA-MX,361,SPA-MX00361,Cerrado,"Delgado Alejandro","2023-12-05 15:41:56",2019-07-15,,2023-05-11,,"criticidad baja > 9 meses",2024-01-02,,,"recibido Burofax comunicando la rescisiÃ³n del contrato.",85264
RM,10136,RM-10136,SPA-MA,2904,SPA-MA02904,Abierto,"Alexandre GOMBA","2023-12-05 15:41:55",2023-11-01,,,,"criticidad baja > 9 meses",2024-12-13,,2,"Nos trasladan este email de Telecom IbÃ©rica del emplazamiento MA2904 donde ya tienen la cesiÃ³n de crÃ©ditos. Solicitan negociar la renovaciÃ³n del contrato ya que la fecha de vencimiento es 13/12/2024.",235972
RM,1710,RM-1710,SPA-SG,9151,SPA-SG09151,Abierto,"Delgado Alejandro","2023-12-05 15:40:49",2020-07-13,,,,"criticidad baja > 9 meses",2026-01-28,,2,"El Ayto ha cedido el cto a T.I. y SSJJ ya se pronunciÃ³ indicando que no reconocÃ­a a T.I, como interlocutor vÃ¡lido para negociar. Se ha solicitado una nueva ConcesiÃ³n al Ayto, obviando a T.I. Declarar  riesgo y buscar alternativa para el caso en que no salga bien la nueva concesiÃ³n.",147566
RM,314,RM-314,SPA-CX,301,SPA-CX00301,Cerrado,"Delgado Alejandro","2023-12-05 15:27:57",2022-02-15,,2023-01-14,,"criticidad baja > 9 meses",2024-05-31,,,"W06: Se incluye el punto en riesgo. Viene derivado de una RNG obligatoria por ampliaciÃ³n. Lo que se quiere hacer es instalar un nuevo auto soportado para ubicar 6 nuevas RRU y antena GPS.",222492
RM,1837,RM-1837,SPA-MX,491,SPA-MX00491,Abierto,"Delgado Alejandro","2023-12-05 15:23:38",2023-07-14,,,,"criticidad baja > 9 meses",2025-03-26,,1,"Recibido burofax en tiempo y forma",234084
RM,372,RM-372,SPA-GC,69,SPA-GC00069,Abierto,"Delgado Alejandro","2023-12-05 15:28:22",2021-12-13,,,,"criticidad baja > 9 meses",2026-10-23,,1,"W50: Incluimos el punto en riesgo, la propiedad propone pasar de un incremento de renta de 12 a 30k â¬. No podemos asumirlo.",221245
RM,1239,RM-1239,SPA-PO,5913,SPA-PO05913,Cerrado,"Delgado Alejandro","2023-12-05 15:23:50",2023-06-07,,2023-11-07,,"criticidad alta < 6 meses",2028-05-08,,,"Doy de alta este riego porque aunque el contrato estÃ¡ vigente hasta 2028 estÃ¡ impidiendo ampliaciones y acometida",233367
RM,1075,RM-1075,SPA-VX,18,SPA-VX00018,Abierto,"Delgado Alejandro","2023-12-12 18:23:11",2021-07-12,,,,"criticidad media < 9 meses",2024-09-16,,1,"W28: Recibido burofax de rescisiÃ³n con fecha de vencimiento 16/09/2024, tienen claro que no van a renovar",204085
RM,72,RM-72,SPA-BA,9512,SPA-BA09512,Cerrado,"Delgado Alejandro","2023-12-05 15:28:18",2022-12-19,,2023-10-25,,"criticidad baja > 9 meses",2024-09-23,,,"W51: Se incluye el riesgo por r3egualrizaciÃ³n de gastos generales con los q1ue la propiedad no estÃ¡n de acuerdo",229639
RM,1142,RM-1142,SPA-ZX,378,SPA-ZX00378,Abierto,"Delgado Alejandro","2023-12-05 15:43:20",2018-10-26,,,,"criticidad muy alta < 3 meses",2023-01-31,,3,,48347
RM,439,RM-439,SPA-HX,9730,SPA-HX09730,Abierto,"Delgado Alejandro","2023-12-05 15:23:32",2022-09-12,,,,"criticidad baja > 9 meses",2024-11-21,,1,"W37: Se incluye punto en riesgo. La comunidad de propietarios envÃ­a burofax indicando la recisiÃ³n del contrato con vencimiento 21/11/2024",227845
RM,10020,RM-10020,SPA-CA,4208,SPA-CA04208,Abierto,"Alexandre GOMBA","2023-12-05 15:42:12",2023-10-09,,,,"criticidad media < 9 meses",2024-07-17,,2,"Recibido burofax en tiempo y forma. Tienen oferta de TI",235708
RM,1860,RM-1860,SPA-TO,120,SPA-TO00120,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-12 18:22:52",2023-08-03,,,,"criticidad alta < 6 meses",2024-06-23,,1,"Reiibido burofax en tiempo y foma",234366
RM,830,RM-830,SPA-PO,4040,SPA-PO04040,Abierto,"Delgado Alejandro","2023-12-05 15:23:49",2023-01-25,,,,"criticidad alta < 6 meses",2024-05-21,,1,"El contrato actual vence el 21/05/2024 y la renta que estÃ¡n percibiendo son 5.844,80â¬/aÃ±o. Tal y como indica Marta, se le ha ofrecido el Prepayment pero no estÃ¡n interesados, aceptan seguir con el contrato (estaba denunciado) si se le incrementa un 50% la renta y 5 aÃ±os mÃ¡s, es decir, hasta el 21/05/2029. Ellos alegan que llevan muchos aÃ±os con la estaciÃ³n y no se le ha mejorado nunca la renta y por eso piden este incremento.",230350
RM,67,RM-67,SPA-BI,302,SPA-BI00302,Abierto,"Delgado Alejandro","2023-12-05 15:38:08",2022-03-14,,,,"criticidad muy alta < 3 meses",2023-10-29,3.0,1,"La propiedad exige una condiciones exorbitadas para regularizar la situaciÃ³n de la comparticiÃ³n con VDF y prorrogar el contrato. El contrato vence el 29/10/2023.",223355
RM,245,RM-245,SPA-BX,6403,SPA-BX06403,Cerrado,"Delgado Alejandro","2023-12-05 15:41:11",2023-01-13,,2023-02-04,,"criticidad muy alta < 3 meses",2023-02-28,,,"Nos   indica el cliente  que   apagarÃ¡ las micros una vez que  salgamos del local. Quieren que los equipos se retiren . No hgay contrato ni de alquiler ni de gastos generales",230037
RM,1492,RM-1492,SPA-IB,160,SPA-IB00160,Abierto,"Delgado Alejandro","2023-12-12 18:23:16",2020-02-04,,,,"criticidad muy alta < 3 meses",2024-01-15,,1,"Recibido burofax de rescisiÃ³n de contrato con fecha vencimiento 01/09/2020",117137
RM,454,RM-454,SPA-HX,9868,SPA-HX09868,Cerrado,"Delgado Alejandro","2023-12-05 15:40:52",2023-03-22,,2023-06-02,,"criticidad alta < 6 meses",2023-07-22,,,"Es una peticiÃ³n cliente OSP a regularizar por bloqueo de despliegue y acceso",231764
RM,10074,RM-10074,SPA-MX,2529,SPA-MX02529,Cerrado,"Alexandre GOMBA","2023-12-05 15:40:17",2020-10-14,,2021-11-15,,Apagado,2021-06-01,,,"Cellnex informa que el Ayuntamiento de Pozuelo ha activado un plan de ordenaciÃ³n urbana y el terreno en el que estamos es fruto de una compensaciÃ³n. Por ese motivo debemos abandonar (sin posibilidad de prolongar el contrato) el emplazamiento. Cellnex estÃ¡ trabajando alternativas pero, la tengan o no, la estaciÃ³n se apaga el 01/03/2021.",158830
RM,629,RM-629,SPA-MA,2959,SPA-MA02959,Abierto,"Delgado Alejandro","2023-12-05 15:41:49",2023-02-16,,,,"criticidad alta < 6 meses",2024-04-30,,1,"El propietario del Garden Center donde tenemos la instalaciÃ³n nos ha informado que hace aproximadamente un par de aÃ±os comunicÃ³ a Orange que el Ayuntamiento de Estepona tiene aprobado un proyecto de UrbanizaciÃ³n en esa zona, y le expropian 5.000mts de parcela de los 8.000 que tiene, y afecta a la zona donde estÃ¡ ubicada la antena.  El propietario no tiene inconveniente en que se reubique dentro de su parcela, en la parte que no le expropian.",230879
RM,910,RM-910,SPA-BX,910,SPA-BX00910,Abierto,"Alexandre GOMBA","2023-12-05 15:40:50",2023-10-18,,,,"criticidad muy alta < 3 meses",2023-11-06,,2,"tenemos otro Hotel donde aparecen nuevas Obras que hay que gestionar desde Reubicaciones 6/11/2023",235819
RM,1715,RM-1715,SPA-SS,5401,SPA-SS05401,Cerrado,"Delgado Alejandro","2023-12-05 15:41:47",2018-12-20,,2022-02-10,,"criticidad muy alta < 3 meses",2021-10-01,,,"el contrato vence el 1/7/2019. el cuarto donde estÃ¡n los equipos quieren hacerlo vivienda y nos renovaron un aÃ±o pues no tenÃ­an previsiÃ³n para comenzar, vamos a ver como esta ahora y las posibilidades que hay de quedarnos.",54813
RM,1205,RM-1205,SPA-MA,2465,SPA-MA02465,Cerrado,"Delgado Alejandro","2023-12-05 15:41:51",2023-05-11,,2023-10-25,,"criticidad muy alta < 3 meses",2023-11-30,,1,"recibido burofax de la propiedad comunicando la rescisiÃ³n del contrato",232860
RM,1069,RM-1069,SPA-VI,8851,SPA-VI08851,Cerrado,"Delgado Alejandro","2023-12-05 15:28:30",2021-10-25,,2023-03-21,,"criticidad baja > 9 meses",2032-04-24,,,"W43: Recibido burofax de rescisiÃ³n con fecha de vencimiento 24/04/2032. Se realizarÃ¡ el desmontaje dentro de poco, con lo que no se renovarÃ¡ el origen, no es necesario de igual forma buscar una alternativa.",218912
RM,1308,RM-1308,SPA-BI,603,SPA-BI00603,Cerrado,"Delgado Alejandro","2023-12-05 15:39:57",2019-03-21,,2019-09-30,,"criticidad alta < 6 meses",2024-09-10,,,"Recibido burofax de la propiedad comunicando el vencimiento con fecha  10/9/19.",68574
RM,674,RM-674,SPA-MX,331,SPA-MX00331,Abierto,"Delgado Alejandro","2023-12-05 15:23:38",2022-08-10,,,,"criticidad baja > 9 meses",2026-03-09,,1,"Repliegues: Gestion de riesgos. Propidad asesograda por GAE notifica que quiere rescindir",227096
RM,1414,RM-1414,SPA-CR,3305,SPA-CR03305,Cerrado,"Delgado Alejandro","2023-12-05 15:40:28",2018-10-26,,2023-07-18,,"criticidad muy alta < 3 meses",2022-12-28,,2,"Se solicita informe de Patrimonio conforme a LGT para intentar la legalizaciÃ³n del emplazamiento aportando informe de Ministerio de Industria. Cualquier candidato que se pudiese tocar tendrÃ­a la misma problemÃ¡tica de protecciÃ³n. Revisar situaciÃ³n LegalizaciÃ³n.",48464
RM,749,RM-749,SPA-MX,3946,SPA-MX03946,Abierto,"Delgado Alejandro","2023-12-05 15:09:19",2022-11-02,,,,"criticidad muy alta < 3 meses",2023-04-17,,2,"W44: Se incluye punto en riesgo, la propiedad envÃ­a un burofax indicando la NO renovaciÃ³n del contrato con fecha de vencimiento Abril 2023",228830
RM,1172,RM-1172,SPA-BX,6166,SPA-BX06166,Cerrado,"Delgado Alejandro","2023-12-05 15:41:03",2023-05-09,,2023-06-03,,"criticidad muy alta < 3 meses",2023-01-01,,,"NO ES AUTORENOVADO Y TENEMOS QUE ABRIR RENEGO",232802
RM,1227,RM-1227,SPA-MX,2092,SPA-MX02092,Abierto,"Delgado Alejandro","2023-12-12 18:23:06",2023-05-10,,,,"criticidad alta < 6 meses",2024-06-19,,1,"QUIEREN RENEGOCIAR CONDICIONES O DENUNCIARAN EL CONTRATO AL VENCIMIENTO",232836
RM,1426,RM-1426,SPA-CX,3001,SPA-CX03001,Cerrado,"Delgado Alejandro","2023-12-05 15:41:57",2019-07-12,,2020-06-29,,"criticidad alta < 6 meses",2020-06-20,,,"Los equipos estÃ¡n en un trastero y la propietaria quiere que nos vayamos, podemos movernos dentro del mismo edificio",85103
RM,1406,RM-1406,SPA-CR,4007,SPA-CR04007,Cerrado,"Delgado Alejandro","2023-12-05 15:41:41",2019-03-15,,2020-03-04,,"criticidad baja > 9 meses",2031-07-19,,,"recibido burofax en 2016, donde nos comunican que no quieren renovar llegado el vencimiento el 19/7/21, vamos a iniciar la renegociaciÃ³n e iremos informando",68100
RM,452,RM-452,SPA-HX,9726,SPA-HX09726,Abierto,"Delgado Alejandro","2023-12-12 18:23:18",2023-02-21,,,,"criticidad media < 9 meses",2024-09-17,,1,"Recibido burofax en tiempo y forma",231009
RM,980,RM-980,SPA-TF,6146,SPA-TF06146,Abierto,"Delgado Alejandro","2023-12-05 15:23:54",2023-01-07,,,,"criticidad baja > 9 meses",2025-04-20,,1,"El contrato se firmÃ³ el 06-04-2000 y vencÃ­a el 06-04-2015, como el burofax de rescisiÃ³n se recibiÃ³ el 14-01-2015 estaba fuera de plazo y por tanto el contrato se renovÃ³ hasta el 06-04-20, pero ese mismo burofax ya se hubiera tenido que tener en cuenta en esa fecha y se hubiera tenido que renegociar el contrato y no renovarse automÃ¡ticamente hasta 06-04-25. Es decir, cuando una propiedad envÃ­a un burofax de rescisiÃ³n, si llega fuera de plazo se tiene en cuenta para la siguiente prÃ³rroga, si no se estarÃ­a renovando el contrato automÃ¡ticamente como si no hubiÃ©ramos recibido ningÃºn burofax. En este caso, por algÃºn motivo, el burofax de rescisiÃ³n no nos llegÃ³ pero ahora la propiedad nos lo ha facilitado con el acuse de recibo.",229930
RM,565,RM-565,SPA-MA,2474,SPA-MA02474,Cerrado,"Delgado Alejandro","2023-12-05 15:23:43",2022-08-03,,2023-10-25,,"criticidad muy alta < 3 meses",2023-11-13,,,"W31: Se incluye punto en riesgo. ComunicaciÃ³n de la CCPP donde solicitan la rescisiÃ³n del contrato una vez llegado su vencimiento.",227000
RM,6354,RM-6354,SPA-AX,6354,SPA-AX06354,Abierto,"Alexandre GOMBA","2023-12-05 15:42:25",2023-07-06,,,,"criticidad baja > 9 meses",2025-12-31,,1,"Reabrimos el riesgo porque han enviado bufofax de rescision",233920
RM,964,RM-964,SPA-SX,154,SPA-SX00154,Cerrado,"Delgado Alejandro","2023-12-05 15:40:24",2021-03-01,,2022-02-02,,"criticidad baja > 9 meses",2026-10-19,,,"W09: Se incluye el riesgo del CTB0154 por motivo  Despliegue: la alternativa SX0065 â nuevo POP â mejora la cobertura al pasar de una Slim de 9m a una torre de 30m.",181490
RM,854,RM-854,SPA-PX,24,SPA-PX00024,Abierto,"Delgado Alejandro","2023-12-05 15:24:08",2022-05-23,,,,"criticidad baja > 9 meses",2027-10-25,,2,"W21 2022: Se incluye el punto en riesgo, la propiedad solicita un incremento de renta muy alto por el SHARING, es necesario  lanzar la SF y buscar alternativa.",225673
RM,864,RM-864,SPA-SE,3,SPA-SE00003,Abierto,"Delgado Alejandro","2023-12-05 15:24:39",2022-03-28,,,,"criticidad baja > 9 meses",2028-10-02,,3,"W13 2022: Se incluye el punto en riesgo, El Ayto. de Sevilla nos abriÃ³ en 2017 un Expediente de disciplina 203/2017 por no tener licencia de obra que se ajustara a la infraestructura existente. El dÃ­a 25/03/22 el Ayto. nos ha convocado a una reuniÃ³n donde quieren que le demos soluciÃ³n al impacto visual que ocasiona la estaciÃ³n en el casco histÃ³rico de Sevilla. La reuniÃ³n tambiÃ©n ha asistido Vantage ya que ellos estÃ¡n instalados en la misma azotea. El Ayto. quiere que le demos una soluciÃ³n conjunta de mimetizado, propone poner dos mÃ¡stiles independientes encima del casetÃ³n mimetizados como si  fueran dos chimeneas, adicionalmente pide a TOTEM que retire la caseta y ponga equipos outdoor. Nos da libertad de proponer lo mas conveniente para nosotros pero el tema de la caseta no es tan flexible.",223794
RM,1648,RM-1648,SPA-OX,1122,SPA-OX01122,Cerrado,"Delgado Alejandro","2023-12-12 18:23:23",2018-10-26,,2023-12-01,,"criticidad muy alta < 3 meses",2023-05-07,,2,"Perdida apelaciÃ³n de sentencia pero tiene SR desde octubre 2022. Pasamos fecha de necesidad hasta marzo de 2023 pero no esperamos pÃ©rdida de servicio",48186
RM,595,RM-595,SPA-MA,9799,SPA-MA09799,Cerrado,"Delgado Alejandro","2023-12-05 15:23:27",2022-09-23,,2022-10-13,,"criticidad alta < 6 meses",2027-10-29,,,"W38: Se incluye punto en riesgo; motivo, reubicaciÃ³n de equipos por reforma en la estaciÃ³n de ferrocarril.",228212
RM,1423,RM-1423,SPA-CX,247,SPA-CX00247,Cerrado,"Delgado Alejandro","2023-12-05 15:43:00",2018-10-26,,2019-10-01,,"criticidad media < 9 meses",2019-12-19,,,,48205
RM,318,RM-318,SPA-CX,2,SPA-CX00002,Abierto,"Delgado Alejandro","2023-12-05 15:28:50",2021-09-06,,,,"criticidad muy alta < 3 meses",2023-09-16,,2,"W35: Se crea el riesgo con G1, la comunidad necesita realizar reparaciones y requiere que se retiren las instalaciones colocadas.  La SF deberÃ¡ realizar una valoraciÃ³n.",209684
RM,1055,RM-1055,SPA-TX,7786,SPA-TX07786,Cerrado,"Delgado Alejandro","2023-12-05 15:42:23",2019-01-30,,2019-03-21,,"criticidad baja > 9 meses",2019-11-05,,,"La propiedad ha comunicado el vencimiento del contrato con fecha 5/11/19, estÃ¡n dispuestos a renovar pero con algunas condiciones como no permitir ninguna ampliaciÃ³n mas, ni modificaciones sin su autorizaciÃ³n.",59065
RM,680,RM-680,SPA-MX,904,SPA-MX00904,Abierto,"Delgado Alejandro","2023-12-12 18:23:03",2022-03-09,,,,"criticidad alta < 6 meses",2024-06-30,,1,"Se declara en riesgo para lanzar un lote 2 SF y volver a revisar las opciones de mimetizado de este emplazamiento que ya se descartaron en su momento por imposibilidad tÃ©cnica.",223187
RM,1695,RM-1695,SPA-SE,374,SPA-SE00374,Cerrado,"Delgado Alejandro","2023-12-05 15:42:01",2019-06-26,,2022-06-16,,"criticidad media < 9 meses",2022-12-01,,,"Repliegues: Gestion de riesgos. Orden de Desmontaje por DepÃ³sito de Agua Ruinoso.",82157
RM,1457,RM-1457,SPA-GI,56,SPA-GI00056,Cerrado,"Delgado Alejandro","2023-12-05 15:43:26",2018-10-26,,2022-10-17,,"criticidad alta < 6 meses",2023-01-01,,,"un problema , no cumple con la ordenanza municipal de edificaciones , la notificaciÃ³n del Ayunt. nos requiere  JustificaciÃ³n escrita i grÃ¡fica de la ubicaciÃ³n de la estaciÃ³n dentro del gÃ¡libo formado por la pendiente de 45Âº desde el Ãºltimo forjado , dando cumplimiento al art.76 de la normativa del POUM .",48374
RM,1873,RM-1873,SPA-BI,631,SPA-BI00631,Abierto,"Jose-Francisco Ibanez-Castilla","2023-12-05 15:29:02",2023-07-26,,,,"criticidad media < 9 meses",2024-08-06,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",234239
RM,1378,RM-1378,SPA-BX,3044,SPA-BX03044,Cerrado,"Delgado Alejandro","2023-12-05 15:42:17",2019-03-29,,2020-09-08,,"criticidad muy alta < 3 meses",2020-05-30,,,"Repliegues: Gestion de riesgos",69940
RM,1342,RM-1342,SPA-BX,591,SPA-BX00591,Cerrado,"Delgado Alejandro","2023-12-05 15:43:31",2018-10-26,,2018-12-26,,"criticidad muy alta < 3 meses",2018-11-15,,,"Santa Coloma fecha de vencimiento 30/10/2018",48398
RM,205,RM-205,SPA-CX,205,SPA-CX00205,Abierto,"Alexandre GOMBA","2023-12-12 18:22:57",2023-04-26,,,,"criticidad alta < 6 meses",2024-06-25,,1,"Reabrimos el riesgo porque la porpiedad del local donde estÃ¡n los equipos denucia el contrato",232573
RM,1480,RM-1480,SPA-HU,7112,SPA-HU07112,Cerrado,"Delgado Alejandro","2023-12-05 15:29:18",2020-02-26,,2020-07-07,,"criticidad baja > 9 meses",2023-07-01,,,"Nos encontramos con este sitio en ZR VDF instalado donde las exigencias de la propiedad son inasumibles:

Quieren una renta de 25Kâ¦ telefonÃ­a fija, F.O.+3 mÃ³viles por piso gratisâ¦ pero a su vez eso de libertad para modificar,  que cada vez que se haga algo se consulte  y espere a su aprobaciÃ³n (y subida de renta, supongo), acceso restringidoâ¦ 

Activar la SF y a ver si hay suerte un TWco en las proximidades y que se haga cargo VDF del repliegueâ¦",119539
RM,1565,RM-1565,SPA-MU,65,SPA-MU00065,Cerrado,"Delgado Alejandro","2023-12-05 15:42:48",2018-10-26,,2020-02-05,,"criticidad baja > 9 meses",2020-06-30,,,,48319
RM,1297,RM-1297,SPA-AX,366,SPA-AX00366,Cerrado,"Delgado Alejandro","2023-12-05 15:42:32",2018-12-21,,2019-01-21,,"criticidad muy alta < 3 meses",,,,"Incluimos este punto en repliegues por el riesgo existente  de perdida de servicio por acometida.  Ya se vio 2014 la posibilidad de acometida propia y estaba complicado",54899
RM,1476,RM-1476,SPA-GR,5634,SPA-GR05634,Cerrado,"Delgado Alejandro","2023-12-05 15:43:13",2018-10-26,,2019-03-15,,"criticidad media < 9 meses",2019-05-30,,,,48266
RM,188,RM-188,SPA-BX,1904,SPA-BX01904,Abierto,"Delgado Alejandro","2023-12-12 18:23:07",2021-11-29,,,,"criticidad alta < 6 meses",2024-06-01,,1,"W48: Se incluye el punto en riesgo, aparte del tema de la subrogaciÃ³n OSP-TOTEM hemos visto que la propiedad quiere rescindir contrato con fecha 01/06/2024.",221037
RM,1621,RM-1621,SPA-MX,3040,SPA-MX03040,Cerrado,"Delgado Alejandro","2023-12-05 15:41:46",2018-10-26,,2019-09-02,,"criticidad muy alta < 3 meses",2019-09-06,,,,48426
RM,1546,RM-1546,SPA-MA,2438,SPA-MA02438,Cerrado,"Delgado Alejandro","2023-12-05 15:43:11",2018-10-26,,2019-02-12,,"criticidad baja > 9 meses",2025-09-23,,,,48251
RM,10105,RM-10105,SPA-GC,140,SPA-GC00140,Abierto,"Alexandre GOMBA","2023-12-05 15:27:35",2022-02-21,,,,"criticidad media < 9 meses",2024-07-01,,1,"W08: Volvemos a incluir el punto en riesgo (GC0140) que vence en julio-23 porque es el Ãºnico site de los 3 que nos interesa pero en el que actualmente ya perdemos pasta con lo que no podemos seguir con esta propiedad, sobre todo considerando que los otros 2 sites se desmontan en Jumping.",222641
RM,1736,RM-1736,SPA-TO,13,SPA-TO00013,Cerrado,"Delgado Alejandro","2023-12-05 15:40:20",2019-11-20,,2023-03-21,,"criticidad baja > 9 meses",2024-12-15,,,"Site con problemas de acceso y a priorizar en jumping.",102492
