"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación",Priorizado,"Fecha Solución Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,8051,RM-8051,SPA-MX,8051,SPA-MX08051,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:08",2023-05-22,,2023-05-23,Propiedad,"criticidad muy alta < 3 meses",2023-08-03,,,"reabrimos el riesgo porque ahora reclaman el fin del contrato",233087
RM,649,RM-649,SPA-MX,132,SPA-MX00132,Cerrado,"Delgado Alejandro","2024-01-17 10:49:14",2022-02-10,,2022-07-20,"Propiedad, Despliegue","criticidad baja > 9 meses",2023-07-27,,,"W06: Se declara el site en riesgo, con fecha de vencimiento 27/07/2023. La propiedad tiene unas pretensiones que no se pueden cumplir.",222384
RM,1216,RM-1216,SPA-MX,72,SPA-MX00072,Abierto,"Delgado Alejandro","2024-01-18 23:51:33",2023-05-18,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-11-26,,2,"Enviado burofax en tiempo y forma",232986
RM,1355,RM-1355,SPA-BX,1535,SPA-BX01535,Cerrado,"Delgado Alejandro","2024-01-17 10:50:28",2018-12-07,,2019-01-31,Propiedad,"criticidad baja > 9 meses",2024-05-25,,,"Recibido burofax en tiempo y forma comunicando la rescisión del contrato en fecha  25/05/2019",53614
RM,174,RM-174,SPA-BX,1919,SPA-BX01919,Abierto,"Delgado Alejandro","2024-01-17 10:48:53",2022-09-16,,,Propiedad,"criticidad baja > 9 meses",2025-10-03,,2,"W37: Se incluye punto en riesgo. La comunidad de propietarios envía burofax indicando la no renovación del contrato con vencimiento 2025",227971
RM,3013,RM-3013,SPA-CR,3013,SPA-CR03013,Abierto,"Alexandre GOMBA","2024-01-28 22:17:38",2023-04-06,,,"Propiedad, Despliegue","criticidad alta < 6 meses",2024-07-12,,1,"Durante el replanteo para el despliegue 5G de VDF se personó el presidente de la comunidad, indicando que la comunicad no permite ampliación ni modificación de la estructura, tienen grietas en las casas del último piso, así como en la pared donde está anclado el mástil.
También indica que el contrato vence en Junio de 2024 y no tienen intención de renovarlo.",232081
RM,9930,RM-9930,SPA-GR,9930,SPA-GR09930,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:55",2022-08-02,,2022-11-03,Propiedad,"criticidad muy alta < 3 meses",2022-07-02,,,"Se crea como riesgo porque es necesario buscar una alternativa que permita un repliegue proactivo dadas las condiciones económicas que la propiedad ha exigido para renovar: subida del 94%: de 3,6k€ a 7k€. La alternativa, para ser válida tiene que tener una renta <5k€.",226966
RM,201,RM-201,SPA-BX,1560,SPA-BX01560,Abierto,"Delgado Alejandro","2024-01-18 23:51:39",2023-01-08,,,Legalización,"criticidad muy alta < 3 meses",2023-12-15,,2,"En ningún momento me consta haber mencionado que se tuviera que desmantelar la estación.
Resumo brevemente:
1.- notifican que se ha revocado el decreto por el cual se desestimaba nuestra petición de LO, pues han visto que no se había tenido en cuenta toda la documentación presentada
2.- en paralelo, han notificado un informe desfavorable porque tenemos que presentar un PAE para que el Ayto. estime la tramitación, pues tenemos que justificar que no tenemos alternativa a este sitio, suelo rústico.
Mi pregunta a Jco era si nos convenía asumir la petición del Ayto. e intentar legalizar o seguir recurriendo la normativa municipal por la que se nos solicita un PAE (plan de actuación especial).",229945
RM,10108,RM-10108,SPA-VI,8603,SPA-VI08603,Cerrado,"Alexandre GOMBA","2024-01-17 10:50:07",2019-07-29,,2020-04-15,Acometida,"criticidad muy alta < 3 meses",2019-09-29,,,"Creamos riesgo por Acometida, esta SUINGO y nos pide acometida propia",87483
RM,10111,RM-10111,SPA-AX,196,SPA-AX00196,Cerrado,"Alexandre GOMBA","2024-01-18 23:51:26",2023-11-02,,2023-11-07,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-12-29,,2,"El motivo es la necesidad del cambio de ubicación de una antena de vuestra propiedad que tenemos sobre The Outlet Store Alicante. Para no dejar sin servicio la antena en ningún momento necesitamos que el trabajo se haga en dos fases: 
-	Fase 1:  re-colocar el cableado por el perímetro de la cubierta (línea naranja)
-	Fase 2: cuando la impermeabilización de la zona amarilla esté ejecutada, realizar el cambio de atenta.",235999
RM,10050,RM-10050,SPA-GR,6483,SPA-GR06483,Abierto,"Alexandre GOMBA","2024-01-18 23:51:40",2023-09-13,,,"Propiedad, Despliegue","criticidad muy alta < 3 meses",2024-02-25,,1,"Las condiciones económicas que exige la propiedad para poder instalar a TME subiendo la renta un 355% (de 3.627€ a 16.500€) es totalmente inasumible. 
Además estamos en una situación muy precaria ya que este contrato actualmente se renueva de forma anual (próximo vencimiento el 25/02/2024) con la posibilidad de preavisar la no renovación con 1 mes de antelación.",235280
RM,1732,RM-1732,SPA-TF,6127,SPA-TF06127,Abierto,"Delgado Alejandro","2024-01-28 22:46:09",2023-06-29,,,Propiedad,"criticidad alta < 6 meses",2024-07-22,,1,"Esta propiedad reclama que quiere una explicación de la solicitud de la instalación de unos equipos, quiere que le llamen y se le explique, se queja de varias cosas instaladas ya y nos pasa fotos con cableado que no ve el motivo de dejarlo así.

Por favor, si podéis decirle algo, pidió estudio de cargas o certificado de que no pasa nada por los nuevos aparatos, que no hay problema.",233820
RM,1689,RM-1689,SPA-SE,1108,SPA-SE01108,Abierto,"Delgado Alejandro","2024-01-17 10:50:02",2019-11-19,,,Legalización,"criticidad baja > 9 meses",2028-02-09,,2,"Repliegues: Gestion de riesgos",102386
RM,358,RM-358,SPA-GI,8541,SPA-GI08541,Abierto,"Delgado Alejandro","2024-01-18 23:51:41",2022-11-28,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-06-28,,2,"W48: En este site, prácticamente, lo que quieren es poner todo nuevo. Indican de quitar todo lo existente que molesta para que ellos puedan impermeabilizar y arreglar los petos, con lo cual, habría que desmontar todo y montar donde se pueda puesto que proponen poner un rejiband nuevo por donde llevar los cables y esto conllevaría  instalar todo nuevo.
Les urge mucho, con lo cual, valorarlo y ver si interesa realizar lo que indican o buscar otro punto como opción",229235
RM,1222,RM-1222,SPA-MX,342,SPA-MX00342,Cerrado,"Delgado Alejandro","2024-01-17 10:48:15",2023-05-08,,2023-06-06,Propiedad,"criticidad alta < 6 meses",2023-10-19,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA. QUIEREN RENGOCIAR RENTA",232741
RM,771,RM-771,SPA-OR,8737,SPA-OR08737,Cerrado,"Delgado Alejandro","2024-01-17 10:48:42",2022-12-27,,2023-01-26,Propiedad,"criticidad baja > 9 meses",2023-11-01,,,"W49 2022: Es una micro la Propiedad tampoco quiere capitalizar, solamente nuevo contrato, con nuevas condiciones. Aquí hay que tener en cuenta  que este señor es el Propietario y el que firmó en su día el contrato fue el inquilino, y lo más importante, con el desconocimiento del Propietario, por tanto, no vemos en una situación donde la Propiedad tiene una instalación en su Propiedad sin un contrato firmado. El hecho de que se haya autorenovado por 1 año con “otra persona”, no le ha hecho mucha gracia, en cualquier caso, me dicen que este señor no quiere problemas.",229801
RM,71,RM-71,SPA-BI,115,SPA-BI00115,Cerrado,"Delgado Alejandro","2024-01-17 10:49:15",2022-02-04,,2022-11-18,Propiedad,"criticidad muy alta < 3 meses",2022-08-01,,,"W05: Recibido burofax de rescisión con fecha de vencimiento 01/08/2022",222226
RM,862,RM-862,SPA-SE,35,SPA-SE00035,Abierto,"Delgado Alejandro","2024-01-18 23:51:34",2023-04-17,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-10-19,,2,"Denunciado burofax en tiempo y forma",232323
RM,10156,RM-10156,SPA-TO,55,SPA-TO00055,Abierto,"Alexandre GOMBA","2024-01-17 10:47:34",2023-12-03,,,"Otro Operador","criticidad alta < 6 meses",2024-06-18,,2,"Envían correo denuciando la vigencia. Están asesorados por APW SPAIN",236457
RM,705,RM-705,SPA-MX,427,SPA-MX00427,Abierto,"Delgado Alejandro","2024-01-18 23:51:49",2018-10-26,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-12-01,,2,"Repliegue por reubicación por proyecto del Ayuntamiento",48445
RM,1236,RM-1236,SPA-OX,1,SPA-OX00001,Cerrado,"Delgado Alejandro","2024-01-17 10:50:21",2019-02-26,,2019-08-19,Propiedad,"criticidad media < 9 meses",2019-08-09,,,"Recibido burofax de la propiedad comunicando el vencimiento 9/8/19. El incremento que solicitan es excesivo.",62183
RM,1208,RM-1208,SPA-MX,14,SPA-MX00014,Cerrado,"Delgado Alejandro","2024-01-17 10:48:05",2023-06-07,,2023-08-02,Propiedad,"criticidad muy alta < 3 meses",2023-06-24,,,"Recibido burofax en teimpo y forma. Propiedad VIP en la que está al frente un antiguo alto cargo de ERICSSON. Negociación complicada",233339
RM,1282,RM-1282,SPA-AX,6354,SPA-AX06354,Cerrado,"Delgado Alejandro","2024-01-17 10:50:22",2019-02-07,,2020-03-11,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2019-06-01,,,"La propiedad (Hotel) va a realizar una modificación de la planta donde tenemos un mástil y hay que subir un mástil a un castillete existente. Se requiere nuevo diseño de Radio. Hay que moverlo antes del verano",59623
RM,303,RM-303,SPA-SE,303,SPA-SE00303,Abierto,"Alexandre GOMBA","2024-01-28 22:10:51",2023-02-23,,,"Otro Operador","criticidad muy alta < 3 meses",2024-04-21,,2,"Se reabre el riesgo por TI",231060
RM,1874,RM-1874,SPA-MA,2698,SPA-MA02698,Cerrado,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:55",2023-07-26,,2023-12-27,Propiedad,"criticidad muy alta < 3 meses",2024-01-20,,,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",234238
RM,1668,RM-1668,SPA-SA,6401,SPA-SA06401,Cerrado,"Delgado Alejandro","2024-01-17 10:50:07",2019-08-20,,2019-11-04,"Propiedad, Acometida","criticidad alta < 6 meses",2020-01-11,,,"Recibido burofax en tiempo y forma",89160
RM,1587,RM-1587,SPA-MX,644,SPA-MX00644,Abierto,"Delgado Alejandro","2024-01-18 23:52:00",2020-03-23,,,Propiedad,"criticidad muy alta < 3 meses",2023-07-30,,1,"2019 W12: Dadas las circunstancias, a día de hoy con la alarma no vamos a poder buscar y contratar a otra comunidad, como bien sabrá el administrador pues no hay juntas de propietarios.
 
Rogamos que nos concedan una prórroga de un año por dicha prórroga estaríamos dispuestos a pagar una renta de 15K",126694
RM,1491,RM-1491,SPA-IB,81,SPA-IB00081,Cerrado,"Delgado Alejandro","2024-01-18 23:52:00",2020-04-02,,2022-10-06,"Intervención de la Propiedad","criticidad baja > 9 meses",2024-01-01,,,"La propiedad está muy enfadada por varios motivos: La instalación cada vez ocupa más espacio, ocupamos casi el doble de espacio que en el inicio , le han instalado vallados para cumplir RD1066/2001 que coge mucho espacio en azotea, tal y como dice la propiedad hemos montado un “gallinero sin gallinas”,  hay resto de instalaciones y antenas en desuso por todos lados y lo que más les preocupa tienen una grieta que nace en el mástil de Orange del sector 3 (no está apoyado en pilar). 
 
Según ellos, este mástil es la causa de todas las grietas que tiene el edificio.  Hemos visitado el site y concluimos que al mástil le falta una riostra para que el momento no tire tanto del pretil que es la posible causa de la grieta. La propiedad insiste en que quieren que retiremos ese mástil.
 
A priori le hemos optado por arreglar la grieta, reparación actualmente parada por el estado de alarma , pero el descontento no se ha hecho espera y ya nos han adelantado verbalmente que o se reduce la instalación considerablemente o no van a continuar.",127634
RM,1228,RM-1228,SPA-MX,2137,SPA-MX02137,Cerrado,"Delgado Alejandro","2024-01-17 10:48:12",2023-05-10,,2023-07-11,Propiedad,"criticidad baja > 9 meses",2024-07-08,,,"LA PROPIEDAD ENVÍA BUROFAX PARA RENEGOCIAR RENTA O RESCINDIR",232835
RM,651,RM-651,SPA-MU,608,SPA-MU00608,Abierto,"Delgado Alejandro","2024-01-17 10:48:44",2022-12-09,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-07-01,,1,"W49: Se abre el riesgo porque la propiedad ha comunicado a INSYTE que necesitan libre el lateral donde se encuentran las RRU y además quisieran que se pudiera acceder directamente desde la escalera a la caseta, poner una puerta donde actualmente está el cuadro eléctrico, porque van a construir trasteros y necesitan espacio.",229399
RM,10044,RM-10044,SPA-HX,9832,SPA-HX09832,Abierto,"Alexandre GOMBA","2024-01-17 10:47:48",2023-09-23,,,"Propiedad, Otro Operador","criticidad baja > 9 meses",2024-12-01,,1,"La propiedad de este site, el HX9832 (L2), se ha puesto en contacto con Atenp solicitando los contratos y anexos. Nos indica la propiedad que está hablando con Cellnex y Telecom y tiene varias ofertas, en este punto no le vamos a facilitar los contratos ya que no tiene LDPD. Os lo comunicamos para poder gestionar renegó con ellos por una posible compra de derechos, la fecha de vencimiento es el 01/12/2024 y tiene que avisar con 6 meses de antelación por contrato, está en tiempo.",235439
RM,1845,RM-1845,SPA-CR,3208,SPA-CR03208,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:52",2023-08-14,,,"Propiedad, Otro Operador","criticidad media < 9 meses",2024-09-15,,2,"En consecuencia, ante la cercanía de la fecha de expiración del contrato (prevista para el 15 de septiembre de 2024) y como titulares de un derecho real de servidumbre sobre la citada Finca, queremos informaros de nuestra intención de entablar negociaciones para la renovación del citado contrato.",234869
RM,1531,RM-1531,SPA-LU,7380,SPA-LU07380,Cerrado,"Delgado Alejandro","2024-01-17 10:49:59",2019-11-27,,2020-05-04,Propiedad,"criticidad baja > 9 meses",2025-02-28,,,"recibimos burofax de la propietaria del bajo. el contrato vence el 25/2/20",104134
RM,10098,RM-10098,SPA-MX,315,SPA-MX00315,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:51",2022-09-28,,2023-09-27,"Propiedad, Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-08-31,,,"W39:Se incluye punto en riesgo. Obras en la propiedad; se debe realizar una reubicación de equipos.",228314
RM,2053,RM-2053,SPA-BX,2053,SPA-BX02053,Abierto,"Alexandre GOMBA","2024-01-17 10:47:49",2023-09-12,,,Propiedad,"criticidad muy alta < 3 meses",2024-03-18,,1,"Recibido burofax en tiempo y forma",235249
RM,765,RM-765,SPA-MX,3911,SPA-MX03911,Abierto,"Delgado Alejandro","2024-01-18 23:51:54",2021-04-27,,,Propiedad,"criticidad muy alta < 3 meses",2024-01-31,,2,"La propiedad ha enviado el preaviso de rescisión, 2 días después de que se pase el plazo de 6 meses de preaviso del contrato que vence el 24/10/2021, por lo que estaría renovado por 1 año más.
 
Creamos el riesgo aunque está en jumping y se va a desmontar a medio plazo.",191370
RM,1502,RM-1502,SPA-IB,30,SPA-IB00030,Abierto,"Delgado Alejandro","2024-01-17 10:50:42",2018-10-26,,,Propiedad,"criticidad muy alta < 3 meses",2019-07-07,,2,,48335
RM,1831,RM-1831,SPA-CC,6418,SPA-CC06418,Abierto,"Delgado Alejandro","2024-01-17 10:47:58",2023-07-15,,,Propiedad,"criticidad baja > 9 meses",2025-02-25,,1,"Recibido burofax solicitando rescision. Fecha erronea en su escrito",234086
RM,1380,RM-1380,SPA-BX,2513,SPA-BX02513,Abierto,"Delgado Alejandro","2024-01-18 23:52:03",2018-10-26,,,Legalización,"criticidad muy alta < 3 meses",2022-06-01,,3,"Esparraguera, Plan de implantación riesgo por eglaización",48379
RM,1601,RM-1601,SPA-MX,526,SPA-MX00526,Cerrado,"Delgado Alejandro","2024-01-17 10:50:34",2018-10-26,,2019-02-06,Propiedad,"criticidad baja > 9 meses",2028-12-31,,,,48441
RM,1456,RM-1456,SPA-GI,3,SPA-GI00003,Cerrado,"Delgado Alejandro","2024-01-17 10:50:39",2018-10-26,,2019-03-12,Propiedad,"criticidad baja > 9 meses",2024-04-01,,,"Venta del terreno, nuevo comprador no quiere antenas. Ofrecer renovación es un Hub con 5 dependencias líneas alquiladas etc",48375
RM,440,RM-440,SPA-HX,9953,SPA-HX09953,Abierto,"Delgado Alejandro","2024-01-18 23:51:44",2022-06-29,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-07-20,,3,"W26 Se incluye el punto en riesgo. Negociación compleja compromete la renovación.",226390
RM,469,RM-469,SPA-IB,78,SPA-IB00078,Abierto,"Delgado Alejandro","2024-01-28 22:05:10",2021-06-02,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2024-04-30,,1,"W22. Se crea el riesgo para realizar el repliegue dentro de la misma finca antes del 31/12/2021.",197672
RM,1112,RM-1112,SPA-VX,1033,SPA-VX01033,Abierto,"Delgado Alejandro","2024-01-17 10:49:20",2022-11-24,,,Legalización,"criticidad muy alta < 3 meses",2023-01-31,,2,,229201
RM,1649,RM-1649,SPA-OX,3014,SPA-OX03014,Cerrado,"Delgado Alejandro","2024-01-17 10:50:54",2018-10-26,,2020-01-21,Legalización,"criticidad baja > 9 meses",2019-12-20,,,,48185
RM,103,RM-103,SPA-BX,87,SPA-BX00087,Abierto,"Delgado Alejandro","2024-01-18 23:51:48",2022-01-31,Si,,Propiedad,"criticidad alta < 6 meses",2024-05-26,,3,"W05: Incluimos el punto en repliegue, La propiedad bloquea el despliegue 5G,  y tanto OSP como TME lo están buscando.",222121
RM,1598,RM-1598,SPA-MX,195,SPA-MX00195,Cerrado,"Delgado Alejandro","2024-01-17 10:50:33",2018-10-26,,2019-01-23,Propiedad,"criticidad baja > 9 meses",2025-12-28,,,,48453
RM,1109,RM-1109,SPA-VX,1337,SPA-VX01337,Cerrado,"Delgado Alejandro","2024-01-17 10:49:58",2020-01-21,,2023-12-12,Legalización,"criticidad muy alta < 3 meses",2023-09-30,,2,"Repliegues: Gestion de riesgos",113806
RM,1489,RM-1489,SPA-IB,174,SPA-IB00174,Abierto,"Delgado Alejandro","2024-01-18 23:51:58",2020-10-15,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-12-01,,1,"El hotel lo ha comprado un grupo inversor  y se va a remodelar por completo, nos indica que TME ya está informado de todo y ha dado el ok a la nueva ubicación de las antenas, a OSP no le había informado porque no sabía que también estábamos allí instalados.
 
Solicita una reunión para explicarnos todo, las obras van a empezar en 1-2 meses y van a durar un año mas menos por lo que por este motivo no ha autorizado el cambio de antenas puesto se deben desmontar en breve y habrá que ver la forma de poder dar servicio durante las obras.",159069
RM,1194,RM-1194,SPA-GR,9403,SPA-GR09403,Cerrado,"Delgado Alejandro","2024-01-18 23:51:33",2023-05-13,,2024-01-01,Propiedad,"criticidad baja > 9 meses",2027-03-29,,,"En este site hay cierto lío

1º.- Parece que la propiedad no quiere más antenas en fachada porque los vecinos están alarmados por este tema. No obstante, parece que si incrementamos la renta a 7K€/año firmarían la ampliación y entiendo que ampliaríamos vigencia. Actualmente estamos hasta el 29/03/27 y cobra una renta de 3,2K€ vs. 15,6K% de ingresos por OSP

2º.- Pero por otra parte, además no podemos asumir este despliegue porque sería ilegalizable. Habría que presentar algo que sí lo fuera

Antes de lanzar SF por favor, aclararnos qué propuesta podríamos pasar legalizable y a partir de ahí negociar con la propiedad un nuevo contrato",232902
RM,797,RM-797,SPA-OR,9919,SPA-OR09919,Abierto,"Delgado Alejandro","2024-01-17 10:48:57",2022-07-15,,,Propiedad,"criticidad muy alta < 3 meses",2023-10-30,,3,"Repliegues: Gestion de riesgos. Reubicación de equipos",226671
RM,2401,RM-2401,SPA-SX,2401,SPA-SX02401,Abierto,"Alexandre GOMBA","2024-01-17 10:50:11",2019-06-13,,,"Intervención de la Propiedad, Mantenimiento","criticidad muy alta < 3 meses",2022-04-26,,2,"EL EDIFICIO TIENE ALUMINOSIS Y SE ESTÁN COMIENDO LAS VIGAS, posible derrumbe",81232
RM,1173,RM-1173,SPA-BX,6029,SPA-BX06029,Cerrado,"Delgado Alejandro","2024-01-17 10:48:14",2023-05-09,,2023-06-08,Propiedad,"criticidad muy alta < 3 meses",2023-01-01,,,"Autorizacion vencida. En renegociacion",232803
RM,606,RM-606,SPA-MU,45,SPA-MU00045,Abierto,"Delgado Alejandro","2024-01-17 10:49:21",2022-12-12,,,"Propiedad, Otro Operador","criticidad media < 9 meses",2024-08-10,,2,"W50: LA PROPIEDAD y ON TOWER comunican (05/12/2022) su intención de NO RENOVAR el contrato a su próximo vencimiento de 10/08/2024",229456
RM,1088,RM-1088,SPA-VI,8732,SPA-VI08732,Cerrado,"Delgado Alejandro","2024-01-17 10:50:41",2018-10-26,,2019-10-01,Legalización,"criticidad baja > 9 meses",2024-09-22,,,"William VDF. Ayto recalificando terrenos desde 2014 para irnos a un TM, que se vaya VDF",48351
RM,10138,RM-10138,SPA-MX,443,SPA-MX00443,Abierto,"Alexandre GOMBA","2024-01-17 10:47:40",2023-10-27,,,Propiedad,"criticidad muy alta < 3 meses",2023-10-21,,1,"Hay que contactar de forma urgente con esta propiedad y ver si tenemos alguna opción de retomar la situación con esta propiedad. No consta que comunicaran su intención de no renovar por carta certificada como indicaba el contrato, sino sólo por mail en nov-21.",235919
RM,1717,RM-1717,SPA-SS,5406,SPA-SS05406,Cerrado,"Delgado Alejandro","2024-01-17 10:50:40",2018-10-26,,2019-11-21,Propiedad,"Recuperado Parcial",2019-06-30,,,"Retoman proyecto de Centro comercial. Nos avisaran. Esta recuperado parcial con sectorización",48363
RM,1059,RM-1059,SPA-VA,4095,SPA-VA04095,Cerrado,"Delgado Alejandro","2024-01-17 10:48:49",2022-11-02,,2023-10-03,Propiedad,"criticidad muy alta < 3 meses",2023-05-12,,,"W44: Se incluye punto en riesgo, propiedad envía burofax de rescisión de contrato, quieren renegociar condiciones económicas, venc 12/05/2023",228833
RM,1029,RM-1029,SPA-VA,2288,SPA-VA02288,Abierto,"Delgado Alejandro","2024-01-17 10:48:56",2022-07-27,,,Propiedad,"criticidad muy alta < 3 meses",2022-12-27,,2,"W30 Se incluye punto en riesgo, concesión administrativa que vence en diciembre de forma que no cabe prórroga.",226892
RM,1727,RM-1727,SPA-SX,139,SPA-SX00139,Cerrado,"Delgado Alejandro","2024-01-17 10:50:55",2018-10-26,,2020-09-18,Legalización,"criticidad baja > 9 meses",2021-03-30,,,,48175
RM,1610,RM-1610,SPA-MX,3102,SPA-MX03102,Abierto,"Delgado Alejandro","2024-01-18 23:52:00",2020-02-20,,,Legalización,"criticidad baja > 9 meses",2027-07-01,,2,"Conforme a la inspección realizada por los servicios de vigilancia de la Dirección General de
Carreteras, la instalación base de Telefonía móvil existente se encuentra ubicada en zona de
protección de la carretera. La torre tubular existente de 30 m, no cumple con la distancia a la debe
ubicarse. Esta distancia debe ser como mínimo a una distancia de la arista exterior de la carretera de
vez y media la altura total del apoyo.",118782
RM,1067,RM-1067,SPA-VI,8603,SPA-VI08603,Cerrado,"Delgado Alejandro","2024-01-17 10:50:40",2018-10-26,,2019-01-16,Legalización,"criticidad baja > 9 meses",2019-08-10,,,"Revocada licencia por tener inquilino. Con la publicación de la nueva LGT, no es pertinente que nosotros movamos ficha en este sentido",48354
RM,1877,RM-1877,SPA-CR,3304,SPA-CR03304,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:55",2023-07-26,,,"Propiedad, Otro Operador","criticidad media < 9 meses",2024-09-17,,2,"Envian notificacion para renegociar condiciones. Es un TI",234235
RM,10019,RM-10019,SPA-OX,3,SPA-OX00003,Abierto,"Alexandre GOMBA","2024-01-28 22:35:17",2023-10-09,,,Propiedad,"criticidad alta < 6 meses",2024-07-09,,1,"Recibido burofax en tiempo y forma",235709
RM,10000,RM-10000,SPA-TF,6922,SPA-TF06922,Abierto,"Alexandre GOMBA","2024-01-17 10:47:41",2023-10-20,,,"Intervención de la Propiedad, Mantenimiento","criticidad muy alta < 3 meses",2023-12-27,,2,"Ayer tuvimos la visita conjunta con la propiedad, para ver los trabajos con el gerente del centro comercial. Comentar que no nos dan acceso, pues la propiedad ha revisado sobre todo el SSRR y ha detectado cosas, que necesitan se solucionen. Han indicado que Totem debe de cambiar la ubicación de las RRU en las bancadas ya que donde aparecen en planos van a quedar muy al vértice de la bancada autosoportada. Aparte quiere que se modifiquen los mimetizados de las antenas, ya que no quieren que se vea desde la calle, la parte baja de los tubos. También comentó que junto donde se encuentran las bancadas de las antenas, el techo de ha hundido por el peso y se estanca el agua en esas zonas. De todo ello sacaron fotos y lo iban a denunciar vía mail a Totem, así que hasta que esto no esté resuelto, los trabaos no se podrán ejecutar. Por nuestra parte, poco mas podemos hacer.",235834
RM,1499,RM-1499,SPA-IB,284,SPA-IB00284,Cerrado,"Delgado Alejandro","2024-01-17 10:50:20",2019-03-07,,2019-04-09,Propiedad,"criticidad baja > 9 meses",2020-02-08,,,"Recibido burofax de la propiedad de la propiedad comunicando la rescisión con fecha 8/2/20",66001
RM,98,RM-98,SPA-BX,6,SPA-BX00006,Cerrado,"Delgado Alejandro","2024-01-17 10:48:41",2023-01-01,,2023-02-08,Propiedad,"criticidad baja > 9 meses",2024-01-01,,,"La propiedad comunica en tiempo y forma que no quiere renovar el contrato",229840
RM,1394,RM-1394,SPA-CC,9362,SPA-CC09362,Cerrado,"Delgado Alejandro","2024-01-17 10:50:19",2019-03-18,,2019-08-28,Legalización,"criticidad muy alta < 3 meses",2019-09-11,,,"Repliegues: Gestion de riesgos. Ayto de Trujillo exige a Iberdrola mimetizar transformados en donde estamos ubicados TESA y OSP. Es zona de entorno BIC y existe presión por parte del Ayto.",68282
RM,1187,RM-1187,SPA-CX,4000,SPA-CX04000,Abierto,"Delgado Alejandro","2024-01-18 23:51:33",2023-05-15,,,"Propiedad, Otro Operador","criticidad muy alta < 3 meses",2023-12-19,,2,"Os informamos que ECI nos ha trasladado que el próximo Septiembre se ejecutara la venta del siguiente centro de Coruña. Hemos iniciado contactos con el nuevo propietario y con ECI para intentar garantizar la estabilidad del punto pero por el momento no hemos obtenido respuesta. Continuamos trabajando y os mantenemos informados.
Este site nos lo hemos traído como DDEE únicamente pero revisando la documentación, consta un CAP de 2014 con antenas en azotea. Yo lanzaría la búsqueda de una alternativa para no estar pillados al nuevo propietario del Centro Comercial.",232905
RM,10245,RM-10245,SPA-AL,8747,SPA-AL08747,Abierto,"Alexandre GOMBA","2024-01-18 23:47:12",2024-01-16,,,"Propiedad, Mantenimiento","criticidad media < 9 meses",2024-09-30,,1,"La Agencia Pública de Puertos de Andalucía. nos exige reubicar los equipos ya que se encuentran sobre una torre de alumbrado comprometiendo gravemente la seguridad de la estructura en el Puerto de Carboneras. Nos invita a mantener una reunión con el jefe de zona para localizar una alternativa.Hay que lanzar la gestión con el Puerto para identificar la zona en la que puede construirse una torre y formalizar la concesión de ese espacio.",237340
RM,10230,RM-10230,SPA-VX,1862,SPA-VX01862,Abierto,"Alexandre GOMBA","2024-01-17 10:47:31",2023-12-19,,,Propiedad,"criticidad baja > 9 meses",2024-12-28,,,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",236797
RM,3,RM-3,SPA-AB,6409,SPA-AB06409,Abierto,"Delgado Alejandro","2024-01-17 10:49:27",2021-10-05,,,Propiedad,"criticidad baja > 9 meses",2026-05-18,,1,"W40: Se incluye el punto como riesgo. La propiedad no admite el subarriendo ni nos quiere dar más acometida. Es un site ZR jumping cruzado, con lo que no nos vale si no permite instalar a VDF. Además, Se ha intentado construir una acometida en MT de 2Kms pero la Cía, al hacer el estudio de viabilidad ha detectado que estamos enganchados y hay riesgo de precinto.",214601
RM,199,RM-199,SPA-BX,1523,SPA-BX01523,Cerrado,"Delgado Alejandro","2024-01-17 10:49:39",2021-02-12,,2021-09-21,Propiedad,"criticidad baja > 9 meses",2026-07-11,,,"Recibido burofax de rescisión con fecha de vencimiento 11/07/2025.",178290
