"ID Riesgo - prefix","ID Riesgo - number","ID Riesgo","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación",Priorizado,"Fecha Solución Riesgo","Motivo del Riesgo","Criticidad del Riesgo","Fecha Necesidad","Impacto del Punto","Gravedad del Riesgo",Descripcion,"ID Legacy"
RM,101,RM-101,SPA-BU,4118,SPA-BU04118,Abierto,"Delgado Alejandro","2024-01-17 10:48:43",2022-12-20,,,Propiedad,"criticidad muy alta < 3 meses",2023-03-22,,2,"W51 2022:  Se declara el punto en riesgo por haberse recibido el burofax en tiempo y forma. Se esta negociando con la prdopiedad una prorroga",229643
RM,457,RM-457,SPA-HX,9840,SPA-HX09840,Cerrado,"Delgado Alejandro","2024-01-17 10:48:44",2022-12-09,,2023-06-29,Propiedad,"criticidad muy alta < 3 meses",2022-09-30,,,"W49: Se mete en renegociación por vencimiento. En renegociaciones del alquiler y gastos generales con buenas perspectivas de acuerdo",229401
RM,602,RM-602,SPA-MA,3861,SPA-MA03861,Cerrado,"Delgado Alejandro","2024-01-17 10:49:26",2021-10-05,,2023-09-29,Despliegue,"criticidad alta < 6 meses",2024-03-27,,,"W40: Se crea el job de repliegue para el punto original que era un jumping del AND 3861.",214684
RM,1497,RM-1497,SPA-IB,338,SPA-IB00338,Cerrado,"Delgado Alejandro","2024-01-17 10:50:15",2019-05-03,,2019-10-08,Propiedad,"criticidad baja > 9 meses",2020-04-01,,,"recibida comunicación de la propiedad con 12 meses de antelación la rescisión del contrato con fecha 1/4/20",74382
RM,1303,RM-1303,SPA-BA,5801,SPA-BA05801,Cerrado,"Delgado Alejandro","2024-01-17 10:49:58",2019-12-27,,2022-01-04,Propiedad,"criticidad muy alta < 3 meses",2019-12-26,,,"Propiedad envía burofax indicando que el contrato ha vencido el 21/12/2019. Se busca mantener las mismas condiciones (5 años), pero sin autorenovaciones. Sin datos de tráfico e impacto en clientes.",110402
RM,503,RM-503,SPA-JX,8036,SPA-JX08036,Cerrado,"Delgado Alejandro","2024-01-17 10:48:22",2023-03-22,,2023-05-09,"Propiedad, Mantenimiento","criticidad alta < 6 meses",2023-09-30,,,"Se incluye el punto en riesgo porque es una de las antiguas “unidades móviles” que se desplegaron en su día y finalmente se quedaron fijas (>20años). Está en mitad del campo, sin protección alguna, y por lo visto, hay una cuadrilla de buena gente que cada vez que ven que se trabaja en reponer algo, van de nuevo y vuelven a saquear todo lo que pueden. Hay que revisar las opciones a nivel de legalización y propiedad para sustituirla por una permanente.",231786
RM,536,RM-536,SPA-IB,469,SPA-IB00469,Abierto,"Delgado Alejandro","2024-01-17 10:48:28",2023-02-02,,,"Otro Operador","criticidad muy alta < 3 meses",2023-08-23,,2,"TI denunció la vigencia del contrato después de quedarse con los derechos de crédito del mismo. El contrato vencería el 23/08/2023 pero, dado que la comunicación de rescisión la hicieron vía mail y no vía burofax y que sólo iba firmada por TI y no por la propiedad (que sigue siendo la legítima titular del contrato aunque no perciba las rentas), podemos considerar que, si antes del que acabe el mes no recibimos un burofax de la propiedad, el contrato se autorenovaría.",230552
RM,1493,RM-1493,SPA-IB,150,SPA-IB00150,Cerrado,"Delgado Alejandro","2024-01-17 10:50:01",2019-11-20,,2021-11-29,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2019-11-30,,,"Modificación de la cubierta, hay que retirar el site 2 meses.",102490
RM,1164,RM-1164,SPA-BX,1034,SPA-BX01034,Abierto,"Delgado Alejandro","2024-01-28 21:58:12",2023-06-14,,,Propiedad,"criticidad muy alta < 3 meses",2024-04-21,,1,"Se recibe budrofax en tiempo y forma",233530
RM,10100,RM-10100,SPA-SA,10,SPA-SA00010,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:56",2022-07-15,,2023-02-14,Propiedad,"criticidad baja > 9 meses",2024-12-30,,,"W28-. Repliegues: Gestión de riesgos. Tenemos abierta una reubicación de las rru´s que OSP instaló donde no debía (sobre la parte exterior de la banderilla). El administrador y el abogado de la comunidad, me comentan que la presidenta no quiere autorizar nada que tenga que ver con Totem/OSP y que está esperando a la finalización del contrato para intentar que se rescinda. Cuando estuve en negociaciones con esta comunidad, allá por el 2019, se me hizo partícipe de que esta mujer tiene un familiar en TME (ATE) y la intención era desmontar la EB para que instalasen ellos una. Al no ser posible porque desde OSP, en su momento, se indicó a Telxius que no se podían “romper” los acuerdos internos, se llegó a un acuerdo con la CP a través del anterior presidente.",226694
RM,865,RM-865,SPA-SE,36,SPA-SE00036,Abierto,"Delgado Alejandro","2024-01-30 16:07:44",2022-11-20,Si,,Propiedad,"criticidad baja > 9 meses",2028-09-16,,2,"Anexo informacion de una caseta que esta creando problemas estructurales en bloque de piso. Se denuncian grietas, fisuras y filtraciones debido al debilitamiento de muros y pilares de carga del piso 6º C. Amenaza pasarlo por via Judicial. La propietaria está bastante harta. Se debe cambiar a equipos outdoor",229106
RM,1474,RM-1474,SPA-GI,8767,SPA-GI08767,Abierto,"Delgado Alejandro","2024-01-17 10:50:39",2018-10-26,,,Legalización,"criticidad muy alta < 3 meses",2022-09-30,,2,"Fuera del plan Gecodit, nos pasan unos puntos para irnos, estamos pte de Técnico municipal",48371
RM,1454,RM-1454,SPA-GI,81,SPA-GI00081,Cerrado,"Delgado Alejandro","2024-01-17 10:50:22",2019-01-28,,2020-01-17,Propiedad,"criticidad baja > 9 meses",2029-12-20,,,"recibida comunicación de la propiedad diciendo que vence el 20/12/19,",58853
RM,1730,RM-1730,SPA-SX,4502,SPA-SX04502,Cerrado,"Delgado Alejandro","2024-01-17 10:50:55",2018-10-26,,2020-08-31,"Propiedad, Legalización","criticidad baja > 9 meses",2030-05-13,,,,48171
RM,333,RM-333,SPA-CX,1132,SPA-CX01132,Cerrado,"Delgado Alejandro","2024-01-17 10:48:50",2022-10-03,,2022-12-28,Propiedad,"criticidad muy alta < 3 meses",2022-10-01,,,"W40:Se incluye punto en riesgo. Renegociación por vencimiento.",228375
RM,1023,RM-1023,SPA-TX,7626,SPA-TX07626,Cerrado,"Delgado Alejandro","2024-01-17 10:50:23",2019-01-22,,2019-05-22,Propiedad,"criticidad muy alta < 3 meses",2019-07-29,,,"Recibido burofax de la propiedad comunicando la recisión del contrato con fecha 29 de julio de 2019, están dispuestos a negociar un nuevo contrato con nuevas condiciones.",57672
RM,1001,RM-1001,SPA-TF,6202,SPA-TF06202,Cerrado,"Delgado Alejandro","2024-01-17 10:50:52",2018-10-26,,2022-03-24,Legalización,"criticidad alta < 6 meses",2022-07-14,,,"Móvil ilegalizable y situada en propiedad precaria ( sin poder abonar contrato)",48213
RM,1252,RM-1252,SPA-VX,2,SPA-VX00002,Abierto,"Delgado Alejandro","2024-01-17 10:48:14",2023-05-09,,,Propiedad,"criticidad alta < 6 meses",2024-05-25,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",232801
RM,1155,RM-1155,SPA-BI,63,SPA-BI00063,Cerrado,"Delgado Alejandro","2024-01-17 10:49:33",2021-05-07,,2021-09-09,Propiedad,"criticidad media < 9 meses",2023-07-09,,,"W18: incluimos el sitio en repliegues, la propiedad no acaba de dar su ok al swap de equipos  además de existir problemas con los GG.",193867
RM,3037,RM-3037,SPA-MX,3037,SPA-MX03037,Abierto,"Alexandre GOMBA","2024-01-28 22:31:17",2023-06-07,,,Propiedad,"criticidad alta < 6 meses",2024-07-06,,1,"Reabrimos el riesgo por haber recibido burofax de rescisión en tiempo y forma",233365
RM,10259,RM-10259,SPA-CX,2000,SPA-CX02000,Abierto,"Luis Miguel Martin","2024-02-08 19:26:30",2024-02-08,No,,Propiedad,"criticidad alta < 6 meses",2024-07-01,,2,"Envían burofax para negociar nuevas condiciones",
RM,116,RM-116,SPA-BU,4192,SPA-BU04192,Cerrado,"Delgado Alejandro","2024-01-17 10:50:03",2019-11-08,,2020-04-14,Propiedad,"criticidad baja > 9 meses",2030-04-12,,,"Recibido burofax de la propiedad , vence el 1/4/20",100652
RM,5664,RM-5664,SPA-GR,5664,SPA-GR05664,Abierto,"Alexandre GOMBA","2024-01-17 10:48:44",2022-12-09,,,Legalización,"criticidad muy alta < 3 meses",2023-08-15,,,"W49/22: Reabrimos el riesgo por ser un problema de legalizacion. Es un site clasificado como ilegalizable definitivo por encontrarse en suelo no urbanizable de especial protección por zona de afección al Río Genil. A nivel legal nos consta una orden de desmontaje del 2010 además de la apertura de un expediente disciplinario con varias multas coercitivas (la última recibida en el 2017). Luego nos encontramos con la cuestión del Ayto. de Granada que es muy complicado en este momento.",229411
RM,600,RM-600,SPA-MA,3012,SPA-MA03012,Abierto,"Delgado Alejandro","2024-01-17 10:49:11",2022-02-28,,,"Propiedad, Otro Operador","criticidad baja > 9 meses",2024-11-01,,2,"Emplazamiento en SOL Meliá vendido a Cellnex. Se declara en riesgo para ver las posibilidad de encontrar una alternativa y replegarse.",222926
RM,10007,RM-10007,SPA-CS,8848,SPA-CS08848,Abierto,"Alexandre GOMBA","2024-01-17 10:47:43",2023-10-15,,,Legalización,"criticidad muy alta < 3 meses",2024-02-28,,1,"Tenemos un problema para aportar documentación de legalización de este site a la propiedad. Está en entorno normativo desfavorable y no está legalizada. No tenemos documentación que podamos aportar. En estos momentos es ilegalizable por normativa de Benicassim. Es más, se está valorando la posibilidad de mantenerla por el momento sin solicitar LO. Vamos a revisar de nuevo las posibilidades si se rehiciera proyecto",235771
RM,1495,RM-1495,SPA-IB,227,SPA-IB00227,Abierto,"Delgado Alejandro","2024-01-17 10:50:06",2019-09-10,,,Propiedad,"criticidad muy alta < 3 meses",2020-05-11,,2,"Recibido burofax de rescisión de Telecom Ibérica, comunicando la rescisión con fecha 11/5/20",91793
RM,1160,RM-1160,SPA-BX,657,SPA-BX00657,Abierto,"Delgado Alejandro","2024-01-17 10:48:09",2023-05-22,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-07-28,,1,"Aquí estuvimos gestionando una reubicación desde ingeniería,. Además se nos trasladó que debíamos formalizar una nueva situación contractual, Es a sede de la Generalitat. No tengo fecha de necesidad concreta pero es urgente. no asigbno a agencia porque lo gestionanos desde TOTENM diirectamente",233082
RM,1066,RM-1066,SPA-VX,14,SPA-VX00014,Cerrado,"Delgado Alejandro","2024-01-17 10:48:18",2023-04-08,,2024-01-04,Propiedad,"criticidad alta < 6 meses",2024-04-06,,1,"La propiedad del VX0014 , que tiene su próximo vencimiento el 06/04/2024 si lo denuncia antes del 06/04/2023, nos comunica que quiere renegociar el contrato y solicita una oferta",232084
RM,1140,RM-1140,SPA-ZA,7014,SPA-ZA07014,Cerrado,"Delgado Alejandro","2024-01-17 10:49:51",2020-03-13,,2021-03-22,"Intervención de la Propiedad","criticidad alta < 6 meses",2020-06-30,,,"Reubicar los equipos en el HOTEL REY DON SANCHO. La propiedad recibe continuar quejas de los huéspedes de las habitaciones de la planta inferior, justo debajo donde se encuentra la sala habilitada en las que si se nota la vibración o zumbido procedente de la sala de los equipos.",125507
RM,102,RM-102,SPA-BX,306,SPA-BX00306,Cerrado,"Delgado Alejandro","2024-01-17 10:50:00",2019-11-26,,2020-07-07,Propiedad,"criticidad baja > 9 meses",2025-06-08,,,"Recibido burofax de rescisión con fecha 08/06/2020",103273
RM,10017,RM-10017,SPA-SE,357,SPA-SE00357,Abierto,"Alexandre GOMBA","2024-01-17 10:47:44",2023-10-12,,,Propiedad,"criticidad muy alta < 3 meses",2024-03-18,,1,"Se ha recibido burorax en tiempo y forma solicitando rescisión",235753
RM,1443,RM-1443,SPA-GC,9051,SPA-GC09051,Cerrado,"Delgado Alejandro","2024-01-17 10:49:48",2020-07-03,,2022-06-10,Legalización,"criticidad muy alta < 3 meses",2022-04-21,,,"Se para obra de adecuación de VDF ( FO) y Ayto lanza Orden de restablecimiento de legalizad y para la obra.",146966
RM,9029,RM-9029,SPA-GC,9029,SPA-GC09029,Cerrado,"Alexandre GOMBA","2024-01-17 10:49:19",2022-01-18,,2023-04-03,Propiedad,"criticidad baja > 9 meses",2024-07-01,,,"W03: Reabrimos el riesgo asociado al 117129 para buscar una alternativa con más estabilidad que con renovaciones anuales.",221831
RM,10143,RM-10143,SPA-SX,42,SPA-SX00042,Abierto,"Alexandre GOMBA","2024-01-17 10:47:37",2023-11-07,,,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-12-31,,1,"Es una PTC que vamos a regularizar dado que además OSP necesita meter FO",236069
RM,1291,RM-1291,SPA-AX,5552,SPA-AX05552,Abierto,"Delgado Alejandro","2024-01-17 10:50:14",2019-05-21,,,Propiedad,"criticidad muy alta < 3 meses",2020-01-04,,2,"Recibido burofax de rescisión de TI comunicando el vencimiento en fecha 4/1/2020",76656
RM,1115,RM-1115,SPA-VX,1361,SPA-VX01361,Cerrado,"Delgado Alejandro","2024-01-17 10:50:28",2018-12-12,,2019-02-11,Propiedad,"criticidad baja > 9 meses",2020-04-27,,,"Para renovar el contrato la propiedad pide que se tomen medidas con el ruido del A/a, piden que lo cambien o no se renovará. Por otro lado también quieren que se les pague mas dinero por el espacio de mas que dice ocupamos.",54180
RM,1253,RM-1253,SPA-VX,62,SPA-VX00062,Abierto,"Delgado Alejandro","2024-01-17 10:48:14",2023-05-09,,,Propiedad,"criticidad muy alta < 3 meses",2023-11-04,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA. NEGOCIABLE",232800
RM,10094,RM-10094,SPA-BX,404,SPA-BX00404,Cerrado,"Alexandre GOMBA","2024-01-17 10:48:21",2023-03-23,,2023-07-12,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2023-09-11,,,"Volvemos a reabrir el riesgo porque la propiedad nos comuinica que quier hacer finalmente las obras",231805
RM,1317,RM-1317,SPA-BX,124,SPA-BX00124,Cerrado,"Delgado Alejandro","2024-01-17 10:48:49",2022-11-02,,2023-01-05,Propiedad,"criticidad baja > 9 meses",2023-09-01,,,"W44:Se incluye punto en riesgo, la propiedad envía burofax indicando la NO renovación del contrato venc Agosto 2023",228832
RM,1180,RM-1180,SPA-CU,8328,SPA-CU08328,Abierto,"Delgado Alejandro","2024-01-17 10:48:12",2023-05-11,,,Propiedad,"criticidad alta < 6 meses",2024-05-04,,1,"la propiedad envía buorfax fuera de plazo pero correo en tiempo. Es jumping",232857
RM,1432,RM-1432,SPA-CX,1803,SPA-CX01803,Cerrado,"Delgado Alejandro","2024-01-17 10:50:53",2018-10-26,,2021-04-28,Legalización,"criticidad baja > 9 meses",2021-03-30,,,,48201
RM,750,RM-750,SPA-MX,4021,SPA-MX04021,Abierto,"Delgado Alejandro","2024-01-18 23:51:39",2023-01-08,,,"Otro Operador","criticidad baja > 9 meses",2025-06-24,,2,"Actualmente tenemos parte de nuestra infraestructura y del equipamiento OSP sobre infraestructura de Vantage. La solución que se plantea es muy complicada tanto a nivel constructivo como de legalización. Debemos lanzar la búsqueda de una alternativa que nos permita atender las peticiones de ampliaciones de OSP sin problema. Porque, además, en el site actual estamos pagando una pasta: casi 20k€ y no es factible realizar ampliaciones.
Habiendo confirmado Angel que tenemos ubicado el mástil sobre la bancada de Vantage, hay que lanzar un Lote 2 SF (Tower) para replantear este emplazamiento y ver cómo podemos reubicar el mástil o cómo se pueden modificar sus anclajes para no ocupar la infraestructura de Vantage. En caso de que esto no sea posible, tenemos 2 opciones:

1º.- Negociar con Vantage un pago por la ocupación de su infraestructura.
2º.- Replegarnos.",229939
RM,1462,RM-1462,SPA-GC,1031,SPA-GC01031,Cerrado,"Delgado Alejandro","2024-01-18 23:52:04",2018-10-26,,2024-01-01,Propiedad,"criticidad muy alta < 3 meses",2019-04-30,,,,48270
RM,239,RM-239,SPA-BX,2516,SPA-BX02516,Abierto,"Delgado Alejandro","2024-01-17 10:49:35",2021-04-19,,,"Otro Operador","criticidad media < 9 meses",2024-09-23,,2,"Se crea riego por denuncia del contrato de Telecom Ibérica en 2021.",190349
RM,1716,RM-1716,SPA-SE,9903,SPA-SE09903,Cerrado,"Delgado Alejandro","2024-01-17 10:50:27",2018-12-13,,2019-05-23,Propiedad,"criticidad muy alta < 3 meses",2019-02-28,,,"Recibido burofax de la Comunidad Restringida de propietarios del Centro Comercial Nervión Plaza para resolver el contrato con fecha 28/2/19,",54262
RM,827,RM-827,SPA-PO,5010,SPA-PO05010,Cerrado,"Delgado Alejandro","2024-01-17 10:48:55",2022-08-01,,2023-12-05,Propiedad,"criticidad baja > 9 meses",2024-11-19,,2,"Se incluye punto en riesgo, con la subida del 20% hace peligrar la rentabilidad del emplazamiento.",226964
RM,1591,RM-1591,SPA-MX,435,SPA-MX00435,Cerrado,"Delgado Alejandro","2024-01-17 10:50:13",2019-05-24,,2019-08-19,Propiedad,"criticidad baja > 9 meses",2020-05-26,,,"Recibido burofax de la propiedad comunicando la rescisión con fecha 26/5/20",77154
RM,1218,RM-1218,SPA-MX,131,SPA-MX00131,Abierto,"Delgado Alejandro","2024-02-01 15:42:24",2023-05-10,Si,,Propiedad,"criticidad muy alta < 3 meses",2023-11-13,,2,"RECIBIDO BUDROFAX EN TIEMPO Y FORMA",232834
RM,984,RM-984,SPA-TF,6100,SPA-TF06100,Abierto,"Delgado Alejandro","2024-01-17 10:48:19",2023-03-31,,,"Intervención de la Propiedad","criticidad baja > 9 meses",2025-06-02,,1,"TENEMOS QUE VER EL ESTADO DEL EDIFICIO PORQUE TIENE ALUMINOSIS. CONFIRMAR CON AYTO. SI ES ASÍ",231990
RM,1283,RM-1283,SPA-AX,5521,SPA-AX05521,Cerrado,"Delgado Alejandro","2024-01-17 10:48:00",2023-06-25,,2024-01-04,Propiedad,"criticidad muy alta < 3 meses",2024-01-18,,1,"Recibido burofax en tiempo y forma",233704
RM,871,RM-871,SPA-SE,1,SPA-SE00001,Abierto,"Delgado Alejandro","2024-01-17 10:49:13",2022-02-16,,,"Propiedad, Despliegue","criticidad media < 9 meses",2024-09-19,,1,"Se declara en riesgo al no haber permitido la propiedad la reubicación del mástil necesaria para desplegar 5G OSP. Hay que buscar una alternativa para hacer el despliegue.",222535
RM,1862,RM-1862,SPA-AX,30,SPA-AX00030,Abierto,"Jose-Francisco Ibanez-Castilla","2024-01-17 10:47:53",2023-08-02,,,Propiedad,"criticidad muy alta < 3 meses",2024-03-23,,1,"La propiedad del AX0030 nos remite burofax comunicando que el contrato tiene su próximo vencimiento en 2024 y está recibiendo ofertas de otras operadoras por lo que solicita negociar las condiciones para ver si se puede llegar a un acuerdo. En SOLContratos consta abierta gestión de negociación por Prepayment.",234335
RM,2900,RM-2900,SPA-MA,2900,SPA-MA02900,Abierto,"Alexandre GOMBA","2024-01-17 10:48:17",2023-04-08,,,Propiedad,"criticidad alta < 6 meses",2024-06-15,,1,"RECIBIDO BUROFAX EN TIEMPO Y FORMA",232085
RM,1515,RM-1515,SPA-IB,572,SPA-IB00572,Cerrado,"Delgado Alejandro","2024-01-17 10:49:49",2020-06-15,,2021-02-19,"Intervención de la Propiedad","criticidad muy alta < 3 meses",2020-06-13,,,"La propiedad Hotel Son Net está pidiendo sacar los equipos del cuarto actual y mandarlos al parking para evitar ruidos.Al parecer han estado hablando y tratando el traslado con Telxius como si nosotros fuéramos coubicados de Telxius. La reubicación la hacemos nosotros, no Telxius.",143093
RM,1617,RM-1617,SPA-MX,951,SPA-MX00951,Cerrado,"Delgado Alejandro","2024-01-17 10:50:34",2018-10-26,,2022-12-08,Propiedad,Replegado,2022-12-21,,,"Reubicación en el mismo recinto de Iberdrola; Unión Fenosa tiene que mover unas líneas de alta tensión para poder construir la torre y no nos han dado previsión. Está lanzado el dejarlo final de cadena. Delegado dinero para aislamiento. Iberdrola sigue sin confirmar cuándo hay que acometer la reubicación en el recinto. 21/08: Zona quiere lanzar ya los pedidos de Implementación; Pdte de que Andrea confirme que debe realizarse ya la reubicación",48436
