"ID de la condición del beneficiario - prefix","ID de la condición del beneficiario - number","ID de la condición del beneficiario","Id Partes Relacionadas - prefix","Id Partes Relacionadas - number","Id Partes Relacionadas","Id Arrendamiento - prefix","Id Arrendamiento - number","Id Arrendamiento",Estado,Autor,"Ultimo cambio","Fecha de Creación","Fecha de Baja",Exención/Retención,"Renta Anual del Beneficiario",Autofacturación
Cond,12808,Cond-12808,RP,551,RP-00551,L,701,L-00701,Activo,"Delgado Alejandro","2023-10-20 17:03:02",2023-05-03,,No,,Si
Cond,29336,Cond-29336,RP,7814,RP-07814,L,17194,L-17194,Activo,"Alexandre GOMBA","2023-10-20 16:56:05",2023-10-20,,Si,,Si
Cond,13189,Cond-13189,RP,839,RP-00839,L,1138,L-01138,Activo,"Delgado Alejandro","2023-10-20 17:03:39",2023-05-03,,Si,,No
Cond,28904,Cond-28904,RP,6423,RP-06423,L,16972,L-16972,Activo,"Alexandre GOMBA","2023-10-20 16:48:29",2023-10-20,,No,,Si
Cond,12635,Cond-12635,RP,456,RP-00456,L,548,L-00548,Activo,"Delgado Alejandro","2023-10-20 17:02:48",2023-05-03,,No,,Si
Cond,28349,Cond-28349,RP,21031,RP-21031,L,6056,L-06056,Activo,"Alexandre GOMBA","2023-10-20 16:38:36",2023-10-20,,No,,Si
Cond,12770,Cond-12770,RP,522,RP-00522,L,662,L-00662,Activo,"Delgado Alejandro","2023-10-20 17:02:57",2023-05-03,,No,,Si
Cond,16591,Cond-16591,RP,3149,RP-03149,L,4414,L-04414,Activo,"Delgado Alejandro","2023-10-20 17:09:35",2023-05-03,,Si,,Si
Cond,19930,Cond-19930,RP,5528,RP-05528,L,7609,L-07609,Activo,"Delgado Alejandro","2023-10-20 17:15:35",2023-05-03,,No,,No
Cond,18975,Cond-18975,RP,4912,RP-04912,L,6670,L-06670,Activo,"Delgado Alejandro","2023-10-20 17:13:57",2023-05-03,,No,,Si
Cond,22153,Cond-22153,RP,7214,RP-07214,L,9728,L-09728,Activo,"Delgado Alejandro","2023-10-20 17:19:56",2023-05-03,,No,,Si
Cond,30245,Cond-30245,RP,20721,RP-20721,L,5036,L-05036,Activo,"Alexandre GOMBA","2023-11-16 16:01:00",2023-11-16,,No,,Si
Cond,25063,Cond-25063,,,-,L,4579,L-04579,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:59",2023-06-16,,Si,3154.0,Si
Cond,30262,Cond-30262,RP,20600,RP-20600,L,5090,L-05090,Activo,"Alexandre GOMBA","2023-11-16 16:01:28",2023-11-16,,Si,,Si
Cond,22613,Cond-22613,RP,7493,RP-07493,L,10149,L-10149,Activo,"Delgado Alejandro","2023-10-20 17:20:47",2023-05-03,,Si,,Si
Cond,20392,Cond-20392,RP,5928,RP-05928,L,8037,L-08037,Activo,"Delgado Alejandro","2023-10-20 17:16:32",2023-05-03,,No,,Si
Cond,19971,Cond-19971,RP,5568,RP-05568,L,7642,L-07642,Activo,"Delgado Alejandro","2023-10-20 17:15:40",2023-05-03,,Si,,No
Cond,15306,Cond-15306,RP,2304,RP-02304,L,3205,L-03205,Activo,"Delgado Alejandro","2023-10-20 17:07:24",2023-05-03,,Si,,Si
Cond,30333,Cond-30333,RP,20719,RP-20719,L,5549,L-05549,Activo,"Alexandre GOMBA","2023-11-16 16:03:11",2023-11-16,,No,,No
Cond,19949,Cond-19949,RP,5545,RP-05545,L,7625,L-07625,Activo,"Delgado Alejandro","2023-10-20 17:15:37",2023-05-03,,No,,No
Cond,18836,Cond-18836,RP,4827,RP-04827,L,6529,L-06529,Activo,"Delgado Alejandro","2023-10-20 17:13:41",2023-05-03,,No,,Si
Cond,29137,Cond-29137,RP,21142,RP-21142,L,9526,L-09526,Activo,"Alexandre GOMBA","2023-10-20 16:52:38",2023-10-20,,No,,Si
Cond,27920,Cond-27920,RP,20945,RP-20945,L,18570,L-18570,Activo,"Alexandre GOMBA","2023-10-20 16:30:55",2023-10-20,,Si,,Si
Cond,12494,Cond-12494,RP,347,RP-00347,L,410,L-00410,Activo,"Delgado Alejandro","2023-10-20 17:02:32",2023-05-03,,Si,,Si
Cond,13775,Cond-13775,RP,1274,RP-01274,L,1697,L-01697,Activo,"Delgado Alejandro","2023-10-20 17:04:46",2023-05-03,,Si,,Si
Cond,13224,Cond-13224,RP,869,RP-00869,L,1165,L-01165,Activo,"Delgado Alejandro","2023-10-20 17:03:42",2023-05-03,,Si,,No
Cond,16221,Cond-16221,RP,2888,RP-02888,L,4058,L-04058,Activo,"Delgado Alejandro","2023-10-20 17:08:59",2023-05-03,,Si,,Si
Cond,12894,Cond-12894,RP,612,RP-00612,L,785,L-00785,Activo,"Delgado Alejandro","2023-10-20 17:03:09",2023-05-03,,Si,,Si
Cond,16680,Cond-16680,RP,3227,RP-03227,L,4501,L-04501,Activo,"Delgado Alejandro","2023-10-20 17:09:48",2023-05-03,,Si,,Si
Cond,12738,Cond-12738,RP,502,RP-00502,L,634,L-00634,Activo,"Delgado Alejandro","2023-10-20 17:02:53",2023-05-03,,No,,Si
Cond,31362,Cond-31362,RP,23599,RP-23599,L,614,L-00614,Activo,"Alexandre GOMBA","2024-01-10 22:20:04",2024-01-10,,Si,,Si
Cond,21167,Cond-21167,RP,6514,RP-06514,L,8770,L-08770,Activo,"Delgado Alejandro","2023-10-20 17:18:02",2023-05-03,,Si,,No
Cond,19905,Cond-19905,RP,5509,RP-05509,L,7583,L-07583,Activo,"Delgado Alejandro","2023-10-20 17:15:31",2023-05-03,,No,,Si
Cond,29075,Cond-29075,RP,7025,RP-07025,L,17963,L-17963,Activo,"Alexandre GOMBA","2023-10-20 16:51:34",2023-10-20,,Si,,No
Cond,22968,Cond-22968,RP,7760,RP-07760,L,10497,L-10497,Activo,"Delgado Alejandro","2023-10-20 17:21:28",2023-05-03,,No,,No
Cond,21712,Cond-21712,RP,6930,RP-06930,L,9300,L-09300,Activo,"Delgado Alejandro","2023-10-20 17:19:10",2023-05-03,,Si,,No
Cond,27742,Cond-27742,RP,2744,RP-02744,L,18055,L-18055,Activo,"Alexandre GOMBA","2023-10-20 16:27:53",2023-10-20,,No,,Si
Cond,28610,Cond-28610,RP,5346,RP-05346,L,17818,L-17818,Activo,"Alexandre GOMBA","2023-10-20 16:43:15",2023-10-20,,No,,No
Cond,15783,Cond-15783,RP,2658,RP-02658,L,3635,L-03635,Activo,"Delgado Alejandro","2023-10-20 17:08:21",2023-05-03,,No,,No
Cond,30211,Cond-30211,RP,22196,RP-22196,L,4811,L-04811,Activo,"Alexandre GOMBA","2023-11-16 16:00:12",2023-11-16,,No,,No
Cond,20015,Cond-20015,RP,5608,RP-05608,L,7680,L-07680,Activo,"Delgado Alejandro","2023-10-20 17:15:46",2023-05-03,,Si,,Si
Cond,20621,Cond-20621,RP,6105,RP-06105,L,8240,L-08240,Activo,"Delgado Alejandro","2023-10-20 17:17:00",2023-05-03,,Si,,No
Cond,25092,Cond-25092,,,-,L,4655,L-04655,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:03",2023-06-16,,Si,3100.0,Si
Cond,24218,Cond-24218,,,-,L,219,L-00219,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:02",2023-06-16,,No,19000.0,Si
Cond,29083,Cond-29083,RP,7029,RP-07029,L,17971,L-17971,Activo,"Alexandre GOMBA","2023-10-20 16:51:42",2023-10-20,,Si,,No
Cond,15077,Cond-15077,RP,2142,RP-02142,L,2989,L-02989,Activo,"Delgado Alejandro","2023-10-20 17:07:03",2023-05-03,,Si,,Si
Cond,30887,Cond-30887,RP,6814,RP-06814,L,9342,L-09342,Activo,"Alexandre GOMBA","2023-11-16 16:16:08",2023-11-16,,Si,,No
Cond,17685,Cond-17685,RP,4008,RP-04008,L,5426,L-05426,Activo,"Delgado Alejandro","2023-10-20 17:11:47",2023-05-03,,Si,,No
Cond,22270,Cond-22270,RP,7280,RP-07280,L,9836,L-09836,Activo,"Delgado Alejandro","2023-10-20 17:20:06",2023-05-03,,No,,Si
Cond,14099,Cond-14099,RP,1495,RP-01495,L,2030,L-02030,Activo,"Delgado Alejandro","2023-11-29 16:24:25",2023-05-03,,Si,,Si
Cond,24484,Cond-24484,,,-,L,1717,L-01717,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:38",2023-06-16,,No,7800.0,No
Cond,28887,Cond-28887,RP,21118,RP-21118,L,18440,L-18440,Activo,"Alexandre GOMBA","2023-10-20 16:48:10",2023-10-20,,No,,Si
Cond,31805,Cond-31805,RP,23705,RP-23705,L,7970,L-07970,Activo,"Alexandre GOMBA","2024-01-10 22:27:50",2024-01-10,,No,,Si
Cond,12408,Cond-12408,RP,286,RP-00286,L,332,L-00332,Activo,"Delgado Alejandro","2023-10-20 17:02:22",2023-05-03,,Si,,Si
Cond,31073,Cond-31073,RP,20719,RP-20719,L,10895,L-10895,Activo,"Alexandre GOMBA","2023-11-16 16:20:21",2023-11-16,,No,,No
Cond,12323,Cond-12323,RP,218,RP-00218,L,251,L-00251,Activo,"Delgado Alejandro","2023-10-20 17:02:10",2023-05-03,,Si,,Si
Cond,22014,Cond-22014,RP,7130,RP-07130,L,9589,L-09589,Activo,"Delgado Alejandro","2023-10-20 17:19:41",2023-05-03,,No,,Si
Cond,30173,Cond-30173,RP,3169,RP-03169,L,4459,L-04459,Activo,"Alexandre GOMBA","2023-11-16 15:59:21",2023-11-16,,Si,,Si
Cond,20315,Cond-20315,RP,5862,RP-05862,L,7964,L-07964,Activo,"Delgado Alejandro","2023-10-20 17:16:23",2023-05-03,,No,,Si
Cond,22696,Cond-22696,RP,7556,RP-07556,L,10231,L-10231,Activo,"Delgado Alejandro","2023-10-20 17:20:58",2023-05-03,,No,,Si
Cond,30079,Cond-30079,RP,2667,RP-02667,L,19484,L-19484,Activo,"Alexandre GOMBA","2023-11-16 15:57:10",2023-11-16,,No,,Si
Cond,12419,Cond-12419,RP,295,RP-00295,L,340,L-00340,Activo,"Delgado Alejandro","2023-10-20 17:02:23",2023-05-03,,Si,,No
Cond,26802,Cond-26802,RP,59,RP-00059,L,16772,L-16772,Activo,"Alexandre GOMBA","2023-10-20 16:10:46",2023-10-20,,Si,,Si
Cond,25164,Cond-25164,,,-,L,4969,L-04969,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:13",2023-06-16,,Si,2000.0,Si
Cond,23553,Cond-23553,RP,8140,RP-08140,L,11080,L-11080,Activo,"Delgado Alejandro","2023-10-20 17:22:27",2023-05-03,,No,,Si
Cond,18435,Cond-18435,RP,4540,RP-04540,L,6150,L-06150,Activo,"Delgado Alejandro","2023-10-20 17:13:03",2023-05-03,,No,,Si
Cond,19201,Cond-19201,RP,5060,RP-05060,L,6894,L-06894,Activo,"Delgado Alejandro","2023-10-20 17:14:24",2023-05-03,,No,,Si
Cond,29574,Cond-29574,RP,8550,RP-08550,L,18096,L-18096,Activo,"Alexandre GOMBA","2023-10-20 17:00:19",2023-10-20,,No,,Si
Cond,31050,Cond-31050,RP,20708,RP-20708,L,10775,L-10775,Activo,"Alexandre GOMBA","2023-11-16 16:19:49",2023-11-16,,No,,Si
Cond,14991,Cond-14991,RP,2075,RP-02075,L,2907,L-02907,Activo,"Delgado Alejandro","2023-10-20 17:06:51",2023-05-03,,No,,No
Cond,24862,Cond-24862,,,-,L,3618,L-03618,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:44:31",2023-06-16,,No,3000.0,Si
Cond,19697,Cond-19697,RP,5364,RP-05364,L,7391,L-07391,Activo,"Delgado Alejandro","2023-10-20 17:15:10",2023-05-03,,No,,Si
Cond,29725,Cond-29725,RP,19391,RP-19391,L,1132,L-01132,Activo,"Alexandre GOMBA","2023-11-16 15:49:00",2023-11-16,,Si,,No
Cond,18969,Cond-18969,RP,4909,RP-04909,L,6664,L-06664,Activo,"Delgado Alejandro","2023-10-20 17:13:56",2023-05-03,,No,,Si
Cond,19119,Cond-19119,RP,5008,RP-05008,L,6811,L-06811,Activo,"Delgado Alejandro","2023-10-20 17:14:14",2023-05-03,,No,,Si
Cond,22120,Cond-22120,RP,7196,RP-07196,L,9694,L-09694,Activo,"Delgado Alejandro","2023-10-20 17:19:53",2023-05-03,,No,,Si
Cond,25905,Cond-25905,,,-,L,8550,L-08550,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:55",2023-06-16,,Si,3575.36,Si
Cond,30182,Cond-30182,RP,23664,RP-23664,L,4572,L-04572,Activo,"Alexandre GOMBA","2024-01-10 22:31:39",2023-11-16,,Si,,Si
Cond,18450,Cond-18450,RP,4555,RP-04555,L,6163,L-06163,Activo,"Delgado Alejandro","2023-10-20 17:13:05",2023-05-03,,No,,No
Cond,19963,Cond-19963,RP,5560,RP-05560,L,7636,L-07636,Activo,"Delgado Alejandro","2023-10-20 17:15:39",2023-05-03,,Si,,Si
Cond,28629,Cond-28629,RP,5381,RP-05381,L,18127,L-18127,Activo,"Alexandre GOMBA","2023-10-20 16:43:35",2023-10-20,,No,,No
Cond,24596,Cond-24596,,,-,L,2393,L-02393,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:54",2023-06-16,,No,4580.38,Si
Cond,24167,Cond-24167,,,-,L,2,L-00002,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:42:55",2023-06-16,,No,2500.0,Si
Cond,21260,Cond-21260,RP,6573,RP-06573,L,8860,L-08860,Activo,"Delgado Alejandro","2023-10-20 17:18:11",2023-05-03,,Si,,Si
Cond,12881,Cond-12881,RP,602,RP-00602,L,771,L-00771,Activo,"Delgado Alejandro","2023-10-20 17:03:08",2023-05-03,,No,,Si
Cond,17351,Cond-17351,RP,3745,RP-03745,L,5138,L-05138,Activo,"Delgado Alejandro","2023-10-20 17:11:07",2023-05-03,,No,,Si
Cond,16604,Cond-16604,RP,3161,RP-03161,L,4425,L-04425,Activo,"Delgado Alejandro","2023-10-20 17:09:37",2023-05-03,,No,,Si
Cond,19401,Cond-19401,RP,5171,RP-05171,L,7084,L-07084,Activo,"Delgado Alejandro","2023-10-20 17:14:41",2023-05-03,,No,,No
Cond,29112,Cond-29112,RP,7052,RP-07052,L,16831,L-16831,Activo,"Alexandre GOMBA","2023-10-20 16:52:12",2023-10-20,,Si,,Si
Cond,22760,Cond-22760,RP,7598,RP-07598,L,10301,L-10301,Activo,"Delgado Alejandro","2023-10-20 17:21:05",2023-05-03,,No,,Si
Cond,31439,Cond-31439,RP,23808,RP-23808,L,14863,L-14863,Activo,"Alexandre GOMBA","2024-01-10 22:21:26",2024-01-10,,No,,Si
Cond,22071,Cond-22071,RP,7170,RP-07170,L,9644,L-09644,Activo,"Delgado Alejandro","2023-10-20 17:19:48",2023-05-03,,No,,Si
Cond,24492,Cond-24492,,,-,L,1760,L-01760,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:40",2023-06-16,,Si,2500.0,Si
Cond,14967,Cond-14967,RP,2057,RP-02057,L,2885,L-02885,Activo,"Delgado Alejandro","2023-10-20 17:06:48",2023-05-03,,Si,,No
Cond,28725,Cond-28725,RP,5959,RP-05959,L,18727,L-18727,Activo,"Alexandre GOMBA","2023-10-20 16:45:16",2023-10-20,,No,,No
Cond,30941,Cond-30941,RP,364,RP-00364,L,9826,L-09826,Activo,"Alexandre GOMBA","2023-11-16 16:17:27",2023-11-16,,No,,Si
Cond,22376,Cond-22376,RP,7351,RP-07351,L,9924,L-09924,Activo,"Delgado Alejandro","2023-10-20 17:20:20",2023-05-03,,No,,Si
Cond,13644,Cond-13644,RP,1192,RP-01192,L,1570,L-01570,Activo,"Delgado Alejandro","2023-10-20 17:04:32",2023-05-03,,No,,Si
Cond,30090,Cond-30090,RP,2754,RP-02754,L,19348,L-19348,Activo,"Alexandre GOMBA","2023-11-16 15:57:25",2023-11-16,,No,,Si
Cond,18073,Cond-18073,RP,4304,RP-04304,L,5803,L-05803,Activo,"Delgado Alejandro","2023-10-20 17:12:31",2023-05-03,,No,,Si
Cond,15784,Cond-15784,RP,2659,RP-02659,L,3636,L-03636,Activo,"Delgado Alejandro","2023-10-20 17:08:21",2023-05-03,,Si,,Si
Cond,19602,Cond-19602,RP,5307,RP-05307,L,7286,L-07286,Activo,"Delgado Alejandro","2023-10-20 17:15:01",2023-05-03,,No,,Si
Cond,27610,Cond-27610,RP,19441,RP-19441,L,3407,L-03407,Activo,"Alexandre GOMBA","2023-10-20 16:25:31",2023-10-20,,Si,,No
Cond,27211,Cond-27211,RP,1320,RP-01320,L,17540,L-17540,Activo,"Alexandre GOMBA","2023-10-20 16:18:19",2023-10-20,,No,,Si
Cond,28606,Cond-28606,RP,21064,RP-21064,L,7352,L-07352,Activo,"Alexandre GOMBA","2023-10-20 16:43:10",2023-10-20,,No,,Si
Cond,14106,Cond-14106,RP,1501,RP-01501,L,2037,L-02037,Activo,"Delgado Alejandro","2023-10-20 17:05:21",2023-05-03,,No,,Si
Cond,22539,Cond-22539,RP,7440,RP-07440,L,10078,L-10078,Activo,"Delgado Alejandro","2023-10-20 17:20:36",2023-05-03,,No,,Si
Cond,27323,Cond-27323,RP,20831,RP-20831,L,19332,L-19332,Activo,"Alexandre GOMBA","2023-10-20 16:20:18",2023-10-20,,No,,No
Cond,16751,Cond-16751,RP,3287,RP-03287,L,4571,L-04571,Activo,"Delgado Alejandro","2023-10-20 17:10:00",2023-05-03,,Si,,Si
Cond,19053,Cond-19053,RP,4967,RP-04967,L,6743,L-06743,Activo,"Delgado Alejandro","2023-10-20 17:14:06",2023-05-03,,No,,Si
Cond,25402,Cond-25402,,,-,L,5976,L-05976,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:45",2023-06-16,,Si,7060.0,Si
Cond,19509,Cond-19509,RP,5246,RP-05246,L,7190,L-07190,Activo,"Delgado Alejandro","2023-10-20 17:14:52",2023-05-03,,No,,Si
Cond,30109,Cond-30109,RP,2697,RP-02697,L,17765,L-17765,Activo,"Alexandre GOMBA","2023-11-16 15:57:53",2023-11-16,,No,,Si
Cond,26836,Cond-26836,RP,20726,RP-20726,L,18015,L-18015,Activo,"Alexandre GOMBA","2023-10-20 16:11:24",2023-10-20,,No,,Si
Cond,20700,Cond-20700,RP,6169,RP-06169,L,8313,L-08313,Activo,"Delgado Alejandro","2023-10-20 17:17:12",2023-05-03,,No,,Si
Cond,28011,Cond-28011,RP,20961,RP-20961,L,4686,L-04686,Activo,"Alexandre GOMBA","2023-10-20 16:32:29",2023-10-20,,No,,Si
Cond,24095,Cond-24095,RP,8550,RP-08550,L,11607,L-11607,Activo,"Delgado Alejandro","2023-10-20 17:23:22",2023-05-03,,No,,Si
Cond,19363,Cond-19363,RP,5151,RP-05151,L,7052,L-07052,Activo,"Delgado Alejandro","2023-10-20 17:14:38",2023-05-03,,Si,,Si
Cond,18264,Cond-18264,RP,4439,RP-04439,L,5984,L-05984,Activo,"Delgado Alejandro","2023-10-20 17:12:51",2023-05-03,,Si,,Si
Cond,26878,Cond-26878,RP,326,RP-00326,L,17042,L-17042,Activo,"Alexandre GOMBA","2023-10-20 16:12:12",2023-10-20,,Si,,Si
Cond,30983,Cond-30983,RP,20748,RP-20748,L,10030,L-10030,Activo,"Alexandre GOMBA","2023-11-16 16:18:22",2023-11-16,,Si,,Si
Cond,19969,Cond-19969,RP,5566,RP-05566,L,7640,L-07640,Activo,"Delgado Alejandro","2023-10-20 17:15:40",2023-05-03,,Si,,No
Cond,25222,Cond-25222,,,-,L,5235,L-05235,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:20",2023-06-16,,No,2816.8,Si
Cond,17400,Cond-17400,RP,3783,RP-03783,L,5184,L-05184,Activo,"Delgado Alejandro","2023-10-20 17:11:13",2023-05-03,,No,,No
Cond,22366,Cond-22366,RP,7343,RP-07343,L,9916,L-09916,Activo,"Delgado Alejandro","2023-10-20 17:20:18",2023-05-03,,Si,,Si
Cond,23998,Cond-23998,RP,8474,RP-08474,L,11519,L-11519,Activo,"Delgado Alejandro","2023-10-20 17:23:11",2023-05-03,,No,,Si
Cond,28597,Cond-28597,RP,5319,RP-05319,L,17422,L-17422,Activo,"Alexandre GOMBA","2023-10-20 16:43:01",2023-10-20,,No,,Si
Cond,17432,Cond-17432,RP,3806,RP-03806,L,5212,L-05212,Inactivo,"Delgado Alejandro","2023-09-07 21:27:23",2023-05-03,,Si,3000.0,No
Cond,16914,Cond-16914,RP,3411,RP-03411,L,4725,L-04725,Activo,"Delgado Alejandro","2023-10-20 17:10:20",2023-05-03,,No,,No
Cond,22274,Cond-22274,RP,7282,RP-07282,L,9832,L-09832,Activo,"Delgado Alejandro","2023-10-20 17:20:07",2023-05-03,,No,,Si
Cond,14584,Cond-14584,RP,1784,RP-01784,L,2532,L-02532,Activo,"Delgado Alejandro","2023-10-20 17:06:06",2023-05-03,,Si,,Si
Cond,17977,Cond-17977,RP,4237,RP-04237,L,5710,L-05710,Activo,"Delgado Alejandro","2023-10-20 17:12:21",2023-05-03,,Si,,Si
Cond,15167,Cond-15167,RP,2193,RP-02193,L,3073,L-03073,Activo,"Delgado Alejandro","2023-10-20 17:07:07",2023-05-03,,No,,Si
Cond,29290,Cond-29290,RP,7746,RP-07746,L,18243,L-18243,Activo,"Alexandre GOMBA","2023-10-20 16:55:17",2023-10-20,,Si,,Si
Cond,21281,Cond-21281,RP,6591,RP-06591,L,8879,L-08879,Activo,"Delgado Alejandro","2023-10-20 17:18:14",2023-05-03,,Si,,No
Cond,27379,Cond-27379,RP,1737,RP-01737,L,18210,L-18210,Activo,"Alexandre GOMBA","2023-10-20 16:21:16",2023-10-20,,No,,Si
Cond,17480,Cond-17480,RP,3842,RP-03842,L,5254,L-05254,Activo,"Delgado Alejandro","2023-10-20 17:11:23",2023-05-03,,Si,,No
Cond,23327,Cond-23327,RP,8016,RP-08016,L,10883,L-10883,Activo,"Delgado Alejandro","2023-10-20 17:22:04",2023-05-03,,Si,,Si
Cond,22887,Cond-22887,RP,7706,RP-07706,L,10420,L-10420,Activo,"Delgado Alejandro","2023-10-20 17:21:20",2023-05-03,,Si,,No
Cond,29319,Cond-29319,RP,21179,RP-21179,L,17546,L-17546,Activo,"Alexandre GOMBA","2023-10-20 16:55:47",2023-10-20,,No,,No
Cond,18949,Cond-18949,RP,4893,RP-04893,L,6644,L-06644,Activo,"Delgado Alejandro","2023-10-20 17:13:52",2023-05-03,,No,,Si
Cond,29737,Cond-29737,RP,788,RP-00788,L,1213,L-01213,Activo,"Alexandre GOMBA","2023-11-16 15:49:16",2023-11-16,,Si,,No
Cond,12418,Cond-12418,RP,294,RP-00294,L,339,L-00339,Activo,"Delgado Alejandro","2023-10-20 17:02:23",2023-05-03,,No,,No
Cond,20446,Cond-20446,RP,5970,RP-05970,L,8087,L-08087,Activo,"Delgado Alejandro","2023-10-20 17:16:39",2023-05-03,,Si,,Si
Cond,19308,Cond-19308,RP,5123,RP-05123,L,6998,L-06998,Activo,"Delgado Alejandro","2023-10-20 17:14:32",2023-05-03,,Si,,Si
Cond,31039,Cond-31039,RP,7792,RP-07792,L,10542,L-10542,Activo,"Alexandre GOMBA","2023-11-16 16:19:35",2023-11-16,,No,,Si
Cond,19069,Cond-19069,RP,4974,RP-04974,L,6758,L-06758,Activo,"Delgado Alejandro","2023-10-20 17:14:08",2023-05-03,,No,,Si
Cond,14336,Cond-14336,RP,1636,RP-01636,L,2281,L-02281,Activo,"Delgado Alejandro","2023-10-20 17:05:40",2023-05-03,,No,,Si
Cond,13176,Cond-13176,RP,826,RP-00826,L,1126,L-01126,Activo,"Delgado Alejandro","2023-10-20 17:03:36",2023-05-03,,Si,,No
Cond,20559,Cond-20559,RP,6061,RP-06061,L,8189,L-08189,Activo,"Delgado Alejandro","2023-10-20 17:16:55",2023-05-03,,No,,No
Cond,18862,Cond-18862,RP,4840,RP-04840,L,6555,L-06555,Activo,"Delgado Alejandro","2023-10-20 17:13:43",2023-05-03,,No,,Si
Cond,25758,Cond-25758,,,-,L,7865,L-07865,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:34",2023-06-16,,Si,3810.58,Si
Cond,21746,Cond-21746,RP,6960,RP-06960,L,9321,L-09321,Activo,"Delgado Alejandro","2023-10-20 17:19:16",2023-05-03,,Si,,No
Cond,29629,Cond-29629,RP,20721,RP-20721,L,496,L-00496,Activo,"Alexandre GOMBA","2023-11-16 15:46:48",2023-11-16,,No,,Si
Cond,30906,Cond-30906,RP,7130,RP-07130,L,19467,L-19467,Activo,"Alexandre GOMBA","2023-11-16 16:16:35",2023-11-16,,No,,Si
Cond,12547,Cond-12547,RP,391,RP-00391,L,465,L-00465,Activo,"Delgado Alejandro","2023-10-20 17:02:38",2023-05-03,,No,,Si
Cond,22616,Cond-22616,RP,7495,RP-07495,L,10154,L-10154,Activo,"Delgado Alejandro","2023-10-20 17:20:47",2023-05-03,,Si,,Si
Cond,24327,Cond-24327,,,-,L,833,L-00833,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:43:17",2023-06-16,,No,12573.44,Si
Cond,19139,Cond-19139,RP,5021,RP-05021,L,6832,L-06832,Activo,"Delgado Alejandro","2023-10-20 17:14:17",2023-05-03,,No,,Si
Cond,14517,Cond-14517,RP,1747,RP-01747,L,2467,L-02467,Activo,"Delgado Alejandro","2023-10-20 17:06:00",2023-05-03,,No,,Si
Cond,32013,Cond-32013,RP,23804,RP-23804,L,19661,L-19661,Activo,"Alexandre GOMBA","2024-01-18 23:16:17",2024-01-18,,No,,
Cond,23139,Cond-23139,RP,7887,RP-07887,L,10704,L-10704,Activo,"Delgado Alejandro","2023-10-20 17:21:43",2023-05-03,,No,,Si
Cond,12378,Cond-12378,RP,266,RP-00266,L,302,L-00302,Activo,"Delgado Alejandro","2023-10-20 17:02:18",2023-05-03,,No,,Si
Cond,26337,Cond-26337,,,-,L,10976,L-10976,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:54",2023-06-16,,Si,3900.0,Si
Cond,26202,Cond-26202,,,-,L,10171,L-10171,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:47:36",2023-06-16,,Si,3619.04,Si
Cond,25358,Cond-25358,,,-,L,5849,L-05849,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:45:39",2023-06-16,,No,18000.0,Si
Cond,27769,Cond-27769,RP,20909,RP-20909,L,3858,L-03858,Activo,"Alexandre GOMBA","2023-10-20 16:28:20",2023-10-20,,No,,Si
Cond,25823,Cond-25823,,,-,L,8183,L-08183,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:44",2023-06-16,,Si,2289.0,No
Cond,31046,Cond-31046,RP,7902,RP-07902,L,10723,L-10723,Activo,"Alexandre GOMBA","2023-11-16 16:19:44",2023-11-16,,Si,,Si
Cond,12749,Cond-12749,RP,510,RP-00510,L,641,L-00641,Activo,"Delgado Alejandro","2023-10-20 17:02:55",2023-05-03,,No,,Si
Cond,29337,Cond-29337,RP,7814,RP-07814,L,18617,L-18617,Activo,"Alexandre GOMBA","2023-10-20 16:56:06",2023-10-20,,Si,,Si
Cond,31390,Cond-31390,RP,21489,RP-21489,L,1291,L-01291,Activo,"Alexandre GOMBA","2024-01-10 22:20:34",2024-01-10,,Si,,No
Cond,27176,Cond-27176,RP,1199,RP-01199,L,16753,L-16753,Activo,"Alexandre GOMBA","2023-10-20 16:17:38",2023-10-20,,No,,Si
Cond,25740,Cond-25740,,,-,L,7766,L-07766,Inactivo,"Oscar Camps Solaesa","2023-09-07 21:46:32",2023-06-16,,No,1464.59,No
Cond,27659,Cond-27659,RP,2633,RP-02633,L,18301,L-18301,Activo,"Alexandre GOMBA","2023-10-20 16:26:23",2023-10-20,,No,,Si
Cond,20338,Cond-20338,RP,5879,RP-05879,L,7985,L-07985,Activo,"Delgado Alejandro","2023-10-20 17:16:25",2023-05-03,,Si,,Si
