"WO - ID - prefix","WO - ID - number","WO - ID","ID Solicitud de Acceso - prefix","ID Solicitud de Acceso - number","ID Solicitud de Acceso","ID Site de trabajo - prefix","ID Site de trabajo - number","ID Site de trabajo","ID Site de trabajo (Descargas Baterias) - prefix","ID Site de trabajo (Descargas Baterias) - number","ID Site de trabajo (Descargas Baterias)",Solicitante,Estado,"Fecha de creaciÃ³n","Ultimo cambio",TÃ­tulo,"DescripciÃ³n del Trabajo",Tipo,"Â¿Impacto en el servicio?","Fecha de inicio del impacto del servicio","Fecha de finalizaciÃ³n del impacto del servicio","Fecha ejecuciÃ³n","Estado Cierre","ID Ocean","Fecha prÃ³xima revisiÃ³n","ID de emplazamiento - prefix","ID de emplazamiento - number","ID de emplazamiento","Trabajo completo","Trabajo realizado","Fin de trabajo (previsto)","Fin del trabajo","Inicio de obra","Inicio de obra (previsto)","Reconocimiento requerido","No empezar antes","coordenadas - Latitude - WGS 84","coordenadas - Longitude - WGS 84","coordenadas - Elevation",RazÃ³n,"Trabajo realizado","Trabajo por hacer","PrÃ³xima visita preventiva en","PrÃ³xima visita PM","Â¿Se requiere acceso al sitio?",Dominio,"Fecha de inicio prevista","Fecha de finalizaciÃ³n prevista"
WO,760,WO-760,,,-,,,,SPA-VX,29,SPA-VX00029,"Delgado Alejandro",Cerrado,"2020-06-16 00:00:00","2023-09-07 20:15:42",Otros,,"Revision (MTO)",,,,,,,,LO,7221,LO-007221,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2353,WO-2353,,,-,,,,SPA-TO,503,SPA-TO00503,"System Administrator",Cerrado,"2023-11-14 18:41:11","2023-11-15 12:11:42","211230471847_TO0503-REVISION__MTO_-04-02-2019.PDF","211230471847_TO0503-REVISION__MTO_-04-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,6719,LO-006719,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1815,WO-1815,,,-,,,,SPA-HX,9803,SPA-HX09803,"Delgado Alejandro",Cerrado,"2022-10-20 00:00:00","2023-09-07 20:19:02",Otros,,"Revision (MTO)",,,,,,,,LO,2994,LO-002994,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,5,WO-005,,,-,,,,SPA-AB,5901,SPA-AB05901,"Delgado Alejandro",Cerrado,,"2023-09-07 20:13:18","Certificado favorable",,"Inspecciones (OCA)",,,,,,,,LO,27,LO-000027,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3065,WO-3065,,,-,,,,,,,"System Administrator",Cerrado,"2023-11-14 18:57:35","2023-11-15 12:14:14","0412043823281_SA6408-INSPECCION___OCA__-25092013.PDF","0412043823281_SA6408-INSPECCION___OCA__-25092013.PDF","Inspecciones (OCA)",NO,,,,,,,,,-,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3736,WO-3736,,,-,,,,SPA-TE,52,SPA-TE00052,"System Administrator",Cerrado,"2023-11-14 19:13:08","2023-11-15 12:21:37","271016501117_TE0052-REV_MTO_22-08-2022.PDF","271016501117_TE0052-REV_MTO_22-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,6419,LO-006419,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2808,WO-2808,,,-,,,,SPA-CX,427,SPA-CX00427,"System Administrator",Cerrado,"2023-11-14 18:51:43","2023-11-15 12:22:32","2112342720830_CX0427-REVISION__MTO_-11-05-2020.PDF","2112342720830_CX0427-REVISION__MTO_-11-05-2020.PDF","Revision (MTO)",NO,,,,,,,LO,2135,LO-002135,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,166,WO-166,,,-,,,,SPA-TO,32,SPA-TO00032,"Delgado Alejandro",Cerrado,"2019-05-15 00:00:00","2023-09-07 20:13:49",Otros,,"Revision (MTO)",,,,,,,,LO,6643,LO-006643,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3306,WO-3306,,,-,,,,SPA-CR,4005,SPA-CR04005,"System Administrator",Cerrado,"2023-11-14 19:03:08","2023-11-15 12:19:38","221319301617_PARTE_INCIDENCIA.PDF","221319301617_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,1810,LO-001810,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1672,WO-1672,,,-,,,,SPA-TO,411,SPA-TO00411,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:33",Otros,,"Revision (MTO)",,,,,,,,LO,6717,LO-006717,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1278,WO-1278,,,-,,,,SPA-MX,9001,SPA-MX09001,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:19",Otros,,"Revision (MTO)",,,,,,,,LO,4988,LO-004988,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3091,WO-3091,,,-,,,,SPA-CU,15,SPA-CU00015,"System Administrator",Cerrado,"2023-11-14 18:58:07","2023-11-15 12:24:04","091550342862_CU0015__CU8674.PDF","091550342862_CU0015__CU8674.PDF","Inspecciones (OCA)",NO,,,,,,29.07.2024,LO,1960,LO-001960,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,222,WO-222,,,-,,,,SPA-AV,8478,SPA-AV08478,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:00",Otros,,"Revision (MTO)",,,,,,,,LO,161,LO-000161,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1294,WO-1294,,,-,,,,SPA-SA,5806,SPA-SA05806,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:23",Otros,,"Revision (MTO)",,,,,,,,LO,5707,LO-005707,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,29,WO-029,,,-,,,,SPA-AB,6351,SPA-AB06351,"Delgado Alejandro",Cerrado,"2021-04-07 09:00:00","2023-09-07 20:13:23","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,75,LO-000075,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1013,WO-1013,,,-,,,,SPA-VA,2225,SPA-VA02225,"Delgado Alejandro",Cerrado,"2020-10-01 00:00:00","2023-09-07 20:16:29",Otros,,"Revision (MTO)",,,,,,,,LO,7065,LO-007065,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,235,WO-235,,,-,,,,SPA-AV,8943,SPA-AV08943,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:02",Otros,,"Revision (MTO)",,,,,,,,LO,222,LO-000222,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2989,WO-2989,,,-,,,,,,,"System Administrator",Cerrado,"2023-11-14 18:55:57","2023-11-15 12:09:26","221028164705_REVISION_VISUAL_CT_CO7101_2021.PDF","221028164705_REVISION_VISUAL_CT_CO7101_2021.PDF","Revision (MTO)",NO,,,,,,,,,-,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,394,WO-394,,,-,,,,SPA-CR,3311,SPA-CR03311,"Delgado Alejandro",Cerrado,"2019-02-11 00:00:00","2023-09-07 20:14:32",Otros,,"Revision (MTO)",,,,,,,,LO,1790,LO-001790,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1647,WO-1647,,,-,,,,SPA-TO,26,SPA-TO00026,"Delgado Alejandro",Cerrado,"2022-07-15 14:26:00","2023-09-07 20:18:29","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,6641,LO-006641,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1734,WO-1734,,,-,,,,SPA-AB,5909,SPA-AB05909,"Delgado Alejandro",Cerrado,"2022-09-06 00:00:00","2023-09-07 20:18:45",Otros,,"Revision (MTO)",,,,,,,,LO,32,LO-000032,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,364,WO-364,,,-,,,,SPA-ZA,6987,SPA-ZA06987,"Delgado Alejandro",Cerrado,"2019-07-08 00:00:00","2023-09-07 20:14:27",Otros,,"Revision (MTO)",,,,,,,,LO,7654,LO-007654,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,686,WO-686,,,-,,,,SPA-LE,921,SPA-LE00921,"Delgado Alejandro",Cerrado,"2020-08-13 00:00:00","2023-09-07 20:15:28",Otros,,"Revision (MTO)",,,,,,,,LO,3423,LO-003423,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2556,WO-2556,,,-,,,,SPA-LE,1543,SPA-LE01543,"System Administrator",Cerrado,"2023-11-14 18:45:58","2023-11-15 12:15:27","2112311232072_LE1543-INSPECCION__OCA_-14-08-2020.PDF","2112311232072_LE1543-INSPECCION__OCA_-14-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,14.08.2023,LO,3446,LO-003446,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2748,WO-2748,,,-,,,,SPA-ZA,6946,SPA-ZA06946,"System Administrator",Cerrado,"2023-11-14 18:50:18","2023-11-15 12:13:48","2112342317591_ZA6946-INSPECCION__OCA_-11-09-2020.PDF","2112342317591_ZA6946-INSPECCION__OCA_-11-09-2020.PDF","Inspecciones (OCA)",NO,,,,,,11.09.2023,LO,7638,LO-007638,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,627,WO-627,,,-,,,,SPA-BU,4126,SPA-BU04126,"Delgado Alejandro",Cerrado,"2020-10-09 00:00:00","2023-09-07 20:15:17",Otros,,"Revision (MTO)",,,,,,,,LO,642,LO-000642,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3672,WO-3672,,,-,,,,SPA-BU,4313,SPA-BU04313,"System Administrator",Cerrado,"2023-11-14 19:11:35","2023-11-15 12:06:00","1608315621731_BU4313-CON_DEFECTOS.PDF","1608315621731_BU4313-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,737,LO-000737,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2405,WO-2405,,,-,,,,SPA-CU,8405,SPA-CU08405,"System Administrator",Cerrado,"2023-11-14 18:42:24","2023-11-15 12:20:52","2112305119770_CU8405-REVISION__MTO_-12-03-2019.PDF","2112305119770_CU8405-REVISION__MTO_-12-03-2019.PDF","Revision (MTO)",NO,,,,,,,LO,1995,LO-001995,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2835,WO-2835,,,-,,,,SPA-CU,8455,SPA-CU08455,"System Administrator",Cerrado,"2023-11-14 18:52:22","2023-11-15 12:12:31","2112343217843_CU8455-INSPECCION__OCA_-21-03-2018.PDF","2112343217843_CU8455-INSPECCION__OCA_-21-03-2018.PDF","Inspecciones (OCA)",NO,,,,,,21.03.2021,LO,2002,LO-002002,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2916,WO-2916,,,-,,,,SPA-LO,512,SPA-LO00512,"System Administrator",Cerrado,"2023-11-14 18:54:15","2023-11-15 12:14:21",0210040013551_LO0512.PDF,0210040013551_LO0512.PDF,"Inspecciones (OCA)",NO,,,,,,14.06.2024,LO,3539,LO-003539,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,628,WO-628,,,-,,,,SPA-AX,6310,SPA-AX06310,"Delgado Alejandro",Cerrado,"2020-05-18 00:00:00","2023-09-07 20:15:17",Otros,,"Revision (MTO)",,,,,,,,LO,351,LO-000351,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,491,WO-491,,,-,,,,SPA-LE,1951,SPA-LE01951,"Delgado Alejandro",Cerrado,"2019-06-10 00:00:00","2023-09-07 20:14:51",Otros,,"Revision (MTO)",,,,,,,,LO,3502,LO-003502,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1324,WO-1324,,,-,,,,SPA-SG,9202,SPA-SG09202,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:29",Otros,,"Revision (MTO)",,,,,,,,LO,6068,LO-006068,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1211,WO-1211,,,-,,,,SPA-HX,9809,SPA-HX09809,"Delgado Alejandro",Cerrado,"2021-10-22 14:07:00","2023-09-07 20:17:06","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,2995,LO-002995,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3627,WO-3627,,,-,,,,SPA-ZX,1024,SPA-ZX01024,"System Administrator",Cerrado,"2023-11-14 19:10:30","2023-11-15 12:11:03","1211384011541_ZX0913_-_REV_MTO_19-07-2022.PDF","1211384011541_ZX0913_-_REV_MTO_19-07-2022.PDF","Revision (MTO)",NO,,,,,,,LO,7816,LO-007816,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,336,WO-336,,,-,,,,SPA-SO,9832,SPA-SO09832,"Delgado Alejandro",Cerrado,"2019-07-10 00:00:00","2023-09-07 20:14:22",Otros,,"Revision (MTO)",,,,,,,,LO,6146,LO-006146,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,729,WO-729,,,-,,,,SPA-OR,8985,SPA-OR08985,"Delgado Alejandro",Cerrado,"2020-04-20 00:00:00","2023-09-07 20:15:36",Otros,,"Revision (MTO)",,,,,,,,LO,5130,LO-005130,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3608,WO-3608,,,-,,,,SPA-ZX,374,SPA-ZX00374,"System Administrator",Cerrado,"2023-11-14 19:10:04","2023-11-15 12:21:41","1210563927821_ZX0374_-_AT-Z-09-22_-_TORRALBA_DE_RIBOTA_-_OCA.PDF","1210563927821_ZX0374_-_AT-Z-09-22_-_TORRALBA_DE_RIBOTA_-_OCA.PDF","Inspecciones (OCA)",NO,,,,,,05.07.2025,LO,7759,LO-007759,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,937,WO-937,,,-,,,,SPA-LU,7890,SPA-LU07890,"Delgado Alejandro",Cerrado,,"2023-09-07 20:16:15","Defectos corregidos",,"Revision (MTO)",,,,,,,,LO,3622,LO-003622,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3681,WO-3681,,,-,,,,SPA-BU,4244,SPA-BU04244,"System Administrator",Cerrado,"2023-11-14 19:11:50","2023-11-15 12:05:40","1608420214692_BU4244-CON_DEFECTOS.PDF","1608420214692_BU4244-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,709,LO-000709,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2538,WO-2538,,,-,,,,SPA-PO,4906,SPA-PO04906,"System Administrator",Cerrado,"2023-11-14 18:45:34","2023-11-15 12:19:28","2112311110935_PO4906-REVISION__MTO_-21-04-2020.PDF","2112311110935_PO4906-REVISION__MTO_-21-04-2020.PDF","Revision (MTO)",NO,,,,,,,LO,5489,LO-005489,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3300,WO-3300,,,-,,,,SPA-VX,117,SPA-VX00117,"System Administrator",Cerrado,"2023-11-14 19:02:59","2023-11-15 12:18:14","081313342014_VX0117-REVISION__MTO_-12062015.DOC","081313342014_VX0117-REVISION__MTO_-12062015.DOC","Revision (MTO)",NO,,,,,,,LO,7281,LO-007281,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3469,WO-3469,,,-,,,,SPA-TO,46,SPA-TO00046,"System Administrator",Cerrado,"2023-11-14 19:06:53","2023-11-15 12:10:40","1811245120773_CERT_AT-TO-016_22_TOTEM_TO0046_BURUJON_CT.PDF","1811245120773_CERT_AT-TO-016_22_TOTEM_TO0046_BURUJON_CT.PDF","Inspecciones (OCA)",NO,,,,,,08.06.2025,LO,6648,LO-006648,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1610,WO-1610,,,-,,,,SPA-TO,6,SPA-TO00006,"Delgado Alejandro",Cerrado,"2022-07-15 14:20:00","2023-09-07 20:18:22","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,6630,LO-006630,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1003,WO-1003,,,-,,,,SPA-VA,2148,SPA-VA02148,"Delgado Alejandro",Cerrado,"2020-10-03 00:00:00","2023-09-07 20:16:27",Otros,,"Revision (MTO)",,,,,,,,LO,7014,LO-007014,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3250,WO-3250,,,-,,,,SPA-SE,2202,SPA-SE02202,"System Administrator",Cerrado,"2023-11-14 19:01:49","2023-11-15 12:24:28","221021055067_OCA-LAT-SE2202_2021.PDF","221021055067_OCA-LAT-SE2202_2021.PDF","Inspecciones (OCA)",NO,,,,,,13.12.2024,LO,6001,LO-006001,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1535,WO-1535,,,-,,,,SPA-MA,2636,SPA-MA02636,"Delgado Alejandro",Cerrado,"2022-08-22 00:00:00","2023-09-07 20:18:08",Otros,,"Revision (MTO)",,,,,,,,LO,3864,LO-003864,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2278,WO-2278,,,-,,,,SPA-LE,1743,SPA-LE01743,"System Administrator",Cerrado,"2023-11-14 18:39:22","2023-11-15 12:12:40","2112304124637_LE1743-REVISION__MTO_-10-06-2019.PDF","2112304124637_LE1743-REVISION__MTO_-10-06-2019.PDF","Revision (MTO)",NO,,,,,,,LO,3489,LO-003489,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,200,WO-200,,,-,,,,SPA-ZX,226,SPA-ZX00226,"Delgado Alejandro",Cerrado,"2019-06-18 00:00:00","2023-09-07 20:13:56",Otros,,"Revision (MTO)",,,,,,,,LO,7725,LO-007725,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1955,WO-1955,,,-,,,,SPA-TE,60,SPA-TE00060,"System Administrator",Cerrado,"2023-11-14 18:31:36","2023-11-15 12:19:42","2810063530792_500AT0017211_ALBARRACIN_FIRMADO__TE0060.PDF","2810063530792_500AT0017211_ALBARRACIN_FIRMADO__TE0060.PDF","Inspecciones (OCA)",NO,,,,,,11.05.2024,LO,6424,LO-006424,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2809,WO-2809,,,-,,,,SPA-CX,467,SPA-CX00467,"System Administrator",Cerrado,"2023-11-14 18:51:44","2023-11-15 12:12:54","2112342724593_CX0467-INSPECCION__OCA_-15-09-2020.PDF","2112342724593_CX0467-INSPECCION__OCA_-15-09-2020.PDF","Inspecciones (OCA)",NO,,,,,,15.09.2023,LO,2159,LO-002159,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3133,WO-3133,,,-,,,,SPA-CR,3041,SPA-CR03041,"System Administrator",Cerrado,"2023-11-14 18:59:04","2023-11-15 12:13:40",1110530824767_CR3041.PDF,1110530824767_CR3041.PDF,"Inspecciones (OCA)",NO,,,,,,26.07.2024,LO,1714,LO-001714,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1778,WO-1778,,,-,,,,SPA-BU,4300,SPA-BU04300,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:55",Otros,,"Revision (MTO)",,,,,,,,LO,730,LO-000730,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1934,WO-1934,,,-,,,,SPA-AB,6420,SPA-AB06420,"System Administrator",Cerrado,"2023-11-14 18:31:08","2023-11-15 12:21:34","2610294531299_AB6420_LA_RODA_CERTIFICADO_CONDICIONADA_2021.PDF","2610294531299_AB6420_LA_RODA_CERTIFICADO_CONDICIONADA_2021.PDF","Inspecciones (OCA)",NO,,,,,,10.03.2024,LO,86,LO-000086,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,460,WO-460,,,-,,,,SPA-HX,9801,SPA-HX09801,"Delgado Alejandro",Cerrado,"2020-03-05 00:00:00","2023-09-07 20:14:45",Otros,,"Revision (MTO)",,,,,,,,LO,2993,LO-002993,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,324,WO-324,,,-,,,,SPA-SG,9401,SPA-SG09401,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:19",Otros,,"Revision (MTO)",,,,,,,,LO,6078,LO-006078,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,825,WO-825,,,-,,,,SPA-BU,4138,SPA-BU04138,"Delgado Alejandro",Cerrado,"2020-07-20 00:00:00","2023-09-07 20:15:54",Otros,,"Revision (MTO)",,,,,,,,LO,651,LO-000651,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1979,WO-1979,,,-,,,,SPA-VX,349,SPA-VX00349,"System Administrator",Cerrado,"2023-11-14 18:32:11","2023-11-15 12:17:36","2711153123361_460_AT_0046_21-1__VX0349.PDF","2711153123361_460_AT_0046_21-1__VX0349.PDF","Inspecciones (OCA)",NO,,,,,,20.04.2024,LO,7344,LO-007344,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1127,WO-1127,,,-,,,,SPA-CU,8316,SPA-CU08316,"Delgado Alejandro",Cerrado,,"2023-09-07 20:16:50",Otros,,"Revision (MTO)",,,,,,,,LO,1978,LO-001978,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1149,WO-1149,,,-,,,,SPA-CU,8677,SPA-CU08677,"Delgado Alejandro",Cerrado,,"2023-09-07 20:16:54",Otros,,"Revision (MTO)",,,,,,,,LO,2058,LO-002058,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3808,WO-3808,,,-,,,,,,,"Javier Fernandez Tellez",Abierto,"2024-01-10 17:12:24","2024-01-10 17:12:24","PRUEBA 10","PRUEBA 10",Infraestructura,NO,,,,,,,,,-,false,,,,,,false,2024-01-10,,,,,,,,,,,,
WO,119,WO-119,,,-,,,,SPA-SA,6435,SPA-SA06435,"Delgado Alejandro",Cerrado,"2019-11-14 00:00:00","2023-09-07 20:13:40",Otros,,"Revision (MTO)",,,,,,,,LO,5720,LO-005720,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,597,WO-597,,,-,,,,SPA-AB,6033,SPA-AB06033,"Delgado Alejandro",Cerrado,"2020-04-23 00:00:00","2023-09-07 20:15:11",Otros,,"Revision (MTO)",,,,,,,,LO,54,LO-000054,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3723,WO-3723,,,-,,,,SPA-AB,6017,SPA-AB06017,"System Administrator",Cerrado,"2023-11-14 19:12:50","2023-11-15 12:13:31","2709453017310_AB6017_-_REV_MTO_25-08-2022.PDF","2709453017310_AB6017_-_REV_MTO_25-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,48,LO-000048,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2527,WO-2527,,,-,,,,SPA-LE,471,SPA-LE00471,"System Administrator",Cerrado,"2023-11-14 18:45:20","2023-11-15 12:11:03","211231083565_LE0471-REVISION__MTO_-23-06-2020.PDF","211231083565_LE0471-REVISION__MTO_-23-06-2020.PDF","Revision (MTO)",NO,,,,,,,LO,3399,LO-003399,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,752,WO-752,,,-,,,,SPA-PO,6610,SPA-PO06610,"Delgado Alejandro",Cerrado,"2020-04-21 00:00:00","2023-09-07 20:15:40",Otros,,"Revision (MTO)",,,,,,,,LO,5596,LO-005596,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3631,WO-3631,,,-,,,,SPA-CR,3221,SPA-CR03221,"System Administrator",Cerrado,"2023-11-14 19:10:36","2023-11-15 12:13:56","1211452521845_CR3221_-_AT-CR-051-22_-_ARGAMASILLA_CALATRAVA_-_OCA.PDF","1211452521845_CR3221_-_AT-CR-051-22_-_ARGAMASILLA_CALATRAVA_-_OCA.PDF","Inspecciones (OCA)",NO,,,,,,21.06.2025,LO,1777,LO-001777,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,401,WO-401,,,-,,,,SPA-CU,8319,SPA-CU08319,"Delgado Alejandro",Cerrado,"2019-03-12 00:00:00","2023-09-07 20:14:34",Otros,,"Revision (MTO)",,,,,,,,LO,1979,LO-001979,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2985,WO-2985,,,-,,,,SPA-CO,7237,SPA-CO07237,"System Administrator",Cerrado,"2023-11-14 18:55:52","2023-11-15 12:11:45","2211151426657_REVISION_VISUAL_CT_CO7237_2021.PDF","2211151426657_REVISION_VISUAL_CT_CO7237_2021.PDF","Revision (MTO)",NO,,,,,,,LO,1657,LO-001657,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2810,WO-2810,,,-,,,,SPA-CX,467,SPA-CX00467,"System Administrator",Cerrado,"2023-11-14 18:51:45","2023-11-15 12:23:30","2112342830806_CX0467-REVISION__MTO_-11-05-2020.PDF","2112342830806_CX0467-REVISION__MTO_-11-05-2020.PDF","Revision (MTO)",NO,,,,,,,LO,2159,LO-002159,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2364,WO-2364,,,-,,,,SPA-TO,111,SPA-TO00111,"System Administrator",Cerrado,"2023-11-14 18:41:27","2023-11-15 12:17:47","2112304832703_TO0111-REVISION__MTO_-04-02-2019.PDF","2112304832703_TO0111-REVISION__MTO_-04-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,6677,LO-006677,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3210,WO-3210,,,-,,,,SPA-HX,9404,SPA-HX09404,"System Administrator",Cerrado,"2023-11-14 19:00:55","2023-11-15 12:05:10","0313385514926_HX9404-INSPECCION__OCA_-19-10-2022.PDF","0313385514926_HX9404-INSPECCION__OCA_-19-10-2022.PDF","Inspecciones (OCA)",NO,,,,,,19.10.2025,LO,2915,LO-002915,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2429,WO-2429,,,-,,,,SPA-GU,9167,SPA-GU09167,"System Administrator",Cerrado,"2023-11-14 18:42:59","2023-11-15 12:10:32","2112305326177_GU9167-REVISION__MTO_-06-03-2019.PDF","2112305326177_GU9167-REVISION__MTO_-06-03-2019.PDF","Revision (MTO)",NO,,,,,,,LO,2789,LO-002789,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1011,WO-1011,,,-,,,,SPA-VA,2196,SPA-VA02196,"Delgado Alejandro",Cerrado,"2020-10-05 00:00:00","2023-09-07 20:16:29",Otros,,"Revision (MTO)",,,,,,,,LO,7045,LO-007045,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1203,WO-1203,,,-,,,,SPA-HX,9801,SPA-HX09801,"Delgado Alejandro",Cerrado,"2022-10-18 00:00:00","2023-09-07 20:17:05",Otros,,"Revision (MTO)",,,,,,,,LO,2993,LO-002993,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3271,WO-3271,,,-,,,,SPA-LE,152,SPA-LE00152,"System Administrator",Cerrado,"2023-11-14 19:02:19","2023-11-15 12:21:41",1410343719187_LE0152.PDF,1410343719187_LE0152.PDF,"Revision (MTO)",NO,,,,,,,LO,3377,LO-003377,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1074,WO-1074,,,-,,,,SPA-CO,6821,SPA-CO06821,"Delgado Alejandro",Cerrado,"2021-10-22 09:56:00","2023-09-07 20:16:41","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,1606,LO-001606,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,655,WO-655,,,-,,,,SPA-BU,4272,SPA-BU04272,"Delgado Alejandro",Cerrado,"2020-10-07 00:00:00","2023-09-07 20:15:22",Otros,,"Revision (MTO)",,,,,,,,LO,720,LO-000720,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2314,WO-2314,,,-,,,,SPA-HX,9480,SPA-HX09480,"System Administrator",Cerrado,"2023-11-14 18:40:15","2023-11-15 12:19:53","2112304431495_HX9480-REVISION__MTO_-27-02-2020.PDF","2112304431495_HX9480-REVISION__MTO_-27-02-2020.PDF","Revision (MTO)",NO,,,,,,,LO,2933,LO-002933,false,,,,,,false,2023-11-14,,,,,,,,,,,,
