"WO - ID - prefix","WO - ID - number","WO - ID","ID Solicitud de Acceso - prefix","ID Solicitud de Acceso - number","ID Solicitud de Acceso","ID Site de trabajo - prefix","ID Site de trabajo - number","ID Site de trabajo","ID Site de trabajo (Descargas Baterias) - prefix","ID Site de trabajo (Descargas Baterias) - number","ID Site de trabajo (Descargas Baterias)",Solicitante,Estado,"Fecha de creaciÃ³n","Ultimo cambio",TÃ­tulo,"DescripciÃ³n del Trabajo",Tipo,"Â¿Impacto en el servicio?","Fecha de inicio del impacto del servicio","Fecha de finalizaciÃ³n del impacto del servicio","Fecha ejecuciÃ³n","Estado Cierre","ID Ocean","Fecha prÃ³xima revisiÃ³n","ID de emplazamiento - prefix","ID de emplazamiento - number","ID de emplazamiento","Trabajo completo","Trabajo realizado","Fin de trabajo (previsto)","Fin del trabajo","Inicio de obra","Inicio de obra (previsto)","Reconocimiento requerido","No empezar antes","coordenadas - Latitude - WGS 84","coordenadas - Longitude - WGS 84","coordenadas - Elevation",RazÃ³n,"Trabajo realizado","Trabajo por hacer","PrÃ³xima visita preventiva en","PrÃ³xima visita PM","Â¿Se requiere acceso al sitio?",Dominio,"Fecha de inicio prevista","Fecha de finalizaciÃ³n prevista"
WO,1724,WO-1724,,,-,,,,SPA-ZX,562,SPA-ZX00562,"Delgado Alejandro",Cerrado,"2022-07-05 00:00:00","2023-09-07 20:18:44",Otros,,"Revision (MTO)",,,,,,,,LO,7789,LO-007789,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2375,WO-2375,,,-,,,,SPA-CR,3034,SPA-CR03034,"System Administrator",Cerrado,"2023-11-14 18:41:42","2023-11-15 12:11:10","2112304828773_CR3034-REVISION__MTO_-11-02-2019.PDF","2112304828773_CR3034-REVISION__MTO_-11-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,1712,LO-001712,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2200,WO-2200,,,-,,,,SPA-ZA,6993,SPA-ZA06993,"System Administrator",Cerrado,"2023-11-14 18:37:33","2023-11-15 12:18:55","211230315006_ZA6993-REVISION__MTO_-08-07-2019.PDF","211230315006_ZA6993-REVISION__MTO_-08-07-2019.PDF","Revision (MTO)",NO,,,,,,,LO,7657,LO-007657,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1009,WO-1009,,,-,,,,SPA-VA,2173,SPA-VA02173,"Delgado Alejandro",Cerrado,"2020-10-01 00:00:00","2023-09-07 20:16:29",Otros,,"Revision (MTO)",,,,,,,,LO,7030,LO-007030,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3311,WO-3311,,,-,,,,SPA-LE,1501,SPA-LE01501,"System Administrator",Cerrado,"2023-11-14 19:03:15","2023-11-15 12:19:28","281541154089_PARTE_INCIDENCIA.PDF","281541154089_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,3437,LO-003437,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,81,WO-081,,,-,,,,SPA-HX,9481,SPA-HX09481,"Delgado Alejandro",Cerrado,"2019-07-08 00:00:00","2023-09-07 20:13:33",Otros,,"Revision (MTO)",,,,,,,,LO,2934,LO-002934,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,180,WO-180,,,-,,,,SPA-TO,532,SPA-TO00532,"Delgado Alejandro",Cerrado,"2019-05-20 00:00:00","2023-09-07 20:13:52",Otros,,"Revision (MTO)",,,,,,,,LO,6737,LO-006737,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1384,WO-1384,,,-,,,,SPA-VI,8812,SPA-VI08812,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:40",Otros,,"Revision (MTO)",,,,,,,,LO,7189,LO-007189,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2572,WO-2572,,,-,,,,SPA-LE,1951,SPA-LE01951,"System Administrator",Cerrado,"2023-11-14 18:46:20","2023-11-15 12:13:34","2112311421138_LE1951-INSPECCION__OCA_-11-08-2020.PDF","2112311421138_LE1951-INSPECCION__OCA_-11-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,11.08.2023,LO,3502,LO-003502,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,673,WO-673,,,-,,,,SPA-CX,1761,SPA-CX01761,"Delgado Alejandro",Cerrado,"2020-09-14 00:00:00","2023-09-07 20:15:26",Otros,,"Revision (MTO)",,,,,,,,LO,2223,LO-002223,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2952,WO-2952,,,-,,,,SPA-HX,9803,SPA-HX09803,"System Administrator",Cerrado,"2023-11-14 18:55:05","2023-11-15 12:07:39","221403538332_REVISION_ANUAL_CT_HX9803_2021.PDF","221403538332_REVISION_ANUAL_CT_HX9803_2021.PDF","Revision (MTO)",NO,,,,,,,LO,2994,LO-002994,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2119,WO-2119,,,-,,,,SPA-CU,8516,SPA-CU08516,"System Administrator",Cerrado,"2023-11-14 18:35:35","2023-11-15 12:09:39","211230247905_CU8516-REVISION__MTO_-15-03-2018.PDF","211230247905_CU8516-REVISION__MTO_-15-03-2018.PDF","Revision (MTO)",NO,,,,,,,LO,2030,LO-002030,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,907,WO-907,,,-,,,,SPA-JX,8149,SPA-JX08149,"Delgado Alejandro",Cerrado,"2020-12-31 08:00:00","2023-09-07 20:16:09","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,3321,LO-003321,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2176,WO-2176,,,-,,,,SPA-BU,4147,SPA-BU04147,"System Administrator",Cerrado,"2023-11-14 18:36:57","2023-11-15 12:21:09","211230273652_BU4147-REVISION__MTO_-08-08-2019.PDF","211230273652_BU4147-REVISION__MTO_-08-08-2019.PDF","Revision (MTO)",NO,,,,,,,LO,660,LO-000660,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3259,WO-3259,,,-,,,,SPA-LE,9995,SPA-LE09995,"System Administrator",Cerrado,"2023-11-14 19:02:02","2023-11-15 12:18:31",1410094228776_LE9995.PDF,1410094228776_LE9995.PDF,"Revision (MTO)",NO,,,,,,,LO,3512,LO-003512,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1924,WO-1924,,,-,,,,SPA-AB,6017,SPA-AB06017,"System Administrator",Cerrado,"2023-11-14 18:30:54","2023-11-15 12:17:52","070940221269_AB6017_INFORME_REVISION_HELLIN_2021.DOC","070940221269_AB6017_INFORME_REVISION_HELLIN_2021.DOC","Revision (MTO)",NO,,,,,,,LO,48,LO-000048,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2022,WO-2022,,,-,,,,SPA-TO,55,SPA-TO00055,"System Administrator",Cerrado,"2023-11-14 18:33:15","2023-11-15 12:25:22","2112300215678_TO0055-INSPECCION__OCA_-16-05-2019.PDF","2112300215678_TO0055-INSPECCION__OCA_-16-05-2019.PDF","Inspecciones (OCA)",NO,,,,,,16.05.2022,LO,6654,LO-006654,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3614,WO-3614,,,-,,,,SPA-ZX,562,SPA-ZX00562,"System Administrator",Cerrado,"2023-11-14 19:10:12","2023-11-15 12:17:27","121119536130_ZX0562-REV_MTO_05-07-2022.PDF","121119536130_ZX0562-REV_MTO_05-07-2022.PDF","Revision (MTO)",NO,,,,,,,LO,7789,LO-007789,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2056,WO-2056,,,-,,,,SPA-CA,5001,SPA-CA05001,"System Administrator",Cerrado,"2023-11-14 18:34:04","2023-11-15 12:14:29","21123004170_CA5001-REVISION__MTO_-21-01-2019.PDF","21123004170_CA5001-REVISION__MTO_-21-01-2019.PDF","Revision (MTO)",NO,,,,,,,LO,1511,LO-001511,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1244,WO-1244,,,-,,,,SPA-LE,1743,SPA-LE01743,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:12",Otros,,"Revision (MTO)",,,,,,,,LO,3489,LO-003489,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1378,WO-1378,,,-,,,,SPA-VA,2981,SPA-VA02981,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:39",Otros,,"Revision (MTO)",,,,,,,,LO,7110,LO-007110,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3792,WO-3792,,,-,,,,SPA-BI,627,SPA-BI00627,"System Administrator",Cerrado,"2023-11-14 19:14:28","2023-11-15 12:10:25","030928185624_BI0627-AT-BI-001-22_ALONSOTEGUI_OCA.PDF","030928185624_BI0627-AT-BI-001-22_ALONSOTEGUI_OCA.PDF","Inspecciones (OCA)",NO,,,,,,16.08.2025,LO,559,LO-000559,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,42,WO-042,,,-,,,,SPA-AL,9901,SPA-AL09901,"Delgado Alejandro",Cerrado,"2021-11-22 12:44:00","2023-09-07 20:13:25","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,134,LO-000134,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2890,WO-2890,,,-,,,,SPA-AV,8434,SPA-AV08434,"System Administrator",Cerrado,"2023-11-14 18:53:40","2023-11-15 12:14:50","231318503945_AV8434-CON_DEFECTOS.PDF","231318503945_AV8434-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,149,LO-000149,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,144,WO-144,,,-,,,,SPA-SG,9301,SPA-SG09301,"Delgado Alejandro",Cerrado,"2018-10-23 00:00:00","2023-09-07 20:13:45",Otros,,"Revision (MTO)",,,,,,,,LO,6072,LO-006072,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1777,WO-1777,,,-,,,,SPA-BU,4295,SPA-BU04295,"Delgado Alejandro",Cerrado,"2022-09-16 08:34:00","2023-09-07 20:18:54","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,728,LO-000728,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1512,WO-1512,,,-,,,,SPA-JX,7952,SPA-JX07952,"Delgado Alejandro",Cerrado,"2022-08-27 00:00:00","2023-09-07 20:18:04",Otros,,"Revision (MTO)",,,,,,,,LO,3304,LO-003304,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,860,WO-860,,,-,,,,SPA-CS,109,SPA-CS00109,"Delgado Alejandro",Cerrado,"2021-05-13 19:38:00","2023-09-07 20:16:01","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,1892,LO-001892,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1027,WO-1027,,,-,,,,SPA-VI,8747,SPA-VI08747,"Delgado Alejandro",Cerrado,"2021-01-19 00:00:00","2023-09-07 20:16:32",Otros,,"Revision (MTO)",,,,,,,,LO,7182,LO-007182,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2093,WO-2093,,,-,,,,SPA-SG,9124,SPA-SG09124,"System Administrator",Cerrado,"2023-11-14 18:34:55","2023-11-15 12:10:11","2112301130032_SG9124-INCIDENCIA-16-03-2020.PDF","2112301130032_SG9124-INCIDENCIA-16-03-2020.PDF","Revision (MTO)",NO,,,,,,,LO,6042,LO-006042,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,948,WO-948,,,-,,,,SPA-MU,75,SPA-MU00075,"Delgado Alejandro",Cerrado,"2021-05-13 19:28:00","2023-09-07 20:16:17","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,4054,LO-004054,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,489,WO-489,,,-,,,,SPA-LE,1743,SPA-LE01743,"Delgado Alejandro",Cerrado,"2019-06-10 00:00:00","2023-09-07 20:14:51",Otros,,"Revision (MTO)",,,,,,,,LO,3489,LO-003489,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3180,WO-3180,,,-,,,,SPA-GU,9330,SPA-GU09330,"System Administrator",Cerrado,"2023-11-14 19:00:12","2023-11-15 12:25:26",2513220518664_GU9330.PDF,2513220518664_GU9330.PDF,"Inspecciones (OCA)",NO,,,,,,16.07.2024,LO,2828,LO-002828,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2384,WO-2384,,,-,,,,SPA-CR,3311,SPA-CR03311,"System Administrator",Cerrado,"2023-11-14 18:41:54","2023-11-15 12:10:57","211230499850_CR3311-REVISION__MTO_-11-02-2019.PDF","211230499850_CR3311-REVISION__MTO_-11-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,1790,LO-001790,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1738,WO-1738,,,-,,,,SPA-AB,6006,SPA-AB06006,"Delgado Alejandro",Cerrado,"2022-09-05 00:00:00","2023-09-07 20:18:46",Otros,,"Revision (MTO)",,,,,,,,LO,43,LO-000043,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1963,WO-1963,,,-,,,,SPA-TE,19,SPA-TE00019,"System Administrator",Cerrado,"2023-11-14 18:31:47","2023-12-21 15:08:46","1819203231949_TE0019_BAÃON_INFORME_REVISION_2021.PDF","1819203231949_TE0019_BAÃON_INFORME_REVISION_2021.PDF","Revision (MTO)",NO,,,,,,,LO,6402,LO-006402,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2346,WO-2346,,,-,,,,SPA-TO,73,SPA-TO00073,"System Administrator",Cerrado,"2023-11-14 18:41:01","2023-11-15 12:10:48","2112304722194_TO0073-REVISION__MTO_-04-02-2019.PDF","2112304722194_TO0073-REVISION__MTO_-04-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,6661,LO-006661,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,562,WO-562,,,-,,,,SPA-TO,415,SPA-TO00415,"Delgado Alejandro",Cerrado,"2019-02-04 00:00:00","2023-09-07 20:15:05",Otros,,"Revision (MTO)",,,,,,,,LO,6718,LO-006718,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3127,WO-3127,,,-,,,,SPA-CR,3424,SPA-CR03424,"System Administrator",Cerrado,"2023-11-14 18:58:56","2023-11-15 12:24:14",1110455917715_CR3424.PDF,1110455917715_CR3424.PDF,"Inspecciones (OCA)",NO,,,,,,28.07.2024,LO,1801,LO-001801,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2198,WO-2198,,,-,,,,SPA-ZA,6944,SPA-ZA06944,"System Administrator",Cerrado,"2023-11-14 18:37:30","2023-11-15 12:09:49","211230314978_ZA6944-REVISION__MTO_-08-07-2019.PDF","211230314978_ZA6944-REVISION__MTO_-08-07-2019.PDF","Revision (MTO)",NO,,,,,,,LO,7636,LO-007636,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2707,WO-2707,,,-,,,,SPA-LE,1722,SPA-LE01722,"System Administrator",Cerrado,"2023-11-14 18:49:23","2023-11-15 12:18:35","211231254629_LE1722-REVISION__MTO_-23-06-2020.PDF","211231254629_LE1722-REVISION__MTO_-23-06-2020.PDF","Revision (MTO)",NO,,,,,,,LO,3478,LO-003478,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3756,WO-3756,,,-,,,,SPA-VX,74,SPA-VX00074,"System Administrator",Cerrado,"2023-11-14 19:13:37","2023-11-15 12:12:14","031717327189_VX0074_INFORME_REVISION_CASTELLO_DE_RUGAT_2022.PDF","031717327189_VX0074_INFORME_REVISION_CASTELLO_DE_RUGAT_2022.PDF","Revision (MTO)",NO,,,,,,,LO,7254,LO-007254,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1494,WO-1494,,,-,,,,SPA-GU,9179,SPA-GU09179,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:00",Otros,,"Revision (MTO)",,,,,,,,LO,2795,LO-002795,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2234,WO-2234,,,-,,,,SPA-VA,2147,SPA-VA02147,"System Administrator",Cerrado,"2023-11-14 18:38:20","2023-11-15 12:16:37","2112303531812_VA2147-REVISION__MTO_-08-10-2019.PDF","2112303531812_VA2147-REVISION__MTO_-08-10-2019.PDF","Revision (MTO)",NO,,,,,,,LO,7013,LO-007013,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1298,WO-1298,,,-,,,,SPA-SA,6435,SPA-SA06435,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:24",Otros,,"Revision (MTO)",,,,,,,,LO,5720,LO-005720,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2765,WO-2765,,,-,,,,SPA-SO,9921,SPA-SO09921,"System Administrator",Cerrado,"2023-11-14 18:50:43","2023-11-15 12:24:09","211234256816_SO9921-INSPECCION__OCA_-17-08-2020.PDF","211234256816_SO9921-INSPECCION__OCA_-17-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,17.08.2023,LO,6167,LO-006167,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3760,WO-3760,,,-,,,,SPA-SG,9220,SPA-SG09220,"System Administrator",Cerrado,"2023-11-14 19:13:43","2023-11-15 12:16:05","1310082426286_PARTE_INCIDENCIA.PDF","1310082426286_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,6070,LO-006070,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1220,WO-1220,,,-,,,,SPA-JX,8171,SPA-JX08171,"Delgado Alejandro",Cerrado,"2021-10-22 12:45:00","2023-09-07 20:17:08","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,3323,LO-003323,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1499,WO-1499,,,-,,,,SPA-GU,9201,SPA-GU09201,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:01",Otros,,"Revision (MTO)",,,,,,,,LO,2804,LO-002804,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1590,WO-1590,,,-,,,,SPA-PO,6639,SPA-PO06639,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:18",Otros,,"Revision (MTO)",,,,,,,,LO,5605,LO-005605,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2191,WO-2191,,,-,,,,SPA-SO,9784,SPA-SO09784,"System Administrator",Cerrado,"2023-11-14 18:37:20","2023-11-15 12:17:54","2112302921487_SO9784-REVISION__MTO_-10-07-2019.PDF","2112302921487_SO9784-REVISION__MTO_-10-07-2019.PDF","Revision (MTO)",NO,,,,,,,LO,6127,LO-006127,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,793,WO-793,,,-,,,,SPA-AV,8504,SPA-AV08504,"Delgado Alejandro",Cerrado,"2022-12-23 13:24:00","2023-09-01 06:36:46","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,172,LO-000172,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,319,WO-319,,,-,,,,SPA-SG,9202,SPA-SG09202,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:18",Otros,,"Revision (MTO)",,,,,,,,LO,6068,LO-006068,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3309,WO-3309,,,-,,,,SPA-BA,412,SPA-BA00412,"System Administrator",Cerrado,"2023-11-14 19:03:12","2023-11-15 12:11:15","2113084532440_BA00412-JEREZ_DE_LOS_CABALLEROS-20220318.DOCX","2113084532440_BA00412-JEREZ_DE_LOS_CABALLEROS-20220318.DOCX","Revision (MTO)",NO,,,,,,,LO,429,LO-000429,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2659,WO-2659,,,-,,,,SPA-BU,4136,SPA-BU04136,"System Administrator",Cerrado,"2023-11-14 18:48:17","2023-11-15 12:07:46","2112312113543_BU4136-INSPECCION__OCA_-14-10-2020.PDF","2112312113543_BU4136-INSPECCION__OCA_-14-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,14.10.2023,LO,650,LO-000650,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2116,WO-2116,,,-,,,,SPA-BU,4155,SPA-BU04155,"System Administrator",Cerrado,"2023-11-14 18:35:30","2023-11-15 12:19:46","2112302127936_BU4155-REVISION__MTO_-02-08-2018.PDF","2112302127936_BU4155-REVISION__MTO_-02-08-2018.PDF","Revision (MTO)",NO,,,,,,,LO,664,LO-000664,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3831,WO-3831,SAR,19,SAR-000019,SPA-MX,34,SPA-MX00034,,,,"Carmelo Ponce cuellar",Abierto,"2024-01-12 13:03:02","2024-01-12 13:05:59",PRUEBA,PRUEBA,Normal,NO,,"2024-01-15 10:00:00","2024-01-15 08:00:00",,,,,,-,false,,,,,,false,2024-01-12,,,,,,,,,,,,
WO,3077,WO-3077,,,-,,,,SPA-SA,6411,SPA-SA06411,"System Administrator",Cerrado,"2023-11-14 18:57:48","2023-11-15 12:24:54","2812595510664_SA6411-CON_DEFECTOS.PDF","2812595510664_SA6411-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,5715,LO-005715,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3685,WO-3685,,,-,,,,SPA-SO,9888,SPA-SO09888,"System Administrator",Cerrado,"2023-11-14 19:11:56","2023-11-15 12:08:26","1609090212812_PARTE_INCIDENCIA.PDF","1609090212812_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,6163,LO-006163,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2511,WO-2511,,,-,,,,SPA-OR,9125,SPA-OR09125,"System Administrator",Cerrado,"2023-11-14 18:44:58","2023-11-15 12:11:50","2112310626_OR9125-INSPECCION__OCA_-06-08-2020.PDF","2112310626_OR9125-INSPECCION__OCA_-06-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,06.08.2023,LO,5140,LO-005140,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2143,WO-2143,,,-,,,,SPA-AV,8434,SPA-AV08434,"System Administrator",Cerrado,"2023-11-14 18:36:12","2023-11-15 12:15:29","2112302520666_AV8434-REVISION__MTO_-08-08-2019.PDF","2112302520666_AV8434-REVISION__MTO_-08-08-2019.PDF","Revision (MTO)",NO,,,,,,,LO,149,LO-000149,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2174,WO-2174,,,-,,,,SPA-BU,4155,SPA-BU04155,"System Administrator",Cerrado,"2023-11-14 18:36:55","2023-11-15 12:18:16","2112302718661_BU4155-REVISION__MTO_-08-08-2019.PDF","2112302718661_BU4155-REVISION__MTO_-08-08-2019.PDF","Revision (MTO)",NO,,,,,,,LO,664,LO-000664,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2719,WO-2719,,,-,,,,SPA-JX,8020,SPA-JX08020,"System Administrator",Cerrado,"2023-11-14 18:49:39","2023-11-15 12:18:29","2112312619842_JX8020-INSPECCION__OCA_-15-10-2020.PDF","2112312619842_JX8020-INSPECCION__OCA_-15-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,15.10.2023,LO,3311,LO-003311,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,581,WO-581,,,-,,,,SPA-GU,9191,SPA-GU09191,"Delgado Alejandro",Cerrado,"2020-04-28 00:00:00","2023-09-07 20:15:08","Parte incidencia",,"Revision (MTO)",,,,,,,,LO,2800,LO-002800,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,2754,WO-2754,,,-,,,,SPA-ZA,6913,SPA-ZA06913,"System Administrator",Cerrado,"2023-11-14 18:50:27","2023-11-15 12:09:08","2112342417291_ZA6913-INSPECCION__OCA_-10-09-2020.PDF","2112342417291_ZA6913-INSPECCION__OCA_-10-09-2020.PDF","Inspecciones (OCA)",NO,,,,,,10.09.2023,LO,7627,LO-007627,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3533,WO-3533,,,-,,,,SPA-OR,9724,SPA-OR09724,"System Administrator",Cerrado,"2023-11-14 19:08:22","2023-11-15 12:15:09",0810171520525_OR9724.PDF,0810171520525_OR9724.PDF,"Revision (MTO)",NO,,,,,,,LO,5173,LO-005173,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,88,WO-088,,,-,,,,SPA-IB,417,SPA-IB00417,"Delgado Alejandro",Cerrado,"2021-04-13 15:50:00","2023-09-07 20:13:34","InspecciÃ³n OCA",,"Inspecciones (OCA)",,,,,,,,LO,3215,LO-003215,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3123,WO-3123,,,-,,,,SPA-CR,4005,SPA-CR04005,"System Administrator",Cerrado,"2023-11-14 18:58:50","2023-11-15 12:22:07",1110213130356_CR4005.PDF,1110213130356_CR4005.PDF,"Inspecciones (OCA)",NO,,,,,,28.07.2024,LO,1810,LO-001810,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,244,WO-244,,,-,,,,SPA-BU,4147,SPA-BU04147,"Delgado Alejandro",Cerrado,"2019-08-08 00:00:00","2023-09-07 20:14:04",Otros,,"Revision (MTO)",,,,,,,,LO,660,LO-000660,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1183,WO-1183,,,-,,,,SPA-HX,9404,SPA-HX09404,"Delgado Alejandro",Cerrado,"2021-10-22 12:59:00","2023-09-07 20:17:01","RevisiÃ³n MTO",,"Revision (MTO)",,,,,,,,LO,2915,LO-002915,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1721,WO-1721,,,-,,,,SPA-ZX,586,SPA-ZX00586,"Delgado Alejandro",Cerrado,,"2023-09-07 20:18:43",Otros,,"Revision (MTO)",,,,,,,,LO,7795,LO-007795,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3709,WO-3709,,,-,,,,SPA-HU,7140,SPA-HU07140,"System Administrator",Cerrado,"2023-11-14 19:12:30","2023-12-21 15:17:26","2709143917686_HU7140_-_AT-HU-23-22_-_SABIÃANIGO_-_OCA.PDF","2709143917686_HU7140_-_AT-HU-23-22_-_SABIÃANIGO_-_OCA.PDF","Inspecciones (OCA)",NO,,,,,,08.09.2025,LO,2853,LO-002853,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1419,WO-1419,,,-,,,,SPA-CR,3096,SPA-CR03096,"Delgado Alejandro",Cerrado,,"2023-09-07 20:17:46",Otros,,"Revision (MTO)",,,,,,,,LO,1751,LO-001751,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,1737,WO-1737,,,-,,,,SPA-AB,6005,SPA-AB06005,"Delgado Alejandro",Cerrado,"2022-09-07 00:00:00","2023-09-07 20:18:46",Otros,,"Revision (MTO)",,,,,,,,LO,42,LO-000042,false,,,,,,false,2023-05-08,,,,,,,,,,,,
WO,3099,WO-3099,,,-,,,,SPA-CU,8322,SPA-CU08322,"System Administrator",Cerrado,"2023-11-14 18:58:17","2023-11-15 12:23:34",0913501231013_CU8322.PDF,0913501231013_CU8322.PDF,"Inspecciones (OCA)",NO,,,,,,02.08.2024,LO,1981,LO-001981,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2969,WO-2969,,,-,,,,SPA-SS,5616,SPA-SS05616,"System Administrator",Cerrado,"2023-11-14 18:55:29","2023-11-15 12:07:00",0810431624831_SS5616.PDF,0810431624831_SS5616.PDF,"Inspecciones (OCA)",NO,,,,,,15.06.2024,LO,6227,LO-006227,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3632,WO-3632,,,-,,,,SPA-JX,8149,SPA-JX08149,"System Administrator",Cerrado,"2023-11-14 19:10:37","2023-11-15 12:20:15","1211591813313_JX8149-REVISION__MTO_-29-08-2022.PDF","1211591813313_JX8149-REVISION__MTO_-29-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,3321,LO-003321,false,,,,,,false,2023-11-14,,,,,,,,,,,,
