"Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id Site - prefix","Id Site - number","Id Site",Estado,Autor,"Fecha de Creación","Ultimo cambio",Nombre,"Coordinates - Latitude - WGS 84","Coordinates - Longitude - WGS 84","Coordinates - Elevation",Tags,"Referencia Catastral","Plot/Terrace azimuth","Wind zone","Plot / terrace length","Plot / terrace width","Mobile performed","Mobile username","Date of mobile report","Uso del Terreno","Clasificación del terreno","Tipología Propiedad","Tipo de Propiedad","24x7 Access","Dirección Catastral","Access Control","Tipo de Instalación","Causa Rechazo Candidato","Infrastructure type","Non-Feasibility Reason","Fiber Feasibility","Photo report raw"
LO,128,LO-000128,SPA-AL,9122,SPA-AL09122,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:19",AL9122,36.843099,-2.45771,0.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,,Existente,,AZOTEA,,,
LO,5562,LO-005562,SPA-PO,6353,SPA-PO06353,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:46",PO6353,42.111894,-8.760384,21.0,,9924023NG1692S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,7588,LO-007588,SPA-VX,4537,SPA-VX04537,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:20",VX4537,38.994151,-0.161384,5.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,,"No Restringido",Existente,,AZOTEA,,,
LO,5165,LO-005165,SPA-OR,9608,SPA-OR09608,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:59:05",OR9608,42.340137,-7.869489,145.0,,32900A20709000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,8209,LO-008209,SPA-OX,1217,SPA-OX01217,Reservado,"Oscar Camps Solaesa",2023-08-03,"2023-09-29 22:36:45",OX1217,,,,,,,,,,,,,,,,,,,,Nuevo,,TORRE,,,
LO,4477,LO-004477,SPA-MX,667,SPA-MX00667,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:41",MX0667,40.435802,-3.537446,579.0,,28049A00409000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,3479,LO-003479,SPA-LE,1723,SPA-LE01723,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:41",LE1723,42.446135,-6.054302,838.0,,24009A02400029,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 25 Parcela 107 CARRERICA.","No Restringido",Existente,,TORRE,,,
LO,5823,LO-005823,SPA-SE,277,SPA-SE00277,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:08:06",SE0277,37.399485,-5.996673,7.0,,4937024TG3443F,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,5525,LO-005525,SPA-PO,6105,SPA-PO06105,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:36",PO6105,42.564533,-8.81934,9.0,,36061A02700740,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"LG CERCA (A)-VILANOVA AROUSA Polígono 27 Parcela 543 FONTAN","No Restringido",Existente,,TORRE,,,
LO,6608,LO-006608,SPA-TF,6823,SPA-TF06823,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:43",TF6823,28.465358,-16.269666,100.0,,38900A00109000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,5491,LO-005491,SPA-PO,4913,SPA-PO04913,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:28",PO4913,42.298115,-8.655476,78.0,,33011A05310193,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 75 Parcela 222 CABADA DE BEA","No Restringido",Existente,,TORRE,,,
LO,6170,LO-006170,SPA-SO,9930,SPA-SO09930,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:02:05",SO9930,42.079277,-2.30754,1418.0,,42333B01559276,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,,"Polígono 15 Parcela 59276 VACARIZA.",,Existente,,TORRE,,,
LO,3331,LO-003331,SPA-JX,8263,SPA-JX08263,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:06:35",JX8263,37.768942,-3.959961,584.0,,5508065VG1850N,,,,,,,,,,"Comunidad Propietario",Privado,Si,"CL CANALEJAS 24",Restringido,Existente,,AZOTEA,,,
LO,3556,LO-003556,SPA-LO,9125,SPA-LO09125,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:57:58",LO9125,42.463664,-2.449475,398.0,,5315601WN4051N,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"CL GRAN VIA JUAN CARLOS I 33
LOGROÑO (LA RIOJA)","No Restringido",Existente,,AZOTEA,,,
LO,8629,LO-008629,SPA-MA,3047,SPA-MA03047,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:37:56",MA3047,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,
LO,7223,LO-007223,SPA-VX,33,SPA-VX00033,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:51:44",VX0033,39.471393,-0.376368,16.0,,46900A09809000,,,,,,,,,,"Propietario único",Privado,,,"No Restringido",Existente,,AZOTEA,,,
LO,6625,LO-006625,SPA-TF,9820,SPA-TF09820,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:48",TF9820,28.372465,-16.601877,828.0,,38031A01400852,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"Polígono 14 Parcela 910 LA BALONA. LOS REALEJOS ","No Restringido",Existente,,TORRE,,,
LO,2485,LO-002485,SPA-GC,3008,SPA-GC03008,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:55:51",GC3008,28.738302,-13.868506,271.0,,0491029FS1709S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL LA MILAGROSA (CORRALEJO) 10","No Restringido",Existente,,AZOTEA,,,
LO,7719,LO-007719,SPA-ZX,214,SPA-ZX00214,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:43",ZX0214,41.209771,-2.11405,893.0,,,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 3 Parcela 125 EL PASO. ALCONCHEL DE ARIZA (ZARAGOZA)","No Restringido",Existente,,TORRE,,,
LO,2289,LO-002289,SPA-CX,3807,SPA-CX03807,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:56:57",CX3807,42.862353,-8.542145,251.0,,15079A50809000,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,"RU RESTOLLAL 38","No Restringido",Existente,,AZOTEA,,,
LO,6931,LO-006931,SPA-TX,7756,SPA-TX07756,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:51:28",TX7756,41.138728,0.650836,102.0,,2970401CF0527B,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL FONT DEL GAT 8","No Restringido",Existente,,TORRE,,,
LO,3864,LO-003864,SPA-MA,2636,SPA-MA02636,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:02",MA2636,36.953101,-4.439948,723.0,,29015A17700016,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 177 Parcela 8 CAUCHE","No Restringido",Existente,,TORRE,,,
LO,6575,LO-006575,SPA-TF,6282,SPA-TF06282,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:36",TF6282,28.104952,-16.730932,158.0,,38001A00300048,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,318,LO-000318,SPA-AX,5556,SPA-AX05556,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:01",AX5556,38.310239,-0.570455,110.0,,03900A03500098,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,"Polígono 35 Parcela 98, EL PORTICHUELO",Restringido,Existente,,TORRE,,,
LO,2745,LO-002745,SPA-GU,54,SPA-GU00054,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:56:03",GU0054,40.610429,-2.341755,1140.0,,19279A51010001,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 510 Parcela 10001 RASTRA. EL RECUENCO","No Restringido",Existente,,TORRE,,,
LO,4689,LO-004689,SPA-MX,3102,SPA-MX03102,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:37",MX3102,40.208854,-3.888022,658.0,,28140A00300185,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"POL 1 PARC 105. LA ERMITA","No Restringido",Existente,,TORRE,,,
LO,6997,LO-006997,SPA-VA,2121,SPA-VA02121,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:05",VA2121,41.651826,-4.72561,695.0,,6428513UM5162G,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"CL REGALADO 13 VALLADOLID (VALLADOLID)","No Restringido",Existente,,AZOTEA,,,
LO,4349,LO-004349,SPA-MX,364,SPA-MX00364,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:04",MX0364,40.438285,-3.689242,675.0,,1668205VK4716H,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,343,LO-000343,SPA-AX,6221,SPA-AX06221,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:07",AX6221,38.68833,0.142112,43.0,,03128A00709000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,2629,LO-002629,SPA-GI,8743,SPA-GI08743,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:42",GI8743,42.064721,3.012345,28.0,,17091A00300013,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 3 Parcela 13 CANETS.","No Restringido",Existente,,TORRE,,,
LO,398,LO-000398,SPA-BA,115,SPA-BA00115,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:04:24",BA0115,38.869233,-6.990202,188.0,,4443205PD7044C,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,6469,LO-006469,SPA-TE,181,SPA-TE00181,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:50:53",TE0181,40.439055,-0.717338,1673.0,,44127A01900003,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,,"Polígono 19 Parcela 3 PINARICO.",Restringido,Existente,,TORRE,,,
LO,6539,LO-006539,SPA-TF,6146,SPA-TF06146,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:27",TF6146,28.463083,-16.313323,520.0,,1691901CS7419S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,5443,LO-005443,SPA-PO,4013,SPA-PO04013,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:00:15",PO4013,42.219295,-8.743031,53.0,,0941702NG2714S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,4112,LO-004112,SPA-MU,320,SPA-MU00320,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:50:16",MU0320,37.674763,-1.699632,307.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CL PIO XII 13
30800 LORCA (LORCA) (MURCIA)","No Restringido",Existente,,AZOTEA,,,
LO,6127,LO-006127,SPA-SO,9784,SPA-SO09784,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:01:55",SO9784,41.659967,-2.499379,1039.0,,42111A00105025,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,,"Polígono 1 Parcela 5025 CABREJANO MUP 127.","No Restringido",Existente,,TORRE,,,
LO,4960,LO-004960,SPA-MX,7011,SPA-MX07011,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:40:52",MX7011,40.448659,-3.800246,650.0,,2280202VK3728S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,Restringido,Existente,,TORRE,,,
LO,4838,LO-004838,SPA-MX,5508,SPA-MX05508,Caído,"Oscar Camps Solaesa",2023-05-23,"2023-10-06 10:39:31",MX5508,40.386719,-3.652769,600.0,,4710201VK4741B,,,,,,,,Residencial,Urbano,"Comunidad Propietario",,Si,,Restringido,Existente,,AZOTEA,,,
LO,589,LO-000589,SPA-BI,801,SPA-BI00801,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:55:14",BI0801,43.24413,-2.934054,155.0,,06900A28700008,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,6128,LO-006128,SPA-SO,9786,SPA-SO09786,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:01:55",SO9786,41.598127,-2.510798,1109.0,,42111A00609014,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"Polígono 6 Parcela 5011 LAS MATAS MUP 171.",,Existente,,TORRE,,,
LO,7415,LO-007415,SPA-VX,1026,SPA-VX01026,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:32",VX1026,39.477871,-0.372648,19.0,,46900A09809000,,,,,,,,,,"Comunidad Propietario",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,8394,LO-008394,SPA-MX,2093,SPA-MX02093,Activo,"Alexandre GOMBA",2023-11-15,"2024-01-10 15:40:31",MX2093,40.435236,-3.813128,704.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,,,,Existente,,,,,
LO,6988,LO-006988,SPA-VA,2104,SPA-VA02104,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:03",VA2104,41.667468,-4.708857,696.0,,7945602UM5174F,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"AV SANTANDER 16 47011 VALLADOLID (VALLADOLID)","No Restringido",Existente,,AZOTEA,,,
LO,7724,LO-007724,SPA-ZX,224,SPA-ZX00224,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:45",ZX0224,41.137298,-1.257092,920.0,,50040A00100170,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 1 Parcela 173 EL CALVARIO. BADULES ","No Restringido",Existente,,TORRE,,,
LO,7450,LO-007450,SPA-VX,1117,SPA-VX01117,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:42",VX1117,39.421059,-0.396117,12.0,,4269401YJ2646N,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,6148,LO-006148,SPA-SO,9838,SPA-SO09838,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:02:00",SO9838,41.82893,-2.096542,1446.0,,42182A00305049,,,,,,,,Residencial,Urbano,"Doble Titularidad",Privado,Si,"Polígono 9 Parcela 41",,Existente,,TORRE,,,
LO,7578,LO-007578,SPA-VX,3102,SPA-VX03102,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:17",VX3102,39.465727,-0.358209,51.0,,7420817YJ2772A,,,,,,,,,,"Propietario único",Privado,,"CL ANTIGA SENDA SENENT 11",Restringido,Existente,,AZOTEA,,,
LO,6587,LO-006587,SPA-TF,6401,SPA-TF06401,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-10-27 20:19:55",TF6401,28.414378,-16.535831,0.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,Si,,Restringido,Existente,,AZOTEA,,,
LO,71,LO-000071,SPA-AB,6343,SPA-AB06343,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:53:35",AB6343,38.704431,-0.987952,750.0,,5261403XH7856S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,2750,LO-002750,SPA-GU,60,SPA-GU00060,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:56:05",GU0060,40.638886,-2.846619,996.0,,19400A50205401,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"POL. 502, PARC 5193 MONTE LA PEÑA YÉLAMOS DE ARRIBA (JUNTI A REPARTIDOR DE TV)","No Restringido",Existente,,TORRE,,,
LO,2566,LO-002566,SPA-GI,8577,SPA-GI08577,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:25",GI8577,41.883014,2.517483,50.0,,17174A01600001,,,,,,,,,,"AAPP Privativo",Público,Si,"Polígono 16 Parcela 1 EL FONDO","No Restringido",Existente,,TORRE,,,
LO,7581,LO-007581,SPA-VX,3872,SPA-VX03872,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:53:18",VX3872,39.466402,-0.353701,50.0,,46900A09809000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1499,LO-001499,SPA-CA,4527,SPA-CA04527,Activo,"Oscar Camps Solaesa",2023-05-23,"2024-01-10 15:40:38",CA4527,36.109912,-5.82386,58.0,,,,,,,,,,,,"Land Agg (On Tower)",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,959,LO-000959,SPA-BX,569,SPA-BX00569,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:11",BX0569,41.356622,2.072173,27.0,,08072A00309000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,4413,LO-004413,SPA-MX,499,SPA-MX00499,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:38:23",MX0499,40.420056,-3.619727,699.0,,7648204VK4774H,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1193,LO-001193,SPA-BX,1611,SPA-BX01611,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:21",BX1611,41.478386,2.185031,75.0,,3A08124P06AC33,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"CR BARCELONA-PUIGCERDA 9","No Restringido",Existente,,AZOTEA,,,
LO,4743,LO-004743,SPA-MX,3800,SPA-MX03800,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:39:50",MX3800,40.541663,-3.313424,608.0,,001900100VK78G,,,,,,,,,,"Acuerdo Marco",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,3012,LO-003012,SPA-IB,4,SPA-IB00004,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:48:08",IB0004,39.842678,3.128665,6.0,,1004801EE1110S,,,,,,,,Residencial,Urbano,"Propietario único",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,4225,LO-004225,SPA-MX,89,SPA-MX00089,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:37:26",MX0089,40.497649,-3.661059,0.0,,4033601VK4843C,,,,,,,,Residencial,Urbano,"Acuerdo Marco",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,2951,LO-002951,SPA-HX,9607,SPA-HX09607,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:06:08",HX9607,37.364292,-6.684858,56.0,,21053A02800089,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"Polígono 28 Parcela 89 SAIDEJO. NIEBLA (HUELVA)","No Restringido",Existente,,TORRE,,,
LO,3884,LO-003884,SPA-MA,2748,SPA-MA02748,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:07",MA2748,36.48705,-4.953548,3.0,,,,,,,,,,Residencial,Urbano,"Propietario único",Privado,,"CL MUELLE RIBERA (P BANUS) CASA O, P, Q",Restringido,Existente,,AZOTEA,,,
LO,80,LO-000080,SPA-AB,6381,SPA-AB06381,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-27 20:20:35",AB6381,38.788846,-1.322863,842.0,,02051A01200087,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 12, Parcela 88. MONTEALEGRE DEL CASTILLO","No Restringido",Existente,,TORRE,,,
LO,3812,LO-003812,SPA-MA,2508,SPA-MA02508,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:06:49",MA2508,36.698192,-4.472791,25.0,,29900A01709000,,,,,,,,Residencial,Urbano,"Land Agg (On Tower)",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,7296,LO-007296,SPA-VX,143,SPA-VX00143,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:52:00",VX0143,39.948142,-1.110637,1183.0,,46041A00500670,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"Polígono 5 Parcela 670 UMBRIA.","No Restringido",Existente,,TORRE,,,
LO,6592,LO-006592,SPA-TF,6410,SPA-TF06410,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 14:41:40",TF6410,28.386013,-16.525628,328.0,,38026A02109000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,4247,LO-004247,SPA-MX,127,SPA-MX00127,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:37:33",MX0127,40.438448,-3.641502,693.0,,28900A90209000,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,1744,LO-001744,SPA-CR,3083,SPA-CR03083,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:53:54",CR3083,39.463511,-4.415404,0.0,,13072A00909000,,,,,,,,Residencial,Urbano,"Land Agg (Telecom Ib.)",Privado,Si,"CL VIRGEN DEL PILAR 12","No Restringido",Existente,,TORRE,,,
LO,929,LO-000929,SPA-BX,501,SPA-BX00501,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:44:03",BX0501,41.414227,2.180604,40.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
LO,7709,LO-007709,SPA-ZX,65,SPA-ZX00065,Caído,"Oscar Camps Solaesa",2023-05-24,"2023-10-27 20:20:17",ZX0065,41.656233,-0.778419,208.0,,,,,,,,,,Residencial,Urbano,"Propietario único",,Si,,"No Restringido",Existente,,TORRE,,,
LO,877,LO-000877,SPA-BX,367,SPA-BX00367,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:49",BX0367,41.386476,2.165386,20.0,,08900A01209000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,No,,Restringido,Existente,,AZOTEA,,,
LO,1171,LO-001171,SPA-BX,1546,SPA-BX01546,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:45:15",BX1546,41.541555,2.426223,0.0,,2292203DF5929S,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,"CL VERGE DE LA FUENSANTA 2",Restringido,Existente,,AZOTEA,,,
LO,533,LO-000533,SPA-BI,503,SPA-BI00503,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:54:59",BI0503,43.153792,-2.623,0.0,,39070A00500160,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,,"No Restringido",Existente,,TORRE,,,
LO,3916,LO-003916,SPA-MA,2902,SPA-MA02902,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 15:07:16",MA2902,36.788056,-3.894281,302.0,,29053A00709000,,,,,,,,Residencial,Urbano,"AAPP Privativo",Privado,Si,"CL ALWACIR 20 Suelo","No Restringido",Existente,,TORRE,,,
LO,314,LO-000314,SPA-AX,5548,SPA-AX05548,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:00",AX5548,38.340294,-0.504181,20.0,,03900A05409000,,,,,,,,,,"Comunidad Propietario",Privado,,,"No Restringido",Existente,,AZOTEA,,,
LO,7031,LO-007031,SPA-VA,2175,SPA-VA02175,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:14",VA2175,42.096447,-5.040845,782.0,,47215A40405175,,,,,,,,,,"Propietario único",Privado,Si,"Polígono 404 Parcela 5175 ERAS DE SAN PEDRO.",,Existente,,TORRE,,,
LO,8575,LO-008575,SPA-OX,2001,SPA-OX02001,Reservado,"Alexandre GOMBA",2024-01-10,"2024-01-10 15:36:47",OX2001,43.547153,-5.663194,11.0,,,,,,,,,,Residencial,Urbano,,,,,,Nuevo,,,,,
LO,3630,LO-003630,SPA-LU,8023,SPA-LU08023,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:58:17",LU8023,42.908248,-7.310865,691.0,,52024A10700031,,,,,,,,Agrícola,Rústico,"Comunidad Propietario",Privado,Si,"Polígono 68 Parcela 1330, PICATO. BARALLA ","No Restringido",Existente,,TORRE,,,
LO,8150,LO-008150,SPA-IB,3151,SPA-IB03151,Reservado,"Oscar Camps Solaesa",2023-08-03,"2023-09-29 22:36:09",IB3151,,,,,,,,,,,,,,,,,,,,Nuevo,,AZOTEA,,,
LO,8413,LO-008413,SPA-AX,4009,SPA-AX04009,Reservado,"Alexandre GOMBA",2023-11-22,"2023-11-22 16:09:25",AX4009,,,,,,,,,,,,,Agrícola,Rústico,,,,,,Nuevo,,,,,
LO,2801,LO-002801,SPA-GU,9196,SPA-GU09196,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-10-02 20:56:20",GU9196,40.921988,-2.043938,1284.0,,19118B50406226,,,,,,,,Residencial,Urbano,"Propietario único",Privado,Si,"Polígono 504 Parcela 10112 CARRASQUILLA. CORDUENTE (ARAGONCILLO)","No Restringido",Existente,,TORRE,,,
LO,7133,LO-007133,SPA-VA,4098,SPA-VA04098,Activo,"Oscar Camps Solaesa",2023-05-24,"2023-11-15 15:03:39",VA4098,41.48386,-4.276169,895.0,,47013A00209000,,,,,,,,Agrícola,Rústico,"AAPP Privativo",Privado,Si,"Polígono 2 Parcela 5175 GRAJO, ZARZALES, PUENTE BALSA. BAHABON (VALLADOLID)","No Restringido",Existente,,TORRE,,,
LO,2516,LO-002516,SPA-GI,32,SPA-GI00032,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:12",GI0032,42.205207,2.192577,725.0,,17156A00100083,,,,,,,,Agrícola,Rústico,"Propietario único",Privado,Si,"LG DISEMINADO Polígono 1 Parcela 83","No Restringido",Existente,,TORRE,,,
LO,2863,LO-002863,SPA-HU,7161,SPA-HU07161,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:47:56",HU7161,42.009833,-0.763808,327.0,,22167A01809000,,,,,,,,Residencial,Urbano,"AAPP Privativo",Público,Si,"Polígono 18 Parcela 140, RETUERTA","No Restringido",Existente,,TORRE,,,
LO,2154,LO-002154,SPA-CX,459,SPA-CX00459,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:56:21",CX0459,43.260263,-8.614504,151.0,,15042A99909000,,,,,,,,,,"Propietario único",Privado,Si,,Restringido,Existente,,AZOTEA,,,
LO,362,LO-000362,SPA-AX,6425,SPA-AX06425,Activo,"Oscar Camps Solaesa",2023-05-23,"2023-11-15 14:43:13",AX6425,37.984462,-0.661284,6.0,,03133A00109000,,,,,,,,Residencial,Urbano,"Comunidad Propietario",Privado,Si,,"No Restringido",Existente,,AZOTEA,,,
